"F1: 0.26667","Precision: 0.26667","Recall: 0.26667"
"Col","Row","Value","Submitted URI","Correct URI's"
"0","1","Tanyang Gongfu","http://dbpedia.org/resource/Gongfu_tea_ceremony","http://dbpedia.org/resource/Congou http://dbpedia.org/resource/Tanyang_Gongfu http://dbpedia.org/resource/Panyang_congou http://dbpedia.org/resource/Tan_Yang_tea"
"0","7","Jin Junmei","nan","http://dbpedia.org/resource/Jin_jun_mei_tea http://dbpedia.org/resource/Jin_Jun_Mei_tea http://dbpedia.org/resource/Golden_Junmee http://dbpedia.org/resource/Jin_jun_mei"
"0","9","Dian Hong","http://dbpedia.org/resource/Dian,_Armenia","http://dbpedia.org/resource/Dian_Hong_tea http://dbpedia.org/resource/Yunnan_tea_(black) http://dbpedia.org/resource/Yunnan_black_tea http://dbpedia.org/resource/Yunnanchaye http://dbpedia.org/resource/Dianhong_tea http://dbpedia.org/resource/Yunnan_tea http://dbpedia.org/resource/Dian_hong_tea http://dbpedia.org/resource/Dian_Hong http://dbpedia.org/resource/Dianhong http://dbpedia.org/resource/Golden_needle_tea http://dbpedia.org/resource/Golden_Needle_tea"
"0","10","Ying De Hong","http://dbpedia.org/resource/Armour_of_God_II:_Operation_Condor","http://dbpedia.org/resource/Ying_De_Hong http://dbpedia.org/resource/Yingdehong_tea http://dbpedia.org/resource/Yingdehong"
"0","13","Sun Moon Lake","http://dbpedia.org/resource/Love_in_Sun_Moon_Lake","http://dbpedia.org/resource/Sun-Moon_Lake http://dbpedia.org/resource/Lake_of_the_sun_and_the_Moon http://dbpedia.org/resource/Lake_Sun_Moon http://dbpedia.org/resource/日月潭 http://dbpedia.org/resource/Lake_Candidius http://dbpedia.org/resource/Sun_Moon_Lake http://dbpedia.org/resource/Ri_Yue_Tan http://dbpedia.org/resource/Sun_moon_lake"
"0","14","Assam","http://fr.dbpedia.org/resource/Assam_(roman)","http://dbpedia.org/resource/Assam_Tea http://dbpedia.org/resource/Assam_tea http://dbpedia.org/resource/Camellia_sinensis_assamica"
"0","16","Munnar","http://dbpedia.org/resource/Munnar_(film)","http://dbpedia.org/resource/Munnar"
"0","17","Kangra","http://dbpedia.org/resource/Kangra_district","http://dbpedia.org/resource/Kangra_Tea http://dbpedia.org/resource/Kangra_tea"
"0","18","Nilgiri","http://dbpedia.org/resource/Nilgiri-class_frigate","http://dbpedia.org/resource/Nilgiri_tea"
"0","19","Ceylon","http://dbpedia.org/resource/Prime_Minister_of_Sri_Lanka","http://dbpedia.org/resource/Ceylon_tea_(white) http://dbpedia.org/resource/Tea_industry_of_sri_lanka http://dbpedia.org/resource/Sri_lankan_tea http://dbpedia.org/resource/Tea_Industry_of_Sri_Lanka http://dbpedia.org/resource/Ceylon_tea_(black) http://dbpedia.org/resource/Tea_production_in_Sri_Lanka http://dbpedia.org/resource/Ceylon_tea_(green) http://dbpedia.org/resource/Ceylon_tea http://dbpedia.org/resource/Pure_ceylon_tea http://dbpedia.org/resource/Tea_industry_of_Sri_Lanka http://dbpedia.org/resource/Ceylon_Tea_Museum"
"0","20","Nepali tea","http://dbpedia.org/resource/Cream_tea","http://dbpedia.org/resource/Nepal_tea http://dbpedia.org/resource/Nepali_tea"
