"F1: 0.12500","Precision: 0.12500","Recall: 0.12500"
"Col","Row","Value","Submitted URI","Correct URI's"
"1","1","Tobias Kamke Jan-Lennard Struff","http://dbpedia.org/resource/Tobias_and_Sarah_in_Prayer_with_the_Angel_Raphael_and_the_Demon","http://dbpedia.org/resource/Tobias_Kamke"
"1","2","Antal van der Duim Boy Westerhof","http://dbpedia.org/resource/The_Ant_Bully_(film)","http://dbpedia.org/resource/Antal_van_der_Duim"
"1","3","Antal van der Duim Boy Westerhof","http://dbpedia.org/resource/The_Ant_Bully_(film)","http://dbpedia.org/resource/Antal_van_der_Duim"
"1","4","Rameez Junaid Simon Stadler","nan","http://dbpedia.org/resource/Rameez_Junaid"
"1","5","Thiemo de Bakker Antal van der Duim","http://dbpedia.org/resource/Empire_of_the_Ants_(film)","http://dbpedia.org/resource/Thiemo_de_Bakker http://dbpedia.org/resource/De_Bakker"
"1","6","Farrukh Dustov Bertram Steinberger","http://dbpedia.org/resource/Bertram_Steinberger","http://dbpedia.org/resource/Farrukh_Dustov"
"1","7","Jonathan Marray Jamie Murray","http://dbpedia.org/resource/Mad_About_You","http://dbpedia.org/resource/Jonny_Marray http://dbpedia.org/resource/Jonathan_Marray"
"1","8","Rameez Junaid Philipp Marx","nan","http://dbpedia.org/resource/Rameez_Junaid"
"1","10","Daniel KÃ¶llerer Petar PopoviÄ\u0087","nan","http://dbpedia.org/resource/Daniel_Köllerer"
"1","11","Diego Ã\u0081lvarez Mait KÃ¼nnap","http://dbpedia.org/resource/Wansapanataym","http://dbpedia.org/resource/Diego_Álvarez_(tennis)"
"1","13","Robert Lindstedt Lars Uebel","http://dbpedia.org/resource/MC_Lars","http://dbpedia.org/resource/Robert_Lindstedt"
"1","14","Ã\u0093scar HernÃ¡ndez Gustavo Marcaccio","http://es.dbpedia.org/resource/Gustavo_Marcaccio","http://dbpedia.org/resource/Óscar_Hernández_(tennis)"
"1","16","Dennis van Scheppingen Marc Merry","http://dbpedia.org/resource/Merry_Christmas_(The_Supremes_album)","http://dbpedia.org/resource/Dennis_van_Scheppingen http://dbpedia.org/resource/Dennis_van_scheppingen"
"1","18","Martin Verkerk Melvyn Op Der Heijde","http://fr.dbpedia.org/resource/Herman_Henry_op_der_Heyde","http://dbpedia.org/resource/Martin_Verkerk"
