"F1: 0.75000","Precision: 0.75000","Recall: 0.75000"
"Col","Row","Value","Submitted URI","Correct URI's"
"1","2","Guru (1997 film)","http://dbpedia.org/resource/Magical_Circle_Guru_Guru","http://dbpedia.org/resource/Guru_(1997_film)"
"1","3","Daya","http://dbpedia.org/resource/Daya_(EP)","http://dbpedia.org/resource/Daya"
"1","7","Nizhalkkuthu","nan","http://dbpedia.org/resource/Shadow_kill http://dbpedia.org/resource/Nizhalkkuthu http://dbpedia.org/resource/Nizhalkuthu"
"1","8","Black (2004 film)","http://dbpedia.org/resource/The_Black_Eyed_Peas","http://dbpedia.org/resource/Black_(2004_film) http://dbpedia.org/resource/Black_(Malayalam_film)"
"1","15","Goal (2007 Malayalam film)","http://dbpedia.org/resource/Goal!_(film)","http://dbpedia.org/resource/Goal_(2007_Malayalam_film)"
"1","31","Traffic (2011 film)","http://dbpedia.org/resource/Traffic_(2000_film)","http://dbpedia.org/resource/Traffic_(Malayalam_film) http://dbpedia.org/resource/Traffic_(2010_film) http://dbpedia.org/resource/Traffic_(2011_film)"
"1","39","Red Wine (film)","http://fr.dbpedia.org/resource/Red_Wine_in_the_Dark_Night","http://dbpedia.org/resource/Red_Wine_(film) http://dbpedia.org/resource/Red_wine_(film)"
"1","42","RajadhiRaja","http://dbpedia.org/resource/Rajadhi_Raja_(1989_film)","http://dbpedia.org/resource/RajadhiRaja http://dbpedia.org/resource/Rajadhi_Raja_(2014_film)"
"1","43","Apothecary (film)","http://dbpedia.org/resource/The_One_with_the_Apothecary_Table","http://dbpedia.org/resource/Apothecary_(film) http://dbpedia.org/resource/Apothecary(Film)"
"1","46","1 by Two","http://dbpedia.org/resource/Two_Days_and_Two_Nights","http://dbpedia.org/resource/1_By_Two http://dbpedia.org/resource/1_by_Two"
"1","49","Mili (2015 film)","http://dbpedia.org/resource/Muli_Tibetan_Autonomous_County","http://dbpedia.org/resource/Mili_(2014_film) http://dbpedia.org/resource/Mili_(2015_film) http://dbpedia.org/resource/Mili_(Malayalam_film)"
"1","50","Motorcycle Diaries (film)","http://dbpedia.org/resource/The_Motorcycle_Diaries_(film)","http://dbpedia.org/resource/Motorcycle_Diaries_(upcoming_film) http://dbpedia.org/resource/Motorcycle_Diaries_(2013_film) http://dbpedia.org/resource/Motorcycle_Diaries_(film)"
