"F1: 0.02128","Precision: 0.02128","Recall: 0.02128"
"Col","Row","Value","Submitted URI","Correct URI's"
"1","1","Kuala Lumpurâ\u0080\u0093International","http://dbpedia.org/resource/Kuala_Lumpur","http://dbpedia.org/resource/Kuala_Lumpur_International_Airport_Main_Terminal_Building_and_Contact_Pier http://dbpedia.org/resource/KL_International_Airport http://dbpedia.org/resource/Expansion_and_Developments_of_Kuala_Lumpur_International_Airport http://dbpedia.org/resource/Kuala_Lumpur_(airport) http://dbpedia.org/resource/Kuala_Lumpur_International_(airport) http://dbpedia.org/resource/KLIA_2 http://dbpedia.org/resource/Kuala_Lumpur_(international_airport) http://dbpedia.org/resource/Kuala_Lumpur_International_Airport_2 http://dbpedia.org/resource/Kuala_Lumpur_Airport http://dbpedia.org/resource/Total_Airport_Management_System http://dbpedia.org/resource/Kuala_Lumpur_Int'l http://dbpedia.org/resource/Temporary_KL_International_Airport http://dbpedia.org/resource/Kuala_Lumpur_International http://dbpedia.org/resource/KLIA2 http://dbpedia.org/resource/KUL_Control_Tower http://dbpedia.org/resource/KL_Airport http://dbpedia.org/resource/Kula_Lumpur_airport http://dbpedia.org/resource/Kuala_Lumpur_International_Airport_terminals http://dbpedia.org/resource/Terminals_of_Kuala_Lumpur_International_Airport http://dbpedia.org/resource/Kuala_Lumpur_International_Airport http://dbpedia.org/resource/KLIA http://dbpedia.org/resource/History_of_Kuala_Lumpur_International_Airport http://dbpedia.org/resource/KUL_Airport http://dbpedia.org/resource/KLA_airport http://dbpedia.org/resource/LCC_Terminal"
"1","2","Colombo, Frankfurt, Hong Kong, Kathmandu, Osaka-Kansai, Paris-Charles de Gaulle, Seoul-Incheon, Singapore, Taichung,[12] Taipei-Taoyuan, Tokyo-Narita[13]","http://dbpedia.org/resource/InterContinental","http://dbpedia.org/resource/Bandaranaike_International_Airport http://dbpedia.org/resource/Katunayake_air_base http://dbpedia.org/resource/SLAF_Katunayake http://dbpedia.org/resource/RAF_Negombo http://dbpedia.org/resource/Bandaranayake_International_airport http://dbpedia.org/resource/Colombo_Bandaranaike_International_Airport http://dbpedia.org/resource/Bandaranayake_International_Airport http://dbpedia.org/resource/RAF_Negambo http://dbpedia.org/resource/Colombo-Bandaranaike http://dbpedia.org/resource/Bandaranaike_Airport http://dbpedia.org/resource/Katunayake_Airport http://dbpedia.org/resource/Colombo_International_Airport http://dbpedia.org/resource/Bandaranaike_International http://dbpedia.org/resource/Bandaranaike_(airport) http://dbpedia.org/resource/Bandaranaike_(international_airport) http://dbpedia.org/resource/Katunayake_International_Airport http://dbpedia.org/resource/RCyAF_Katunayake http://dbpedia.org/resource/CMB_Airport http://dbpedia.org/resource/SLAF_BIA"
"1","3","Aksu, Beijing-Capital, Changchun, Changsha, Changzhi, Changzhou, Dali, Daocheng, Fuzhou, Guangzhou, Guilin, Guiyang, Haikou, Hangzhou, Harbin, Hefei, Hongyuan, Huizhou,[14] Jinan, Jiuzhaigou, Kashgar, Korla, Kunming, Lanzhou, Lhasa, Lijiang, Nanchang, Nanjing, Nanning, Ningbo, Nyingchi, Panzhihua, Qamdo, Qingdao, Sanya, Shanghai-Hongqiao, Shanghai-Pudong, Shantou, Shenyang, Shenzhen, Taiyuan, Tianjin, Urumqi, Wenzhou, Wuhan, Xiamen, Xichang, Xining, Yantai, Yinchuan, Yining, Yulin, Yuncheng, Zhangjiajie, Zhanjiang, Zhengzhou, Zhuhai","nan","http://dbpedia.org/resource/Aksu_Airport http://dbpedia.org/resource/ZWAK"
"1","4","Dalian, Xi'an","http://dbpedia.org/resource/Dalian","http://dbpedia.org/resource/Zhoushuizi_Airport http://dbpedia.org/resource/Dalian_Zhoushuizi_International http://dbpedia.org/resource/Dalian_International_Airport http://dbpedia.org/resource/Dalian_Zhoushuizi_(international_airport) http://dbpedia.org/resource/ZYTL http://dbpedia.org/resource/Dalian_Zhoushuizi_(airport) http://dbpedia.org/resource/Zhoushuizi_International_Airport http://dbpedia.org/resource/Zhoushuizi http://dbpedia.org/resource/Dalian_Airport http://dbpedia.org/resource/Dalian_Zhoushuizi_International_Airport http://dbpedia.org/resource/Dalian_Zhoushuizi_Airport"
"1","6","Macau","http://dbpedia.org/resource/Macau","http://dbpedia.org/resource/Macau_International_Airport http://dbpedia.org/resource/Macau_(international_airport) http://dbpedia.org/resource/VMMC http://dbpedia.org/resource/Macao_International_Airport http://dbpedia.org/resource/Macau_Airport http://dbpedia.org/resource/Macao_Internatioanl_Airport http://dbpedia.org/resource/Macau_International http://dbpedia.org/resource/Macau_(airport)"
"1","7","Mauritius[15]","http://dbpedia.org/resource/Port_Louis","http://dbpedia.org/resource/SSR_International_Airport http://dbpedia.org/resource/SSR_Intl._Airport http://dbpedia.org/resource/Mauritius_Airport http://dbpedia.org/resource/Sir_Seewoosagur_Ramgoolam_International http://dbpedia.org/resource/Plaisance_International_Airport http://dbpedia.org/resource/Sir_Seewoo_Sagur_Airport http://dbpedia.org/resource/Plaisance_Airport http://dbpedia.org/resource/Sir_Seewoosagur_Ramgoolam_Airport http://dbpedia.org/resource/Sir_Seewoosagur_Ramgoolam_International_Airport http://dbpedia.org/resource/Sir_Seewoosagur_Ramgoolam_(international_airport) http://dbpedia.org/resource/FIMP http://dbpedia.org/resource/RAF_Mauritius http://dbpedia.org/resource/Sir_Seewoosagur_Ramgoolam_(airport) http://dbpedia.org/resource/Sir_Seewoosagur_Ramgoolam_International_(airport) http://dbpedia.org/resource/SSR_Airport"
"1","8","Tokyo-Narita","http://dbpedia.org/resource/Tokyo","http://dbpedia.org/resource/NEW_TOKYO_INTL http://dbpedia.org/resource/Narita_Airport http://dbpedia.org/resource/Nrt_airport http://dbpedia.org/resource/Tokyo-narita http://dbpedia.org/resource/成田国際空港 http://dbpedia.org/resource/Narita_Kuko http://dbpedia.org/resource/New-Tokyo_(Narita)_International_Airport http://dbpedia.org/resource/Narita_Int'l_Airport http://dbpedia.org/resource/New_Tokyo_International_Airport http://dbpedia.org/resource/Tokyo_Narita_Int'l_Airport http://dbpedia.org/resource/Narita_International http://dbpedia.org/resource/Tokyo-Narita http://dbpedia.org/resource/Narita_Kokusai_Kuko http://dbpedia.org/resource/New_Tokyo_International http://dbpedia.org/resource/New_Tokyo_Intl http://dbpedia.org/resource/RJAA http://dbpedia.org/resource/Tokyo–Narita http://dbpedia.org/resource/Tokyo_Narita_Airport http://dbpedia.org/resource/Tokyo_Narita_International_Airport http://dbpedia.org/resource/Narita_Kokusai_Kuukou http://dbpedia.org/resource/Narita_Kūkō http://dbpedia.org/resource/New-Tokyo_International_Airport http://dbpedia.org/resource/Narita_Kokusai-kuko http://dbpedia.org/resource/Narita_(international_airport) http://dbpedia.org/resource/Naritakūkō http://dbpedia.org/resource/Narita-Airport http://dbpedia.org/resource/Narita_Kokusai_Kûkô http://dbpedia.org/resource/Narita_airport http://dbpedia.org/resource/Narita_International_(airport) http://dbpedia.org/resource/Narita_Kokusai_Kūkō http://dbpedia.org/resource/Narita_International_Airport http://dbpedia.org/resource/Narita_Kokusai_Kuukoo http://dbpedia.org/resource/Tokyo_Narita http://dbpedia.org/resource/Naritakuko http://dbpedia.org/resource/Narita_(airport) http://dbpedia.org/resource/成田空港 http://dbpedia.org/resource/Narita_Kuko_Station"
"1","9","Seoul-Incheon","http://dbpedia.org/resource/Incheon","http://dbpedia.org/resource/Incheon_International_Air_port http://dbpedia.org/resource/Hancheng_International_Airport http://dbpedia.org/resource/RKSI http://dbpedia.org/resource/Incheon_Airport,_Seoul http://dbpedia.org/resource/Incheon_Intl http://dbpedia.org/resource/Seoul_Incheon_International_Airport http://dbpedia.org/resource/Incheon_Gukje_Gonghang http://dbpedia.org/resource/Incheon_International_(airport) http://dbpedia.org/resource/Shouer_International_Airport http://dbpedia.org/resource/Renchuan_Airport http://dbpedia.org/resource/Incheon_Int’l_Airport http://dbpedia.org/resource/Renchuan_International_Airport http://dbpedia.org/resource/ICN_Airport http://dbpedia.org/resource/Incheon_International_Airport http://dbpedia.org/resource/인천국제공항 http://dbpedia.org/resource/Incheon_(international_airport) http://dbpedia.org/resource/Inchon_International_Airport http://dbpedia.org/resource/Seoul-Incheon_International_Airport http://dbpedia.org/resource/Incheon_Int'l_Airport http://dbpedia.org/resource/Shou'er_Airport http://dbpedia.org/resource/Incheon_Int`l_Airport http://dbpedia.org/resource/Inchon_Airport http://dbpedia.org/resource/Incheon_(airport) http://dbpedia.org/resource/Airlines_and_destinations_at_Incheon_International_Airport http://dbpedia.org/resource/Shou'er_International_Airport http://dbpedia.org/resource/Incheon_Gonghang http://dbpedia.org/resource/Jingcheng_Airport http://dbpedia.org/resource/Seoul_Incheon_Airport http://dbpedia.org/resource/Shouer_Airport http://dbpedia.org/resource/InCheon_Intl http://dbpedia.org/resource/Incheon_International http://dbpedia.org/resource/Incheon_Int'l http://dbpedia.org/resource/인천공항 http://dbpedia.org/resource/Hancheng_Airport http://dbpedia.org/resource/Jingcheng_International_Airport http://dbpedia.org/resource/Incheon_Airport http://dbpedia.org/resource/仁川國際空港"
"1","10","Guangzhou, Lijiang, Sanya","http://dbpedia.org/resource/Guangzhou_Gymnasium","http://dbpedia.org/resource/Guangzhou_Baiyun http://dbpedia.org/resource/Guangzhou-Baiyun_Airport http://dbpedia.org/resource/Guangzhou-Baiyun http://dbpedia.org/resource/Guangzhou_Baiyun_International_Airport http://dbpedia.org/resource/Guangzhou_International_Airport http://dbpedia.org/resource/ZGGG http://dbpedia.org/resource/Canton_International_Airport http://dbpedia.org/resource/Baiyun_International_Airport http://dbpedia.org/resource/Guangzhou_airport http://dbpedia.org/resource/New_Baiyun_International_Airport http://dbpedia.org/resource/Baiyun_Int'l_Airport http://dbpedia.org/resource/Guangzhou_Baiyun_(international_airport) http://dbpedia.org/resource/Guangzhou_Baiyun_International http://dbpedia.org/resource/Guangzhou_Baiyun_Airport http://dbpedia.org/resource/Baiyun_Int’l_Airport http://dbpedia.org/resource/Baiyun_Airport http://dbpedia.org/resource/Bai_Yun_Airport http://dbpedia.org/resource/Guangzhou_Airport http://dbpedia.org/resource/Guangzhou_Baiyun_(airport) http://dbpedia.org/resource/Baiyin_airport http://dbpedia.org/resource/CAN_airport http://dbpedia.org/resource/Guangzhou_Baiyun_International_(airport)"
"1","11","London-Heathrow","http://dbpedia.org/resource/London","http://dbpedia.org/resource/BAA_Heathrow http://dbpedia.org/resource/Heathrow_(airport) http://dbpedia.org/resource/Heathrow,_London,_England http://dbpedia.org/resource/London-Heathw http://dbpedia.org/resource/Myrtle_avenue_(UK) http://dbpedia.org/resource/Heathrow,_London http://dbpedia.org/resource/Great_Western_Aerodrome http://dbpedia.org/resource/London-Heathrow_Airport http://dbpedia.org/resource/London_Heathrow_Airport_Terminal_4 http://dbpedia.org/resource/London_Heathrow_International_Airport http://dbpedia.org/resource/List_of_airlines_using_London_Heathrow_Airport http://dbpedia.org/resource/Myrtle_Avenue_(UK) http://dbpedia.org/resource/London_Heathrow_Airport http://dbpedia.org/resource/Philip_Sherwood http://dbpedia.org/resource/Airlines_at_heathrow http://dbpedia.org/resource/London_Heathrow_Crashes http://dbpedia.org/resource/London–Heathrow http://dbpedia.org/resource/Heathrow_London http://dbpedia.org/resource/Heathrow_International_Airport http://dbpedia.org/resource/London_Heathrow_airport http://dbpedia.org/resource/EGLL http://dbpedia.org/resource/London_Heathrow http://dbpedia.org/resource/LHR http://dbpedia.org/resource/London-Heathrow http://dbpedia.org/resource/Egll http://dbpedia.org/resource/Heathrow_airport http://dbpedia.org/resource/Heathrow http://dbpedia.org/resource/LHR_Airport http://dbpedia.org/resource/London_Heathw http://dbpedia.org/resource/Heathrow_Airlines http://dbpedia.org/resource/Harmondsworth_Aerodrome http://dbpedia.org/resource/H'row http://dbpedia.org/resource/Heathrow_Airport"
