"F1: 0.63889","Precision: 0.63889","Recall: 0.63889"
"Col","Row","Value","Submitted URI","Correct URI's"
"0","3","49 Days","http://ru.dbpedia.org/resource/49_дней_(фильм,_1962)","http://dbpedia.org/resource/49_Days"
"0","8","Black Night","http://dbpedia.org/resource/Black_Night_(Charles_Brown_song)","http://dbpedia.org/resource/Black_Night_(song) http://dbpedia.org/resource/Black_Night_(single) http://dbpedia.org/resource/Black_Night"
"0","9","Cocktail","http://dbpedia.org/resource/Cocktail_(1988_film)","http://dbpedia.org/resource/Cocktail_(2006_film)"
"0","13","Daisy","http://dbpedia.org/resource/Daisy_(Brand_New_album)","http://dbpedia.org/resource/Daisy_(2006_film)"
"0","15","Diary","http://dbpedia.org/resource/Dear_Diary_(1996_film)","http://dbpedia.org/resource/Diary_(film)"
"0","18","Dragon Tiger Gate","http://dbpedia.org/resource/Crouching_Tiger,_Hidden_Dragon","http://dbpedia.org/resource/Turbo_Shek http://dbpedia.org/resource/Dragon_Tiger_Gate http://dbpedia.org/resource/Tiger_Wong"
"0","20","Exiled","http://dbpedia.org/resource/Exiled:_A_Law_&_Order_Movie","http://dbpedia.org/resource/Fong_juk http://dbpedia.org/resource/Exiled_(2006_film) http://dbpedia.org/resource/Exiled"
"0","22","Fearless","http://dbpedia.org/resource/Fearless_(1993_film)","http://dbpedia.org/resource/Fearless_(2006_film) http://dbpedia.org/resource/Fearless_(2006) http://dbpedia.org/resource/Jet_Li's_Fearless http://dbpedia.org/resource/Fearless_(2006_movie)"
"0","27","Isabella","http://dbpedia.org/resource/Isabella_I_of_Castile","http://dbpedia.org/resource/Isabella_(2006_film)"
"0","36","My Kung-Fu Sweetheart","http://dbpedia.org/resource/Wansapanataym","http://dbpedia.org/resource/My_Kung_Fu_Sweetheart http://dbpedia.org/resource/My_Kung-Fu_Sweetheart_(film) http://dbpedia.org/resource/My_Kung-Fu_Sweetheart"
"0","39","Nothing Is Impossible","http://dbpedia.org/resource/Nothing_Is_Impossible_(film)","http://dbpedia.org/resource/Nothing_is_Impossible http://dbpedia.org/resource/Nothing_Is_Impossible"
"0","44","Silk","http://dbpedia.org/resource/Silk_(TV_series)","http://dbpedia.org/resource/Silk_(2006_film)"
"0","55","Wo Hu","http://dbpedia.org/resource/Crouching_Tiger,_Hidden_Dragon","http://dbpedia.org/resource/Wo_Hu"
