"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,1,Milton A. Romjue,http://dbpedia.org/resource/Milton_A._Romjue
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,2,William L. Nelson,http://dbpedia.org/resource/William_L._Nelson
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,3,Richard M. Duncan,http://dbpedia.org/resource/Richard_M._Duncan
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,4,C. Jasper Bell,http://dbpedia.org/resource/C._Jasper_Bell
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,5,Joe Shannon,http://dbpedia.org/resource/Joe_Shannon
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,6,Philip A. Bennett,http://dbpedia.org/resource/Philip_Allen_Bennett
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,7,Dewey Short,http://dbpedia.org/resource/Dewey_Jackson_Short
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,8,Clyde Williams,http://dbpedia.org/resource/Clyde_Williams_(Missouri_politician)
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,9,Clarence Cannon,http://dbpedia.org/resource/Clarence_Cannon
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,10,Orville Zimmerman,http://dbpedia.org/resource/Orville_Zimmerman
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,11,John B. Sullivan,http://dbpedia.org/resource/John_B._Sullivan
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,12,Walter C. Ploeser,http://dbpedia.org/resource/Walter_C._Ploeser
"United_States_House_of_Representatives_elections,_1942#Oregon#24_1",1,13,John J. Cochran,http://dbpedia.org/resource/John_J._Cochran
