"F1: 0.00000","Precision: 0.00000","Recall: 0.00000"
"Col","Row","Value","Submitted URI","Correct URI's"
"1","1","United States (USA)","http://dbpedia.org/resource/United_States_Marine_Corps","http://dbpedia.org/resource/U.S._Olympic_Team http://dbpedia.org/resource/USA_at_the_Olympics http://dbpedia.org/resource/US_at_the_Olympic_Games http://dbpedia.org/resource/USA_Olympic_Team http://dbpedia.org/resource/US_Olympic http://dbpedia.org/resource/USA_at_the_olympics http://dbpedia.org/resource/United_States_at_the_Olympic_Games http://dbpedia.org/resource/US_at_the_Olympics http://dbpedia.org/resource/U.S.A._Olympics http://dbpedia.org/resource/United_States_at_the_Summer_Olympics http://dbpedia.org/resource/United_States_at_the_Olympics http://dbpedia.org/resource/U.S._Olympian http://dbpedia.org/resource/U._S._Olympic_team http://dbpedia.org/resource/United_States_of_America_at_the_Olympics http://dbpedia.org/resource/U.S._Olympic_team http://dbpedia.org/resource/U._S._Olympic_Team http://dbpedia.org/resource/America_at_the_Olympics http://dbpedia.org/resource/USA_Olympics http://dbpedia.org/resource/United_States_at_the_Winter_Olympics"
"1","2","Jamaica (JAM)","http://dbpedia.org/resource/Jamaica","http://dbpedia.org/resource/Jamaica_at_the_Olympics http://dbpedia.org/resource/Jamaica_at_the_Winter_Olympics http://dbpedia.org/resource/Jamaica_at_the_Summer_Olympics"
"1","3","Italy (ITA)","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Italy_at_the_Olympics http://dbpedia.org/resource/Italy_at_the_Summer_Olympics http://dbpedia.org/resource/Italy_at_the_Winter_Olympics"
"1","4","Canada (CAN)","http://dbpedia.org/resource/Canada","http://dbpedia.org/resource/Canada_at_the_olympics http://dbpedia.org/resource/Canada_at_olympic_games http://dbpedia.org/resource/Canada_at_the_Olympics http://dbpedia.org/resource/Canada_olympic_games http://dbpedia.org/resource/Canada_olympics http://dbpedia.org/resource/Canada_at_the_olympic_games"
"1","5","Greece (GRE)","http://dbpedia.org/resource/Greece","http://dbpedia.org/resource/Greece_at_the_Winter_Olympics http://dbpedia.org/resource/Greece_at_the_Olympics http://dbpedia.org/resource/Greece_at_the_Summer_Olympics"
"1","6","Soviet Union (URS)","http://dbpedia.org/resource/Soviet_Union","http://dbpedia.org/resource/USSR_at_the_Winter_Olympics http://dbpedia.org/resource/Soviet_Olympic_team http://dbpedia.org/resource/Soviet_Union_at_the_Winter_Olympics http://dbpedia.org/resource/USSR_at_the_Summer_Olympics http://dbpedia.org/resource/USSR_at_the_Olympics http://dbpedia.org/resource/USSR_at_the_Olympic_Games http://dbpedia.org/resource/Soviet_Union_at_the_Olympics http://dbpedia.org/resource/Soviet_Union_at_the_Summer_Olympics"
"1","7","Great Britain (GBR)","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Great_Britain_at_the_Olympics http://dbpedia.org/resource/United_Kingdom_at_the_Olympics http://dbpedia.org/resource/Great_Britain_at_the_Winter_Olympics http://dbpedia.org/resource/Great_Britain_and_Northern_Ireland_at_the_Summer_Olympics http://dbpedia.org/resource/Great_Britain_Olympic_Team http://dbpedia.org/resource/Great_Britain_and_Northern_Ireland_at_the_Olympics http://dbpedia.org/resource/Great_Britain_and_Northern_Ireland_Olympic_team http://dbpedia.org/resource/Britain_at_the_summer_olympics http://dbpedia.org/resource/Great_britain_at_the_olympic_games http://dbpedia.org/resource/Great_Britain_at_the_Summer_Olympics"
"1","8","Namibia (NAM)","http://dbpedia.org/resource/Namibia","http://dbpedia.org/resource/Namibia_at_the_Summer_Olympics http://dbpedia.org/resource/Namibia_at_the_Olympics"
"1","9","Australia (AUS)","http://dbpedia.org/resource/Australia","http://dbpedia.org/resource/Australia_Medal_Tallies http://dbpedia.org/resource/Australia_olympic_results http://dbpedia.org/resource/Australia_at_the_Summer_Olympics http://dbpedia.org/resource/Australian_Olympic_team http://dbpedia.org/resource/Australia_at_the_olympics http://dbpedia.org/resource/Australia_at_the_Olympics http://dbpedia.org/resource/Brisbane_1992_Olympic_bid http://dbpedia.org/resource/Australian_medal_tallies"
"1","10","India (IND)","http://dbpedia.org/resource/India","http://dbpedia.org/resource/India_at_the_Olympics http://dbpedia.org/resource/India_at_the_Summer_Olympics http://dbpedia.org/resource/India_at_the_Winter_Olympics"
