"F1: 0.10345","Precision: 0.10345","Recall: 0.10345"
"Col","Row","Value","Submitted URI","Correct URI's"
"0","2","Alameda","http://dbpedia.org/resource/Estación_Central_(railway_station)","http://dbpedia.org/resource/Oakland_Township,_Alameda_County,_CA http://dbpedia.org/resource/Brooklyn_Township,_Alameda_County,_CA http://dbpedia.org/resource/Oakland-Alameda_County,_California http://dbpedia.org/resource/Oakland_Township,_Alameda_County,_California http://dbpedia.org/resource/Eden_Township,_Alameda_County,_California http://dbpedia.org/resource/County_of_Alameda http://dbpedia.org/resource/Alameda_County,_CA http://dbpedia.org/resource/Murray,_CA http://dbpedia.org/resource/Eden_Township,_Alameda_County,_CA http://dbpedia.org/resource/Alameda_County_Office_of_Education http://dbpedia.org/resource/Alameda_County_(California) http://dbpedia.org/resource/Alameda_Township,_Alameda_County,_CA http://dbpedia.org/resource/Murray_Township,_Alameda_County,_CA http://dbpedia.org/resource/Oakland-Alameda_County http://dbpedia.org/resource/Washington_Township,_Alameda_County,_CA http://dbpedia.org/resource/Alameda_Township,_Alameda_County,_California http://dbpedia.org/resource/Washington_Township,_Alameda_County,_California http://dbpedia.org/resource/County_of_Alameda,_California http://dbpedia.org/resource/Alameda_County http://dbpedia.org/resource/Alameda_county http://dbpedia.org/resource/Eden,_CA http://dbpedia.org/resource/Brooklyn_Township,_Alameda_County,_California http://dbpedia.org/resource/History_of_Alameda_County,_California http://dbpedia.org/resource/Alameda_County,_California http://dbpedia.org/resource/Murray_Township,_Alameda_County,_California http://dbpedia.org/resource/Eden,_California"
"0","3","Marin","http://dbpedia.org/resource/San_Marino","http://dbpedia.org/resource/Marin_County_(California) http://dbpedia.org/resource/Marin_County,_Califiornia http://dbpedia.org/resource/Marin_County,_Calif. http://dbpedia.org/resource/County_of_Marin http://dbpedia.org/resource/Marin_County,_California http://dbpedia.org/resource/Marin,_California http://dbpedia.org/resource/Marin_County,_CA http://dbpedia.org/resource/County_of_Marin,_California http://dbpedia.org/resource/Marin_County http://dbpedia.org/resource/Marin,_CA http://dbpedia.org/resource/Marin_county http://dbpedia.org/resource/Transportation_Authority_of_Marin"
"0","4","Santa Cruz","http://dbpedia.org/resource/Santa_Cruz_de_Tenerife","http://dbpedia.org/resource/Santa_Cruz_County,_CA http://dbpedia.org/resource/Santa_Cruz_County,_California http://dbpedia.org/resource/Branciforte_County,_California http://dbpedia.org/resource/Santa_Cruz_County_(California) http://dbpedia.org/resource/History_of_Santa_Cruz_County,_California http://dbpedia.org/resource/Santa_Cruz-Watsonville,_CA_Metropolitan_Statistical_Area http://dbpedia.org/resource/County_of_Santa_Cruz,_California http://dbpedia.org/resource/Santa_Cruz-Watsonville,_CA_MSA http://dbpedia.org/resource/County_of_Santa_Cruz http://dbpedia.org/resource/Santa_Cruz,_California_metropolitan_area http://dbpedia.org/resource/Santa_Cruz_County,_Calif."
"0","5","San Mateo","http://dbpedia.org/resource/Matthew_the_Apostle","http://dbpedia.org/resource/San_Mateo_County http://dbpedia.org/resource/County_of_San_Mateo http://dbpedia.org/resource/San_Mateo_County,_CA http://dbpedia.org/resource/County_of_San_Mateo,_California http://dbpedia.org/resource/San_Mateo_County_(California) http://dbpedia.org/resource/San_Mateo_County,_California http://dbpedia.org/resource/History_of_San_Mateo_County,_California http://dbpedia.org/resource/San_Mateo_county"
"0","6","Sonoma","nan","http://dbpedia.org/resource/Sonoma_County_(California) http://dbpedia.org/resource/Santa_Rosa,_California_metropolitan_area http://dbpedia.org/resource/Santa_Rosa,_CA_Metropolitan_Statistical_Area http://dbpedia.org/resource/Santa_Rosa,_CA_MSA http://dbpedia.org/resource/Sonoma_County,_California http://dbpedia.org/resource/Santa_Rosa–Petaluma,_CA_MSA http://dbpedia.org/resource/Liberty,_California http://dbpedia.org/resource/History_of_Sonoma_County,_California http://dbpedia.org/resource/Sonoma_County,_CA http://dbpedia.org/resource/Sonoma_Transportation_Authority http://dbpedia.org/resource/County_of_Sonoma http://dbpedia.org/resource/Santa_Rosa-Petaluma,_CA_MSA http://dbpedia.org/resource/Sonoma_County http://dbpedia.org/resource/Sonoma_county http://dbpedia.org/resource/County_of_Sonoma,_California"
"0","7","Los Angeles","http://dbpedia.org/resource/Los_Angeles","http://dbpedia.org/resource/LA_County http://dbpedia.org/resource/LA_County_Office_of_Education http://dbpedia.org/resource/93599 http://dbpedia.org/resource/Los_Angeles_County,_CA http://dbpedia.org/resource/La_county http://dbpedia.org/resource/Los_Angeles_County_Office_of_Education http://dbpedia.org/resource/90001 http://dbpedia.org/resource/Los_Angeles_(County) http://dbpedia.org/resource/Los_Angeles_county http://dbpedia.org/resource/Los_Angeles_County http://dbpedia.org/resource/History_of_Los_Angeles_County,_California http://dbpedia.org/resource/Los_Angeles_County,_California http://dbpedia.org/resource/Los_Angeles_County_(CA) http://dbpedia.org/resource/County_of_Los_Angeles http://dbpedia.org/resource/L.A._County http://dbpedia.org/resource/LA_county,_CA http://dbpedia.org/resource/County_of_Los_Angeles,_CA http://dbpedia.org/resource/County_of_Los_Angeles,_California http://dbpedia.org/resource/Los_Angeles_County_Department_of_Regional_Planning http://dbpedia.org/resource/Los_Angeles_County_(California)"
"0","8","Santa Clara","http://dbpedia.org/resource/Clare_of_Assisi","http://dbpedia.org/resource/Santa_Clara_County_(California) http://dbpedia.org/resource/San_Jose-Sunnyvale-Santa_Clara,_CA_MSA http://dbpedia.org/resource/County_of_Santa_Clara,_California http://dbpedia.org/resource/Santa_Clara_County,_California http://dbpedia.org/resource/Santa_Clara_County,_Calif. http://dbpedia.org/resource/Santa_Clara_County,_CA http://dbpedia.org/resource/Santa_Clara_(county) http://dbpedia.org/resource/County_of_Santa_Clara http://dbpedia.org/resource/Santa_Clara_County http://dbpedia.org/resource/Santa_Clara_county http://dbpedia.org/resource/San_Jose–Sunnyvale–Santa_Clara,_CA_MSA http://dbpedia.org/resource/Santa_Clara_(County)"
"0","10","Yolo","http://dbpedia.org/resource/Yoko_Ono","http://dbpedia.org/resource/History_of_Yolo_County,_California http://dbpedia.org/resource/County_of_Yolo http://dbpedia.org/resource/Yolo_County http://dbpedia.org/resource/Yolo_County,_California http://dbpedia.org/resource/County_of_Yolo,_California http://dbpedia.org/resource/Yolo_County,_CA http://dbpedia.org/resource/Yolo_County_(California)"
"0","11","Mendocino","http://dbpedia.org/resource/Codex_Mendoza","http://dbpedia.org/resource/County_of_Mendocino,_California http://dbpedia.org/resource/History_of_Mendocino_County,_California http://dbpedia.org/resource/County_of_Mendocino http://dbpedia.org/resource/Ukiah,_CA_Micropolitan_Statistical_Area http://dbpedia.org/resource/Mendocino_County,_CA http://dbpedia.org/resource/Mendocino_(county) http://dbpedia.org/resource/Ukiah,_California_micropolitan_area http://dbpedia.org/resource/Mendocino_County_(California) http://dbpedia.org/resource/Mendocino_County,_California http://dbpedia.org/resource/Mendocino_County"
"0","12","Monterey","http://dbpedia.org/resource/Monterrey","http://dbpedia.org/resource/Salinas,_CA_Metropolitan_Statistical_Area http://dbpedia.org/resource/Monterey_County,_CA http://dbpedia.org/resource/Monterey_(County) http://dbpedia.org/resource/Monterey_County,_California http://dbpedia.org/resource/Monterey_County_(California) http://dbpedia.org/resource/Monterey_county http://dbpedia.org/resource/Monterey_County http://dbpedia.org/resource/Salinas,_California_metropolitan_area http://dbpedia.org/resource/County_of_Monterey,_California http://dbpedia.org/resource/Salinas,_CA_MSA http://dbpedia.org/resource/History_of_Monterey_County,_California http://dbpedia.org/resource/County_of_Monterey"
