"F1: 0.29348","Precision: 0.29348","Recall: 0.29348"
"Col","Row","Value","Submitted URI","Correct URI's"
"2","1","Morden","http://dbpedia.org/resource/Morden_tube_station","http://dbpedia.org/resource/Morden_Urban_District http://dbpedia.org/resource/Morden,_London,_England http://dbpedia.org/resource/Morden"
"2","2","Crystal Palace","http://dbpedia.org/resource/Crystal_Palace_railway_station","http://dbpedia.org/resource/Crystal_Palace,_London,_England http://dbpedia.org/resource/Crystal_Palace_Triangle http://dbpedia.org/resource/Crystal_Palace,_London http://dbpedia.org/resource/Sydenham_Crystal_Palace"
"2","3","Staines Bus Station â\u0080","http://dbpedia.org/resource/Shinjuku_Station","http://dbpedia.org/resource/Staines http://dbpedia.org/resource/Staines,_Middlesex http://dbpedia.org/resource/Stanes http://dbpedia.org/resource/Staines-on-Thames http://dbpedia.org/resource/Staines,_Surrey http://dbpedia.org/resource/Staines,_United_Kingdom http://dbpedia.org/resource/Staines-upon-Thames http://dbpedia.org/resource/Staines-upon-Thames,_England http://dbpedia.org/resource/Staines_upon_Thames"
"2","5","Paddington","http://dbpedia.org/resource/London_Paddington_station","http://dbpedia.org/resource/Tyburnia http://dbpedia.org/resource/Paddington http://dbpedia.org/resource/Paddington,_London,_England http://dbpedia.org/resource/Paddington,_London"
"2","6","Wembley Park The Paddocks","http://dbpedia.org/resource/Wembley_Park_tube_station","http://dbpedia.org/resource/Wembley_Park"
"2","7","Hayes-By-Pass","http://dbpedia.org/resource/Hayes,_Hillingdon","http://dbpedia.org/resource/A3057_road http://dbpedia.org/resource/A3124_road_(Great_Britain) http://dbpedia.org/resource/A_roads_in_Zone_3_of_the_Great_Britain_numbering_scheme http://dbpedia.org/resource/A3088_road_(Great_Britain) http://dbpedia.org/resource/A305_road_(Great_Britain) http://dbpedia.org/resource/A393_road_(Great_Britain) http://dbpedia.org/resource/A3021_road http://dbpedia.org/resource/A3056_road_(Great_Britain) http://dbpedia.org/resource/A319_road_(Great_Britain) http://dbpedia.org/resource/A3024_road_(Great_Britain) http://dbpedia.org/resource/A3102_road http://dbpedia.org/resource/A3051_road_(Great_Britain) http://dbpedia.org/resource/A300_road http://dbpedia.org/resource/Hayes_bypass http://dbpedia.org/resource/A3066_road http://dbpedia.org/resource/A359_road http://dbpedia.org/resource/A391_road_(Great_Britain) http://dbpedia.org/resource/A3072_road http://dbpedia.org/resource/A348_road_(Great_Britain) http://dbpedia.org/resource/A323_road_(Great_Britain) http://dbpedia.org/resource/A3001_road_(Great_Britain) http://dbpedia.org/resource/A3111_road_(Great_Britain) http://dbpedia.org/resource/A3063_road http://dbpedia.org/resource/A3056_road http://dbpedia.org/resource/A341_road_(Great_Britain) http://dbpedia.org/resource/A353_road_(Great_Britain) http://dbpedia.org/resource/A367_road_(Great_Britain) http://dbpedia.org/resource/A394_road http://dbpedia.org/resource/A3021_road_(Great_Britain) http://dbpedia.org/resource/A3028_road http://dbpedia.org/resource/A334_road http://dbpedia.org/resource/A3030_road http://dbpedia.org/resource/A3025_road http://dbpedia.org/resource/A366_road_(Great_Britain) http://dbpedia.org/resource/A378_road_(Great_Britain) http://dbpedia.org/resource/A3216_road_(Great_Britain) http://dbpedia.org/resource/A3082_road_(Great_Britain) http://dbpedia.org/resource/A319_road http://dbpedia.org/resource/A3008_road_(Great_Britain) http://dbpedia.org/resource/A347_road_(Great_Britain) http://dbpedia.org/resource/A3210_road http://dbpedia.org/resource/A305_road http://dbpedia.org/resource/A3010_road http://dbpedia.org/resource/A352_road_(Great_Britain) http://dbpedia.org/resource/A321_road_(Great_Britain) http://dbpedia.org/resource/A3125_road_(Great_Britain) http://dbpedia.org/resource/A3000_road_(Great_Britain) http://dbpedia.org/resource/A3031_road_(Great_Britain) http://dbpedia.org/resource/A377_road_(Great_Britain) http://dbpedia.org/resource/A3095_road http://dbpedia.org/resource/A3044_road http://dbpedia.org/resource/A355_road_(Great_Britain) http://dbpedia.org/resource/A3069_road http://dbpedia.org/resource/A3205_road http://dbpedia.org/resource/A351_road_(Great_Britain) http://dbpedia.org/resource/A3049_road http://dbpedia.org/resource/A3217_road_(Great_Britain) http://dbpedia.org/resource/A3052_road http://dbpedia.org/resource/A373_road http://dbpedia.org/resource/A357_road_(Great_Britain) http://dbpedia.org/resource/A3125_road http://dbpedia.org/resource/A3205_road_(Great_Britain) http://dbpedia.org/resource/A3066 http://dbpedia.org/resource/A3074_road http://dbpedia.org/resource/A387_road_(Great_Britain) http://dbpedia.org/resource/A3078_road http://dbpedia.org/resource/A339_road_(Great_Britain) http://dbpedia.org/resource/A300_road_(Great_Britain) http://dbpedia.org/resource/A3123_road http://dbpedia.org/resource/A3011_road_(Great_Britain) http://dbpedia.org/resource/A3290_road http://dbpedia.org/resource/A3112_road http://dbpedia.org/resource/A3079_road http://dbpedia.org/resource/A326_road http://dbpedia.org/resource/A318_road_(Great_Britain) http://dbpedia.org/resource/A3078_road_(Great_Britain) http://dbpedia.org/resource/A3006_road_(Great_Britain) http://dbpedia.org/resource/A356_road http://dbpedia.org/resource/A3026_road http://dbpedia.org/resource/A315_road_(Great_Britain) http://dbpedia.org/resource/A395_road http://dbpedia.org/resource/A3211_road http://dbpedia.org/resource/A394_road_(Great_Britain) http://dbpedia.org/resource/A3290_road_(Great_Britain) http://dbpedia.org/resource/A366_road http://dbpedia.org/resource/A3113_road_(Great_Britain) http://dbpedia.org/resource/A3050_road_(Great_Britain) http://dbpedia.org/resource/A3121_road_(Great_Britain) http://dbpedia.org/resource/A3063_road_(Great_Britain) http://dbpedia.org/resource/A3026_road_(Great_Britain) http://dbpedia.org/resource/A3210_road_(Great_Britain) http://dbpedia.org/resource/A3094_road_(Great_Britain) http://dbpedia.org/resource/A3020_road http://dbpedia.org/resource/A325_road http://dbpedia.org/resource/A3073_road_(Great_Britain) http://dbpedia.org/resource/A332_road_(Great_Britain) http://dbpedia.org/resource/A3218_road http://dbpedia.org/resource/A324_road_(Great_Britain) http://dbpedia.org/resource/A399_road http://dbpedia.org/resource/A3039_road_(Great_Britain) http://dbpedia.org/resource/A3095_road_(Great_Britain) http://dbpedia.org/resource/A327_road http://dbpedia.org/resource/A3122_road http://dbpedia.org/resource/A3058_road http://dbpedia.org/resource/A3066_road_(Great_Britain) http://dbpedia.org/resource/A339 http://dbpedia.org/resource/A3072_road_(Great_Britain) http://dbpedia.org/resource/A3209_road_(Great_Britain) http://dbpedia.org/resource/A3074_road_(Great_Britain) http://dbpedia.org/resource/A398_road http://dbpedia.org/resource/A3049_road_(Great_Britain) http://dbpedia.org/resource/A3003_road_(Great_Britain) http://dbpedia.org/resource/A3069_road_(Great_Britain) http://dbpedia.org/resource/A3098_road http://dbpedia.org/resource/A3004_road_(Great_Britain) http://dbpedia.org/resource/A3212_road_(Great_Britain) http://dbpedia.org/resource/A3032_road_(Great_Britain) http://dbpedia.org/resource/A376_road http://dbpedia.org/resource/A3033_road_(Great_Britain) http://dbpedia.org/resource/A3015_road http://dbpedia.org/resource/A322_road http://dbpedia.org/resource/A362_road http://dbpedia.org/resource/A385_road http://dbpedia.org/resource/A328_road_(Great_Britain) http://dbpedia.org/resource/A335_road_(Great_Britain) http://dbpedia.org/resource/A317_road http://dbpedia.org/resource/A3020_road_(Great_Britain) http://dbpedia.org/resource/A385_road_(Great_Britain) http://dbpedia.org/resource/A3123_road_(Great_Britain) http://dbpedia.org/resource/A3214_road_(Great_Britain) http://dbpedia.org/resource/A358_road_(Great_Britain) http://dbpedia.org/resource/A3209_road http://dbpedia.org/resource/A313_road_(Great_Britain) http://dbpedia.org/resource/A3124_road http://dbpedia.org/resource/A306_road_(Great_Britain) http://dbpedia.org/resource/A3100_road http://dbpedia.org/resource/A332_(road) http://dbpedia.org/resource/A376_road_(Great_Britain) http://dbpedia.org/resource/A3010_road_(Great_Britain) http://dbpedia.org/resource/A3088_road http://dbpedia.org/resource/A3051_road http://dbpedia.org/resource/A3015_road_(Great_Britain) http://dbpedia.org/resource/A302_road_(Great_Britain) http://dbpedia.org/resource/A3102_road_(Great_Britain) http://dbpedia.org/resource/A348_road http://dbpedia.org/resource/A343_road http://dbpedia.org/resource/A3126_road_(Great_Britain) http://dbpedia.org/resource/A356_road_(Great_Britain) http://dbpedia.org/resource/A3005_road_(Great_Britain) http://dbpedia.org/resource/A3216_road http://dbpedia.org/resource/A317_road_(Great_Britain) http://dbpedia.org/resource/A3219_road_(Great_Britain) http://dbpedia.org/resource/A321_road http://dbpedia.org/resource/A397_road http://dbpedia.org/resource/A3046_road_(Great_Britain) http://dbpedia.org/resource/A-321 http://dbpedia.org/resource/A336_road http://dbpedia.org/resource/A3025_road_(Great_Britain) http://dbpedia.org/resource/A3113_road http://dbpedia.org/resource/A314_road_(Great_Britain) http://dbpedia.org/resource/A347_road http://dbpedia.org/resource/List_of_A_roads_in_Zone_3_of_the_Great_Britain_numbering_scheme http://dbpedia.org/resource/A3059_road_(Great_Britain) http://dbpedia.org/resource/A331_road_(Great_Britain) http://dbpedia.org/resource/A3217_road http://dbpedia.org/resource/A365_road http://dbpedia.org/resource/A3022_road_(Great_Britain) http://dbpedia.org/resource/A312_road http://dbpedia.org/resource/A3122 http://dbpedia.org/resource/A343_road_(Great_Britain) http://dbpedia.org/resource/A377_road http://dbpedia.org/resource/A399_road_(Great_Britain) http://dbpedia.org/resource/A3023_road_(Great_Britain) http://dbpedia.org/resource/A334_road_(Great_Britain) http://dbpedia.org/resource/A353_road http://dbpedia.org/resource/A3211_road_(Great_Britain) http://dbpedia.org/resource/A372_road http://dbpedia.org/resource/A3009_road_(Great_Britain) http://dbpedia.org/resource/A3038_road_(Great_Britain) http://dbpedia.org/resource/A3028_road_(Great_Britain) http://dbpedia.org/resource/A365_road_(Great_Britain) http://dbpedia.org/resource/A3007_road_(Great_Britain) http://dbpedia.org/resource/A336_road_(Great_Britain) http://dbpedia.org/resource/A357_road http://dbpedia.org/resource/A384_road_(Great_Britain) http://dbpedia.org/resource/A3218_road_(Great_Britain) http://dbpedia.org/resource/A3029_road http://dbpedia.org/resource/A3212_road http://dbpedia.org/resource/A3058_road_(Great_Britain) http://dbpedia.org/resource/A3030_road_(Great_Britain) http://dbpedia.org/resource/A367_road http://dbpedia.org/resource/A392_road http://dbpedia.org/resource/A320_road http://dbpedia.org/resource/A3052_road_(Great_Britain) http://dbpedia.org/resource/A3060_road http://dbpedia.org/resource/A330_road_(Great_Britain) http://dbpedia.org/resource/A364_road http://dbpedia.org/resource/A3075_road_(Great_Britain) http://dbpedia.org/resource/A3122_road_(Great_Britain) http://dbpedia.org/resource/A315_road http://dbpedia.org/resource/A3075_road http://dbpedia.org/resource/A327_road_(Great_Britain) http://dbpedia.org/resource/A362_road_(Great_Britain) http://dbpedia.org/resource/A3040_road_(Great_Britain) http://dbpedia.org/resource/A325_road_(Great_Britain) http://dbpedia.org/resource/A3111_road http://dbpedia.org/resource/A3200_road_(Great_Britain) http://dbpedia.org/resource/A358_road http://dbpedia.org/resource/A341_road http://dbpedia.org/resource/A3024_road http://dbpedia.org/resource/A3004_road http://dbpedia.org/resource/A306_road http://dbpedia.org/resource/A3047_road_(Great_Britain) http://dbpedia.org/resource/A3065_road_(Great_Britain) http://dbpedia.org/resource/A389_road http://dbpedia.org/resource/A387_road http://dbpedia.org/resource/A3079_road_(Great_Britain) http://dbpedia.org/resource/A3062_road_(Great_Britain) http://dbpedia.org/resource/A3076_road http://dbpedia.org/resource/A310_road http://dbpedia.org/resource/A3604_road_(Great_Britain) http://dbpedia.org/resource/A3202_road_(Great_Britain) http://dbpedia.org/resource/A335_road http://dbpedia.org/resource/A3013_road_(Great_Britain) http://dbpedia.org/resource/A311_road_(Great_Britain) http://dbpedia.org/resource/A349_road_(Great_Britain) http://dbpedia.org/resource/A352_road http://dbpedia.org/resource/A396_road http://dbpedia.org/resource/A397_road_(Great_Britain) http://dbpedia.org/resource/A389_road_(Great_Britain) http://dbpedia.org/resource/A349_road http://dbpedia.org/resource/A3029_road_(Great_Britain) http://dbpedia.org/resource/A312_road_(Great_Britain) http://dbpedia.org/resource/A320_road_(Great_Britain) http://dbpedia.org/resource/A3013_road http://dbpedia.org/resource/A393_road http://dbpedia.org/resource/A330_road http://dbpedia.org/resource/A392_road_(Great_Britain) http://dbpedia.org/resource/A3083_road_(Great_Britain) http://dbpedia.org/resource/A372_road_(Great_Britain) http://dbpedia.org/resource/A3100_road_(Great_Britain) http://dbpedia.org/resource/A332_road http://dbpedia.org/resource/A3041_road_(Great_Britain) http://dbpedia.org/resource/A324_road http://dbpedia.org/resource/A384_road_(England) http://dbpedia.org/resource/A391_road http://dbpedia.org/resource/A3059_road http://dbpedia.org/resource/A383_road_(England) http://dbpedia.org/resource/A3259_road_(Great_Britain) http://dbpedia.org/resource/A395_road_(Great_Britain) http://dbpedia.org/resource/A3057_road_(Great_Britain) http://dbpedia.org/resource/A3202_road http://dbpedia.org/resource/A3064_road_(Great_Britain) http://dbpedia.org/resource/A3002_road_(Great_Britain) http://dbpedia.org/resource/A3093_road http://dbpedia.org/resource/A3016_road_(Great_Britain) http://dbpedia.org/resource/A3044_road_(Great_Britain) http://dbpedia.org/resource/A3098_road_(Great_Britain) http://dbpedia.org/resource/A3060_road_(Great_Britain) http://dbpedia.org/resource/A3076_road_(Great_Britain) http://dbpedia.org/resource/A359_road_(Great_Britain) http://dbpedia.org/resource/A3003_road http://dbpedia.org/resource/A3112_road_(Great_Britain) http://dbpedia.org/resource/A3093_road_(Great_Britain) http://dbpedia.org/resource/A383_road_(Great_Britain) http://dbpedia.org/resource/A326_road_(Great_Britain) http://dbpedia.org/resource/A310_road_(Great_Britain) http://dbpedia.org/resource/A3027_road_(Great_Britain) http://dbpedia.org/resource/A375_road_(Great_Britain) http://dbpedia.org/resource/A322_road_(Great_Britain) http://dbpedia.org/resource/A318_road http://dbpedia.org/resource/A3219_road http://dbpedia.org/resource/A355_road http://dbpedia.org/resource/A3023_road http://dbpedia.org/resource/A302_road http://dbpedia.org/resource/A328_road http://dbpedia.org/resource/A3035_road_(Great_Britain) http://dbpedia.org/resource/A3082_road http://dbpedia.org/resource/A3022_road http://dbpedia.org/resource/A373_road_(Great_Britain) http://dbpedia.org/resource/A396_road_(Great_Britain)"
"2","8","Orpington","http://dbpedia.org/resource/Orpington_railway_station","http://dbpedia.org/resource/Ramsden,_Kent http://dbpedia.org/resource/Orpington,_England http://dbpedia.org/resource/Orpington_Man http://dbpedia.org/resource/Orpington,_Kent http://dbpedia.org/resource/Ramsden,_Greater_London http://dbpedia.org/resource/Orpington,_London,_England http://dbpedia.org/resource/Orpington"
"2","9","Mortlake Avondale Road","http://dbpedia.org/resource/Washington_State_Route_520","http://dbpedia.org/resource/Mortlake http://dbpedia.org/resource/Stag_Brewery http://dbpedia.org/resource/Mortlake,_London,_England"
"2","10","Finsbury Park","http://dbpedia.org/resource/Finsbury_Park_station","http://dbpedia.org/resource/Finsbury_Park,_London"
"2","11","Hammersmith Upper Bus Station","http://dbpedia.org/resource/Hammersmith_bus_station","http://dbpedia.org/resource/Hamemrsmith http://dbpedia.org/resource/Hammersmith_Mall http://dbpedia.org/resource/Hammersmith http://dbpedia.org/resource/HammersmithLondon_BID http://dbpedia.org/resource/Hammersmith_Road http://dbpedia.org/resource/Hammersmith,_London http://dbpedia.org/resource/Hammersmith_Council http://dbpedia.org/resource/H'smith"
