Generation_Adidas#13_0,0,1,Corben Bone,http://dbpedia.org/resource/Corben_Bone
Generation_Adidas#13_0,0,2,Teal Bunbury,http://dbpedia.org/resource/Teal_Bunbury
Generation_Adidas#13_0,0,3,Dilly Duka,http://dbpedia.org/resource/Dilly_Duka
Generation_Adidas#13_0,0,4,Blair Gavin,http://dbpedia.org/resource/Blair_Gavin
Generation_Adidas#13_0,0,5,Luis Gil,http://dbpedia.org/resource/Luis_Gil
Generation_Adidas#13_0,0,7,Sean Johnson,http://dbpedia.org/resource/Sean_Johnson_(soccer)
Generation_Adidas#13_0,0,8,Jack McInerney,http://dbpedia.org/resource/Jack_McInerney
Generation_Adidas#13_0,0,9,Danny Mwanga,http://dbpedia.org/resource/Danny_Mwanga
Generation_Adidas#13_0,0,10,Amobi Okugo,http://dbpedia.org/resource/Amobi_Okugo
Generation_Adidas#13_0,0,11,Ike Opara,http://dbpedia.org/resource/Ike_Opara
Generation_Adidas#13_0,0,12,Tony Tchani,http://dbpedia.org/resource/Tony_Tchani
Generation_Adidas#13_0,0,13,Andrew Wiedeman,http://dbpedia.org/resource/Andrew_Wiedeman
