105_0,0,1,Neocallitropsis,http://dbpedia.org/resource/Callitris_pancheri
105_0,0,2,Nageia wallichiana,http://dbpedia.org/resource/Nageia_wallichiana
105_0,0,3,Nageia nagi,http://dbpedia.org/resource/Nageia_nagi
105_0,0,4,Nageia motleyi,http://dbpedia.org/resource/Nageia_motleyi
105_0,0,5,Nageia maxima,http://dbpedia.org/resource/Nageia_maxima
105_0,0,6,Nageia formosensis,http://dbpedia.org/resource/Nageia_formosensis
105_0,0,7,Nageia fleuryi,http://dbpedia.org/resource/Nageia_fleuryi
105_0,0,8,Microstrobos niphophilus,http://dbpedia.org/resource/Microstrobos_niphophilus
105_0,0,9,Microbiota decussata,http://dbpedia.org/resource/Microbiota_decussata
105_0,0,10,Metasequoia glyptostroboides,http://dbpedia.org/resource/Metasequoia_glyptostroboides
105_0,0,11,Manoao,http://dbpedia.org/resource/Manoao
105_0,0,12,Libocedrus yateensis,http://dbpedia.org/resource/Libocedrus_yateensis
105_0,0,13,Libocedrus plumosa,http://dbpedia.org/resource/Libocedrus_plumosa
105_0,0,14,Libocedrus chevalieri,http://dbpedia.org/resource/Libocedrus_chevalieri
105_0,0,15,Libocedrus bidwillii,http://dbpedia.org/resource/Libocedrus_bidwillii
105_0,0,16,Libocedrus austrocaledonica,http://dbpedia.org/resource/Libocedrus_austrocaledonica
105_0,0,17,Lepidothamnus laxifolius,http://dbpedia.org/resource/Lepidothamnus_laxifolius
105_0,0,18,Lepidothamnus intermedius,http://dbpedia.org/resource/Lepidothamnus_intermedius
105_0,0,19,Lepidothamnus fonkii,http://dbpedia.org/resource/Lepidothamnus_fonkii
105_0,0,20,Larix × czekanowskii,http://dbpedia.org/resource/Larix_×_czekanowskii
105_0,0,21,Larix sibirica,http://dbpedia.org/resource/Larix_sibirica
105_0,0,22,Larix potaninii,http://dbpedia.org/resource/Larix_potaninii
105_0,0,23,Larix olgensis,http://dbpedia.org/resource/Larix_olgensis
105_0,0,24,Larix occidentalis,http://dbpedia.org/resource/Larix_occidentalis
105_0,0,25,Larix mastersiana,http://dbpedia.org/resource/Larix_mastersiana
105_0,0,26,Larix lyallii,http://dbpedia.org/resource/Larix_lyallii
105_0,0,27,Larix laricina,http://dbpedia.org/resource/Larix_laricina
105_0,0,28,Larix kaempferi,http://dbpedia.org/resource/Larix_kaempferi
105_0,0,29,Larix griffithii,http://dbpedia.org/resource/Larix_griffithii
105_0,0,30,Larix gmelinii,http://dbpedia.org/resource/Larix_gmelinii
105_0,0,31,Larix decidua,http://dbpedia.org/resource/Larix_decidua
105_0,0,32,Larix × czekanowskii,http://dbpedia.org/resource/Larix_×_czekanowskii
105_0,0,33,Lagarostrobos,http://dbpedia.org/resource/Lagarostrobos
105_0,0,34,Knobcone pine,http://dbpedia.org/resource/Knobcone_pine
105_0,0,35,Keteleeria fortunei,http://dbpedia.org/resource/Keteleeria_fortunei
105_0,0,36,Keteleeria evelyniana,http://dbpedia.org/resource/Keteleeria_evelyniana
105_0,0,37,Keteleeria davidiana,http://dbpedia.org/resource/Keteleeria_davidiana
105_0,0,38,Juniperus tibetica,http://dbpedia.org/resource/Juniperus_tibetica
105_0,0,39,Juniperus thurifera,http://dbpedia.org/resource/Juniperus_thurifera
105_0,0,40,Juniperus taxifolia,http://dbpedia.org/resource/Juniperus_taxifolia
105_0,0,41,Juniperus standleyi,http://dbpedia.org/resource/Juniperus_standleyi
105_0,0,42,Juniperus squamata,http://dbpedia.org/resource/Juniperus_squamata
105_0,0,43,Juniperus semiglobosa,http://dbpedia.org/resource/Juniperus_semiglobosa
105_0,0,44,Juniperus scopulorum,http://dbpedia.org/resource/Juniperus_scopulorum
105_0,0,45,Juniperus saxicola,http://dbpedia.org/resource/Juniperus_saxicola
105_0,0,46,Juniperus saltuaria,http://dbpedia.org/resource/Juniperus_saltuaria
105_0,0,47,Juniperus saltillensis,http://dbpedia.org/resource/Juniperus_saltillensis
105_0,0,48,Juniperus sabina,http://dbpedia.org/resource/Juniperus_sabina
105_0,0,49,Juniperus rigida,http://dbpedia.org/resource/Juniperus_rigida
105_0,0,50,Juniperus recurva,http://dbpedia.org/resource/Juniperus_recurva
105_0,0,51,Juniperus pseudosabina,http://dbpedia.org/resource/Juniperus_pseudosabina
105_0,0,52,Juniperus przewalskii,http://dbpedia.org/resource/Juniperus_przewalskii
105_0,0,53,Juniperus procumbens,http://dbpedia.org/resource/Juniperus_procumbens
105_0,0,54,Juniperus procera,http://dbpedia.org/resource/Juniperus_procera
105_0,0,55,Juniperus pingii,http://dbpedia.org/resource/Juniperus_pingii
105_0,0,56,Juniperus pinchotii,http://dbpedia.org/resource/Juniperus_pinchotii
105_0,0,57,Juniperus phoenicea,http://dbpedia.org/resource/Juniperus_phoenicea
105_0,0,58,Juniperus oxycedrus,http://dbpedia.org/resource/Juniperus_oxycedrus
105_0,0,59,Juniperus osteosperma,http://dbpedia.org/resource/Juniperus_osteosperma
105_0,0,60,Juniperus occidentalis,http://dbpedia.org/resource/Juniperus_occidentalis
105_0,0,61,Juniperus monticola,http://dbpedia.org/resource/Juniperus_monticola
105_0,0,62,Juniperus monosperma,http://dbpedia.org/resource/Juniperus_monosperma
105_0,0,63,Juniperus maritima,http://dbpedia.org/resource/Juniperus_maritima
