"F1: 0.77778","Precision: 0.77778","Recall: 0.77778"
"Col","Row","Value","Submitted URI","Correct URI's"
"1","2","The Viscount Hailsham","http://dbpedia.org/resource/Quintin_Hogg,_Baron_Hailsham_of_St_Marylebone","http://dbpedia.org/resource/Douglas_McGarel_Hogg http://dbpedia.org/resource/Douglas_MacGarel_Hogg http://dbpedia.org/resource/Douglas_Hogg,_1st_Baron_Hailsham http://dbpedia.org/resource/Douglas_McGarel_Hogg,_Viscount_Hailsham http://dbpedia.org/resource/Douglas_Hogg,_1st_Viscount_Hailsham http://dbpedia.org/resource/Douglas_Mcgarel,_1st_Viscount_Hailsham_of_Hailsham_Hogg http://dbpedia.org/resource/Douglas_MacGarel_Hogg,_1st_Viscount_Hailsham http://dbpedia.org/resource/Douglas_McGarel_Hogg,_1st_Viscount_Hailsham"
"1","4","The Marquess of Londonderry","http://dbpedia.org/resource/Charles_Vane,_3rd_Marquess_of_Londonderry","http://dbpedia.org/resource/7th_Marquess_of_Londonderry http://dbpedia.org/resource/Charles_Vane-Tempest-Stewart,_7th_Marquess_of_Londonderry http://dbpedia.org/resource/Charles_Stewart_Henry_Vane-Tempest-Stewart,_7th_Marquess_of_Londonderry http://dbpedia.org/resource/Charles_Stewart_Henry_Vane-Tempest-Stewart"
"1","11","James Stuart","http://dbpedia.org/resource/James_Stuart-Wortley,_1st_Baron_Wharncliffe","http://dbpedia.org/resource/James_Gray_Stuart,_1st_Viscount_Stuart_of_Findhorn http://dbpedia.org/resource/James_Stuart,_1st_Viscount_Stuart_of_Findhorn http://dbpedia.org/resource/James_Gray_Stuart"
"1","20","The Earl Stanhope","http://dbpedia.org/resource/James_Stanhope,_1st_Earl_Stanhope","http://dbpedia.org/resource/James_Stanhope,_7th_Earl_Stanhope http://dbpedia.org/resource/James_Richard_Stanhope,_7th_Earl_Stanhope"
"1","21","Viscount Cranborne","http://dbpedia.org/resource/Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","http://dbpedia.org/resource/Robert_Gascoyne-Cecil,_5th_Marquess_of_Salisbury http://dbpedia.org/resource/Robert_Arthur_James_Gascoyne-Cecil http://dbpedia.org/resource/Robert_Arthur_James_Gascoyne-Cecil_5th_Marquess_of_Salisbury_KG_PC_FRS http://dbpedia.org/resource/Robert_Arthur_James_Gascoyne-Cecil,_5th_Marquess_of_Salisbury,_KG_PC_FRS http://dbpedia.org/resource/Robert_Gascoyne-Cecil_5th_Marquess_of_Salisbury http://dbpedia.org/resource/5th_Marquess_of_Salisbury http://dbpedia.org/resource/Robert_Arthur_James_Gascoyne-Cecil,_5th_Marquess_of_Salisbury http://dbpedia.org/resource/Salisbury,_Robert_Arthur_James_Gascoyne-Cecil,_5th_Marquess_of"
"1","22","The Earl of Plymouth","http://dbpedia.org/resource/Robert_Windsor-Clive,_1st_Earl_of_Plymouth","http://dbpedia.org/resource/Ivor_Windsor-Clive,_2nd_Earl_of_Plymouth http://dbpedia.org/resource/Ivor_Windsor-Clive http://dbpedia.org/resource/Ivor_Miles_Windsor-Clive http://dbpedia.org/resource/Ivor_Miles_Windsor-Clive,_2nd_Earl_of_Plymouth"
"1","29","Lord Stanley","http://dbpedia.org/resource/Edward_Stanley,_17th_Earl_of_Derby","http://dbpedia.org/resource/Edward_Montagu_Cavendish_Stanley http://dbpedia.org/resource/Edward_Stanley,_Lord_Stanley_(1894-1938) http://dbpedia.org/resource/Edward_Stanley,_Lord_Stanley_(1894–1938) http://dbpedia.org/resource/Edward_Montagu_Cavendish_Stanley,_Lord_Stanley http://dbpedia.org/resource/Edward_Stanley,_Lord_Stanley_(politician,_born_1894)"
"1","40","Hon. William Ormsby-Gore","http://dbpedia.org/resource/William_Sidney,_1st_Viscount_De_L'Isle","http://dbpedia.org/resource/W._Ormsby-Gore http://dbpedia.org/resource/William_Ormsby-Gore,_4th_Baron_Harlech http://dbpedia.org/resource/William_George_Arthur_Ormsby-Gore,_4th_Baron_Harlech http://dbpedia.org/resource/William_George_Arthur,_4th_Baron_Harlech_Ormsby-Gore http://dbpedia.org/resource/William_George_Arthur_Ormsby-Gore"
"1","41","The Earl of Plymouth","http://dbpedia.org/resource/Robert_Windsor-Clive,_1st_Earl_of_Plymouth","http://dbpedia.org/resource/Ivor_Windsor-Clive,_2nd_Earl_of_Plymouth http://dbpedia.org/resource/Ivor_Windsor-Clive http://dbpedia.org/resource/Ivor_Miles_Windsor-Clive http://dbpedia.org/resource/Ivor_Miles_Windsor-Clive,_2nd_Earl_of_Plymouth"
"1","46","Lord Stanley","http://dbpedia.org/resource/Edward_Stanley,_17th_Earl_of_Derby","http://dbpedia.org/resource/Edward_Montagu_Cavendish_Stanley http://dbpedia.org/resource/Edward_Stanley,_Lord_Stanley_(1894-1938) http://dbpedia.org/resource/Edward_Stanley,_Lord_Stanley_(1894–1938) http://dbpedia.org/resource/Edward_Montagu_Cavendish_Stanley,_Lord_Stanley http://dbpedia.org/resource/Edward_Stanley,_Lord_Stanley_(politician,_born_1894)"
