Asian_Youth_Athletics_Championships#1_0,0,1,100 m,http://dbpedia.org/resource/Athletics_at_the_2006_Commonwealth_Games
Asian_Youth_Athletics_Championships#1_0,0,2,200 m,http://dbpedia.org/resource/200_BC
Asian_Youth_Athletics_Championships#1_0,0,3,400 m,http://dbpedia.org/resource/400
Asian_Youth_Athletics_Championships#1_0,0,4,800 m,
Asian_Youth_Athletics_Championships#1_0,0,5,1500 m,
Asian_Youth_Athletics_Championships#1_0,0,6,3000 m,
Asian_Youth_Athletics_Championships#1_0,0,7,110 m hurdles,http://dbpedia.org/resource/Athletics_at_the_2006_Commonwealth_Games
Asian_Youth_Athletics_Championships#1_0,0,8,400 m hurdles,http://dbpedia.org/resource/Athletics_at_the_2006_Commonwealth_Games
Asian_Youth_Athletics_Championships#1_0,0,9,2000 m steeplechase,http://dbpedia.org/resource/2000_metres_steeplechase
Asian_Youth_Athletics_Championships#1_0,0,10,High jump,http://dbpedia.org/resource/Suicide
Asian_Youth_Athletics_Championships#1_0,0,11,Pole vault,http://dbpedia.org/resource/1986_European_Athletics_Indoor_Championships_–_Men's_pole_vault
Asian_Youth_Athletics_Championships#1_0,0,12,Long jump,http://dbpedia.org/resource/Athletics_at_the_2016_Summer_Paralympics_–_Men's_long_jump
Asian_Youth_Athletics_Championships#1_0,0,13,Triple jump,http://dbpedia.org/resource/Athletics_at_the_2014_Summer_Youth_Olympics_–_Girls'_triple_jump
Asian_Youth_Athletics_Championships#1_0,0,14,Shot put,http://dbpedia.org/resource/Athletics_at_the_2014_Summer_Youth_Olympics_–_Girls'_shot_put
Asian_Youth_Athletics_Championships#1_0,0,15,Discus throw,http://dbpedia.org/resource/Athletics_at_the_2006_Commonwealth_Games
Asian_Youth_Athletics_Championships#1_0,0,16,Hammer throw,
Asian_Youth_Athletics_Championships#1_0,0,17,Javelin throw,http://dbpedia.org/resource/Athletics_at_the_2012_Summer_Paralympics_–_Women's_javelin_throw
Asian_Youth_Athletics_Championships#1_0,0,18,Decathlon,http://dbpedia.org/resource/Athletics_at_the_1948_Summer_Olympics_–_Men's_decathlon
Asian_Youth_Athletics_Championships#1_0,0,20,10000 m walk (track),http://dbpedia.org/resource/Athletics_at_the_1952_Summer_Olympics_–_Men's_10_kilometres_walk
Asian_Youth_Athletics_Championships#1_0,0,21,Sprint medley relay,http://dbpedia.org/resource/Swimming_at_the_2014_Asian_Games_–_Men's_4_×_100_metre_medley_relay
