"F1: 0.00000","Precision: 0.00000","Recall: 0.00000"
"Col","Row","Value","Submitted URI","Correct URI's"
"1","1","Brazil","http://dbpedia.org/resource/Brazil","http://dbpedia.org/resource/Brazil_at_the_Lusophony_Games"
"1","2","Portugal","http://dbpedia.org/resource/Portugal","http://dbpedia.org/resource/Portugal_at_the_Lusophony_Games"
"1","3","India","http://dbpedia.org/resource/India","http://dbpedia.org/resource/India_at_the_Lusophony_Games"
"1","4","Macau","http://dbpedia.org/resource/Macau","http://dbpedia.org/resource/Macau_at_the_Lusophony_Games"
"1","5","Sri Lanka","http://dbpedia.org/resource/Sri_Lanka","http://dbpedia.org/resource/Sri_Lanka_at_the_Lusophony_Games"
"1","6","Angola","http://dbpedia.org/resource/Angola","http://dbpedia.org/resource/Angola_at_the_Lusophony_Games"
"1","7","Mozambique","http://dbpedia.org/resource/Mozambique","http://dbpedia.org/resource/Mozambique_at_the_Lusophony_Games"
"1","8","Cape Verde","http://dbpedia.org/resource/Cape_Verde","http://dbpedia.org/resource/Cape_Verde_at_the_Lusophony_Games"
"1","9","Guinea-Bissau","http://dbpedia.org/resource/Guinea-Bissau","http://dbpedia.org/resource/Guinea-Bissau_at_the_Lusophony_Games"
"1","10","SÃ£o TomÃ© and PrÃ­ncipe","http://dbpedia.org/resource/São_Tomé_and_Príncipe","http://dbpedia.org/resource/São_Tomé_and_Príncipe_at_the_Lusophony_Games"
"1","11","East Timor","http://dbpedia.org/resource/East_Timor","http://dbpedia.org/resource/East_Timor_at_the_Lusophony_Games"
"1","12","Equatorial Guinea","http://dbpedia.org/resource/Equatorial_Guinea","http://dbpedia.org/resource/Equatorial_Guinea_at_the_Lusophony_Games"
