Carina_Lau#0_1,1,1,The Duke of Mount Deer,http://dbpedia.org/resource/The_Duke_of_Mount_Deer_(1984_Hong_Kong_TV_series)
Carina_Lau#0_1,1,2,Police Cadet,http://dbpedia.org/resource/Police_Academy_(franchise)
Carina_Lau#0_1,1,3,"Take Care, Your Highness!","http://dbpedia.org/resource/Take_Care,_Your_Highness!"
Carina_Lau#0_1,1,4,The Yang's Saga,http://dbpedia.org/resource/The_Yang's_Saga
Carina_Lau#0_1,1,6,Project A Part II,http://dbpedia.org/resource/Project_A_Part_II
Carina_Lau#0_1,1,7,Rich and Famous,http://dbpedia.org/resource/Rich_and_Famous_(1981_film)
Carina_Lau#0_1,1,8,Tragic Hero,http://dbpedia.org/resource/Tragic_Hero_(film)
Carina_Lau#0_1,1,9,Scared Stiff,http://dbpedia.org/resource/Scared_Stiff_(1953_film)
Carina_Lau#0_1,1,10,Armour of God,http://dbpedia.org/resource/Armour_of_God_(film)
Carina_Lau#0_1,1,11,The Romancing Star II,http://dbpedia.org/resource/The_Romancing_Star_II
Carina_Lau#0_1,1,14,Looking Back In Anger,http://dbpedia.org/resource/Look_Back_in_Anger_(1959_film)
Carina_Lau#0_1,1,15,Return of the Lucky Stars,http://dbpedia.org/resource/Return_of_the_Lucky_Stars
Carina_Lau#0_1,1,16,China White,http://dbpedia.org/resource/China_White_(film)
Carina_Lau#0_1,1,20,She Shoots Straight,http://dbpedia.org/resource/She_Shoots_Straight
Carina_Lau#0_1,1,24,The Banquet,http://dbpedia.org/resource/The_Banquet_(2006_film)
Carina_Lau#0_1,1,25,Days of Being Wild,http://dbpedia.org/resource/Days_of_Being_Wild
Carina_Lau#0_1,1,26,Saviour of the Soul,http://dbpedia.org/resource/Saviour_of_the_Soul
Carina_Lau#0_1,1,29,Girls Without Tomorrow 1992,http://dbpedia.org/resource/Girls_Without_Tomorrow_1992
Carina_Lau#0_1,1,30,Love: Now You See It... Now You Don't,"http://dbpedia.org/resource/Now_You_See_Love,_Now_You_Don't"
Carina_Lau#0_1,1,31,Centre Stage,http://dbpedia.org/resource/Center_Stage_(1991_film)
Carina_Lau#0_1,1,32,Kung Fu Cult Master,http://dbpedia.org/resource/Kung_Fu_Cult_Master
Carina_Lau#0_1,1,33,Crazy Hong Kong,"http://ru.dbpedia.org/resource/Наверное,_боги_сошли_с_ума_4"
Carina_Lau#0_1,1,34,Deadful Melody,http://dbpedia.org/resource/Deadful_Melody
Carina_Lau#0_1,1,35,Rose Rose I Love You,http://dbpedia.org/resource/Rose_Rose_I_Love_You_(film)
Carina_Lau#0_1,1,38,The Eagle Shooting Heroes,http://dbpedia.org/resource/The_Eagle_Shooting_Heroes
Carina_Lau#0_1,1,40,"No More Love, No More Death","http://dbpedia.org/resource/No_More_Love,_No_More_Death"
Carina_Lau#0_1,1,41,"He Ain't Heavy, He's My Father","http://dbpedia.org/resource/He_Ain't_Heavy,_He's_My_Father"
Carina_Lau#0_1,1,44,"He's a Woman, She's a Man","http://dbpedia.org/resource/He's_a_Woman,_She's_a_Man"
Carina_Lau#0_1,1,46,Ashes of Time,http://dbpedia.org/resource/Ashes_of_Time
Carina_Lau#0_1,1,47,"C'est la vie, mon chÃ©ri","http://dbpedia.org/resource/C'est_la_vie,_mon_chéri"
Carina_Lau#0_1,1,48,"Who's the Woman, Who's the Man","http://dbpedia.org/resource/Who's_the_Woman,_Who's_the_Man?"
Carina_Lau#0_1,1,49,Forbidden City Cop,http://dbpedia.org/resource/Forbidden_City_Cop
Carina_Lau#0_1,1,52,Flowers of Shanghai,http://dbpedia.org/resource/Flowers_of_Shanghai
Carina_Lau#0_1,1,53,Showbiz Tycoon,http://dbpedia.org/resource/Showbiz_Tycoon
Carina_Lau#0_1,1,54,La Brassiere,http://dbpedia.org/resource/La_Brassiere
Carina_Lau#0_1,1,56,Mighty Baby,http://dbpedia.org/resource/Mighty_Baby_(film)
Carina_Lau#0_1,1,57,Infernal Affairs II,http://dbpedia.org/resource/Infernal_Affairs
Carina_Lau#0_1,1,58,Infernal Affairs III,http://dbpedia.org/resource/Infernal_Affairs
Carina_Lau#0_1,1,62,Curiosity Kills the Cat,http://dbpedia.org/resource/Curiosity_Kills_the_Cat_(film)
Carina_Lau#0_1,1,64,Detective Dee and the Mystery of the Phantom Flame,http://dbpedia.org/resource/Detective_Dee_and_the_Mystery_of_the_Phantom_Flame
Carina_Lau#0_1,1,65,Let the Bullets Fly,http://dbpedia.org/resource/Let_the_Bullets_Fly
Carina_Lau#0_1,1,66,"All's Well, Ends Well 2011","http://dbpedia.org/resource/All's_Well,_Ends_Well_2010"
Carina_Lau#0_1,1,67,Bends,http://dbpedia.org/resource/Bends_(film)
Carina_Lau#0_1,1,68,Young Detective Dee: Rise of the Sea Dragon,http://dbpedia.org/resource/Young_Detective_Dee:_Rise_of_the_Sea_Dragon
Carina_Lau#0_1,1,69,Beijing Love Story,http://dbpedia.org/resource/Beijing_Love_Story_(film)
Carina_Lau#0_1,1,70,From Vegas to Macau II,http://dbpedia.org/resource/From_Vegas_to_Macau_II
Carina_Lau#0_1,1,71,Cairo Declaration,http://dbpedia.org/resource/Cairo_Declaration_(film)
Carina_Lau#0_1,1,72,From Vegas to Macau III,http://dbpedia.org/resource/From_Vegas_to_Macau_III
