"F1: 0.00000","Precision: 0.00000","Recall: 0.00000"
"Col","Row","Value","Submitted URI","Correct URI's"
"1","3","Dinosaurs","http://dbpedia.org/resource/Dinosaurs_(anthology)","http://dbpedia.org/resource/Dinosaur http://dbpedia.org/resource/Pachypodes http://dbpedia.org/resource/Dinosaurs http://dbpedia.org/resource/Jurassic_dinosaurs http://dbpedia.org/resource/Pandinosauria http://dbpedia.org/resource/Phytodinosaur http://dbpedia.org/resource/Dinosuar http://dbpedia.org/resource/Pachypodosauria http://dbpedia.org/resource/Dinosaurian http://dbpedia.org/resource/Dinosauria http://dbpedia.org/resource/Non-avian_dinosaurs http://dbpedia.org/resource/The_Death_of_the_Dinosaurs http://dbpedia.org/resource/Non-avian_dinosaur http://dbpedia.org/resource/Phytodinosauria http://dbpedia.org/resource/Dinosoor http://dbpedia.org/resource/Dinosur http://dbpedia.org/resource/Dinasour http://dbpedia.org/resource/Dinosor http://dbpedia.org/resource/Dinosour http://dbpedia.org/resource/The_death_of_the_dinosaurs http://dbpedia.org/resource/Ornithoscelida http://dbpedia.org/resource/Triassic_dinosaurs http://dbpedia.org/resource/Discovery_of_dinosaurs http://dbpedia.org/resource/Death_of_the_dinosaurs"
"1","4","Skin","nan","http://dbpedia.org/resource/Silver_salts_in_the_skin http://dbpedia.org/resource/Skin_cell http://dbpedia.org/resource/Animal_skin http://dbpedia.org/resource/Skin_cell_turnover http://dbpedia.org/resource/Skin http://dbpedia.org/resource/Skin_cells http://dbpedia.org/resource/Cutaneous_fold http://dbpedia.org/resource/Cutaneous http://dbpedia.org/resource/Cutaneous_layer http://dbpedia.org/resource/Cutaneous_tissue"
"1","6","Gravity","nan","http://dbpedia.org/resource/Gravitational_motion http://dbpedia.org/resource/Gravitating http://dbpedia.org/resource/Gravitational_pull http://dbpedia.org/resource/Gravitational_attraction http://dbpedia.org/resource/Apparent_gravity http://dbpedia.org/resource/Gravity_(old_version) http://dbpedia.org/resource/Acceleration_of_gravity http://dbpedia.org/resource/Vertical_Circular_Motion http://dbpedia.org/resource/Gravity_(astronomy) http://dbpedia.org/resource/Gravitationally http://dbpedia.org/resource/Gravity http://dbpedia.org/resource/Laws_of_gravity http://dbpedia.org/resource/Gravitational_physics http://dbpedia.org/resource/Gravitational_force http://dbpedia.org/resource/Physics/Gravity http://dbpedia.org/resource/Force_of_gravity http://dbpedia.org/resource/Theory_of_gravity http://dbpedia.org/resource/Gravitated http://dbpedia.org/resource/Gravitational_theory http://dbpedia.org/resource/Gravitate http://dbpedia.org/resource/Gravity_and_motion http://dbpedia.org/resource/Theory_of_Gravity http://dbpedia.org/resource/Gravitation_(astronomy) http://dbpedia.org/resource/Newtonian_theory_of_gravitation http://dbpedia.org/resource/Laws_of_Gravity http://dbpedia.org/resource/Gravity_force http://dbpedia.org/resource/Gravitational_interaction http://dbpedia.org/resource/Gravitational http://dbpedia.org/resource/Gravitaiton http://dbpedia.org/resource/Theories_of_gravitation http://dbpedia.org/resource/Theory_of_Gravitation http://dbpedia.org/resource/Formulae_of_gravity http://dbpedia.org/resource/Theory_of_gravitation http://dbpedia.org/resource/Gravitation http://dbpedia.org/resource/Law_of_Gravity http://dbpedia.org/resource/Gravitates"
"1","7","Digestion","nan","http://dbpedia.org/resource/Digestant http://dbpedia.org/resource/Period_of_digestion http://dbpedia.org/resource/Absorption_(biology) http://dbpedia.org/resource/Digesting http://dbpedia.org/resource/Digested http://dbpedia.org/resource/Mechanics_of_the_digestive_tract http://dbpedia.org/resource/Digestive_hormone http://dbpedia.org/resource/Disgestive_System http://dbpedia.org/resource/Chemical_digestion http://dbpedia.org/resource/Digestive_Organs http://dbpedia.org/resource/Digestive_System http://dbpedia.org/resource/Lipid_digestion http://dbpedia.org/resource/Fat_digestion http://dbpedia.org/resource/Absorption_(digestive) http://dbpedia.org/resource/Digestible http://dbpedia.org/resource/Breaking_down_food http://dbpedia.org/resource/Digestion http://dbpedia.org/resource/Digestibility"
"1","11","The Moon","nan","http://dbpedia.org/resource/Moonless http://dbpedia.org/resource/🌛 http://dbpedia.org/resource/☽ http://dbpedia.org/resource/Earth_I http://dbpedia.org/resource/Moon_(moon) http://dbpedia.org/resource/Lunar_System http://dbpedia.org/resource/☾ http://dbpedia.org/resource/Earth_and_moon http://dbpedia.org/resource/Moon_mass http://dbpedia.org/resource/Terra_I http://dbpedia.org/resource/Mass_of_the_Moon http://dbpedia.org/resource/Moon_(Earth) http://dbpedia.org/resource/Earth_and_Moon http://dbpedia.org/resource/Dorsa_Argand http://dbpedia.org/resource/Pictures_on_the_moon http://dbpedia.org/resource/Luna_(satellite) http://dbpedia.org/resource/Sol_3a http://dbpedia.org/resource/Luna_(moon) http://dbpedia.org/resource/🌜 http://dbpedia.org/resource/Earth's_natural_satellites http://dbpedia.org/resource/Moon_in_culture http://dbpedia.org/resource/Luna_(natural_satellite) http://dbpedia.org/resource/Earth's_moon http://dbpedia.org/resource/The_moon http://dbpedia.org/resource/Moon_distance_from_earth http://dbpedia.org/resource/Sol_IIIa http://dbpedia.org/resource/Earth's_Moon http://dbpedia.org/resource/Moon http://dbpedia.org/resource/Satellite_of_Earth http://dbpedia.org/resource/Mass_of_Moon http://dbpedia.org/resource/Lunar_radius http://dbpedia.org/resource/Solar_and_lunar_eclipses http://dbpedia.org/resource/Natural_Earth_satellite http://dbpedia.org/resource/Terran_Moon_Luna http://dbpedia.org/resource/The_Moon http://dbpedia.org/resource/Satellite_Luna http://dbpedia.org/resource/Lunar_mass http://dbpedia.org/resource/Lunarian"
"1","12","Sound","http://dbpedia.org/resource/Organised_Sound","http://dbpedia.org/resource/DB_(SPL) http://dbpedia.org/resource/Acoustic_Radiation http://dbpedia.org/resource/Sound http://dbpedia.org/resource/Auditory_range http://dbpedia.org/resource/Characteristics_of_sound http://dbpedia.org/resource/Sound_production http://dbpedia.org/resource/Auditory_Range http://dbpedia.org/resource/Acoustic_energy http://dbpedia.org/resource/Sounds http://dbpedia.org/resource/Sound_wave http://dbpedia.org/resource/Frequency_(sound) http://dbpedia.org/resource/Sound_Wave http://dbpedia.org/resource/Sound_propagation http://dbpedia.org/resource/Wave_audio http://dbpedia.org/resource/Sound_waves http://dbpedia.org/resource/Sonida http://dbpedia.org/resource/Airborne_sound http://dbpedia.org/resource/Radiation_of_sound"
"1","13","Garbage","nan","http://dbpedia.org/resource/🚯 http://dbpedia.org/resource/🚮 http://dbpedia.org/resource/Litter-picking http://dbpedia.org/resource/Trash-strewn http://dbpedia.org/resource/Litters http://dbpedia.org/resource/Trash_strewn http://dbpedia.org/resource/Littering http://dbpedia.org/resource/Litter-mate http://dbpedia.org/resource/Litter_picking http://dbpedia.org/resource/Litter_mate http://dbpedia.org/resource/Trashstrewn http://dbpedia.org/resource/Litter http://dbpedia.org/resource/Littered http://dbpedia.org/resource/Littering_behavior"
"1","14","Structure","http://dbpedia.org/resource/Structure_(journal)","http://dbpedia.org/resource/Structurally http://dbpedia.org/resource/Struktur http://dbpedia.org/resource/Structural http://dbpedia.org/resource/Structure http://dbpedia.org/resource/Structures"
"1","16","Light & Color","http://dbpedia.org/resource/The_Color_of_Light","http://dbpedia.org/resource/Electromagnetic_theory_of_light http://dbpedia.org/resource/Exciting_light http://dbpedia.org/resource/Wave_theory_of_light http://dbpedia.org/resource/Undulatory_theory http://dbpedia.org/resource/Visible_light http://dbpedia.org/resource/Light_wave http://dbpedia.org/resource/Light_waves http://dbpedia.org/resource/Light_generation http://dbpedia.org/resource/Undulatory_theory_of_light http://dbpedia.org/resource/Light_in_space http://dbpedia.org/resource/Light_reflection http://dbpedia.org/resource/Propagation_of_light http://dbpedia.org/resource/Optic_light http://dbpedia.org/resource/Visible_Light http://dbpedia.org/resource/Lightsource http://dbpedia.org/resource/Light_wavelength http://dbpedia.org/resource/Light_source http://dbpedia.org/resource/Light_Wave http://dbpedia.org/resource/Properties_of_light http://dbpedia.org/resource/Light http://dbpedia.org/resource/Vislble_light"
"1","17","Cells","nan","http://dbpedia.org/resource/Sub-cellular_compartment http://dbpedia.org/resource/Sub-cellular http://dbpedia.org/resource/Sub-cellular_components http://dbpedia.org/resource/Cellular_processes http://dbpedia.org/resource/Parts_of_cell http://dbpedia.org/resource/Biologic_cell http://dbpedia.org/resource/Cell_(boilogy) http://dbpedia.org/resource/Living_cells http://dbpedia.org/resource/Parts_of_a_cell http://dbpedia.org/resource/Cytota http://dbpedia.org/resource/Living_cell http://dbpedia.org/resource/Cell_(biology) http://dbpedia.org/resource/Biological_cells http://dbpedia.org/resource/Cell_Formation http://dbpedia.org/resource/First_cell http://dbpedia.org/resource/Animal_cells http://dbpedia.org/resource/Cell_components http://dbpedia.org/resource/Cells_(biology) http://dbpedia.org/resource/Cellular_process http://dbpedia.org/resource/Plant_&_Animal_Cells http://dbpedia.org/resource/Cellular_material http://dbpedia.org/resource/Subcellular_components http://dbpedia.org/resource/Cariology http://dbpedia.org/resource/Cell_parts http://dbpedia.org/resource/Sub-cellular_component http://dbpedia.org/resource/Study_of_the_cell http://dbpedia.org/resource/Biology_cell http://dbpedia.org/resource/Subcellular http://dbpedia.org/resource/Subcellular_compartment http://dbpedia.org/resource/Cells http://dbpedia.org/resource/Subcellular_component http://dbpedia.org/resource/Biological_cell http://dbpedia.org/resource/Cyto http://dbpedia.org/resource/Cellular_life http://dbpedia.org/resource/Cell_formation"
