F1: 0.59091,Precision: 0.59091,Recall: 0.59091,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,Anglesey,"http://dbpedia.org/resource/Henry_Paget,_1st_Marquess_of_Anglesey","http://dbpedia.org/resource/Sport_in_Anglesey http://dbpedia.org/resource/Anglesey_County,_Wales http://dbpedia.org/resource/Anglesey http://dbpedia.org/resource/Isle_of_anglesey http://dbpedia.org/resource/Sir_Ynys_Môn http://dbpedia.org/resource/Anglesey_Area_of_Outstanding_Natural_Beauty http://dbpedia.org/resource/Islands_of_Anglesey http://dbpedia.org/resource/Anglesey_island http://dbpedia.org/resource/Isle_of_Anglesey/Ynys_Mon http://dbpedia.org/resource/Soar,_Anglesey http://dbpedia.org/resource/Isle_of_Anglesey/Ynys_Môn http://dbpedia.org/resource/Rhosbeirio http://dbpedia.org/resource/History_of_Anglesey http://dbpedia.org/resource/Ynys_Môn_(Anglesey) http://dbpedia.org/resource/Isle_of_Anglesey http://dbpedia.org/resource/Isle_of_Anglesea http://dbpedia.org/resource/Môn http://dbpedia.org/resource/Anglesey,_Wales http://dbpedia.org/resource/Rhos_Lligwy"
0,3,Bridgend,http://dbpedia.org/resource/Bridgend_County_Borough,"http://dbpedia.org/resource/Bridgend_(Wales) http://dbpedia.org/resource/Pen-y-bont_ar_Ogwr http://dbpedia.org/resource/Bridgend/Pen-y-bont_ar_Ogwr http://dbpedia.org/resource/Pen_y_Bont_ar_Ogwr http://dbpedia.org/resource/Bridgend,_Wales http://dbpedia.org/resource/Bridgend http://dbpedia.org/resource/Bridgend,_Glamorgan"
0,4,Caerphilly,http://dbpedia.org/resource/Caerphilly_County_Borough,http://dbpedia.org/resource/Caerffili http://dbpedia.org/resource/Caerphilly
0,8,Conwy,http://dbpedia.org/resource/Conwy_Railway_Bridge,http://dbpedia.org/resource/Conwy http://dbpedia.org/resource/Rhyd-lydan http://dbpedia.org/resource/Conwy_(town)
0,10,Flintshire,http://dbpedia.org/resource/Flintshire_(horse),"http://dbpedia.org/resource/History_of_Flintshire http://dbpedia.org/resource/Flintshire_(administrative) http://dbpedia.org/resource/Flintshire http://dbpedia.org/resource/Flintshire,_Wales http://dbpedia.org/resource/Sir_y_Fflint"
0,11,Gwynedd,http://dbpedia.org/resource/Llywelyn_ap_Gruffudd,"http://dbpedia.org/resource/Gwynedd/Gwynedd http://dbpedia.org/resource/West_Gwynedd http://dbpedia.org/resource/Rhos-fawr http://dbpedia.org/resource/Gwynedd,_Wales http://dbpedia.org/resource/East_Gwynedd http://dbpedia.org/resource/Rhos-y-llan http://dbpedia.org/resource/Caernarfonshire_and_Merionethshire http://dbpedia.org/resource/Rhyd-y-Sarn http://dbpedia.org/resource/Gwynedd http://dbpedia.org/resource/History_of_Gwynedd http://dbpedia.org/resource/Rhiwen http://dbpedia.org/resource/Rhyd-yr-onnen"
0,12,Merthyr Tydfil,http://dbpedia.org/resource/Tydfil,"http://dbpedia.org/resource/Merthyr http://dbpedia.org/resource/Merthyr_Tudful http://dbpedia.org/resource/County_Borough_of_Merthyr_Tydfil http://dbpedia.org/resource/Ysgol_rhyd_y_grug http://dbpedia.org/resource/Merthyr-Tydvil http://dbpedia.org/resource/Merthyr_Tydvil http://dbpedia.org/resource/The_Brunswick,_Merthyr_Tydfil http://dbpedia.org/resource/Merthyr_Tydfil,_Wales http://dbpedia.org/resource/Merthyr_Tydfil http://dbpedia.org/resource/Merthyr_Valley http://dbpedia.org/resource/Merthyr_Tydvil_Merthyr_Tydfil http://dbpedia.org/resource/Merthyr_Tydfill"
0,17,Powys,http://dbpedia.org/resource/Kingdom_of_Powys,"http://dbpedia.org/resource/Powys http://dbpedia.org/resource/History_of_Powys http://dbpedia.org/resource/Rhos-y-meirch http://dbpedia.org/resource/Powys_County http://dbpedia.org/resource/Powis http://dbpedia.org/resource/Rhulen http://dbpedia.org/resource/Rhos_y-brithdir http://dbpedia.org/resource/Powys,_Wales http://dbpedia.org/resource/Powys/Powys"
0,19,Swansea,http://dbpedia.org/resource/Swansea_City_A.F.C.,"http://dbpedia.org/resource/Swansea,_United_Kingdom http://dbpedia.org/resource/Jacksville http://dbpedia.org/resource/Sea_view_primary_school http://dbpedia.org/resource/Abertawe http://dbpedia.org/resource/Swansea,_Glamorganshire http://dbpedia.org/resource/County_and_City_of_Swansea http://dbpedia.org/resource/Swansea,_South_Wales http://dbpedia.org/resource/ISO_3166-2:GB-SWA http://dbpedia.org/resource/Sea_View_Community_primary_school http://dbpedia.org/resource/County_Borough_of_Swansea http://dbpedia.org/resource/City_and_County_of_Swansea http://dbpedia.org/resource/Swan_sea http://dbpedia.org/resource/Mayhill_school http://dbpedia.org/resource/City_of_Swansea http://dbpedia.org/resource/Swansea,_Wales http://dbpedia.org/resource/The_weather_in_Swansea http://dbpedia.org/resource/Sea_View_primary_school http://dbpedia.org/resource/Swansea/Abertawe http://dbpedia.org/resource/Swansea http://dbpedia.org/resource/Sea_View_Primary_School http://dbpedia.org/resource/Pennard_Primary_School_(Swansea) http://dbpedia.org/resource/Mayhill_primary_school"
