F1: 0.74576,Precision: 0.74576,Recall: 0.74576,,
Col,Row,Value,Submitted URI,Correct URI's
2,1,Hips don't lie,http://dbpedia.org/resource/Hips_Don't_Lie,http://dbpedia.org/resource/Hips_don't_lie
2,5,Ã\u008EncÄ\u0083 o noapte,http://dbpedia.org/resource/Night_at_the_Museum,http://dbpedia.org/resource/Încă_o_noapte
2,11,Sorry,http://dbpedia.org/resource/Sorry_(Beyoncé_song),http://dbpedia.org/resource/Sorry_(Madonna_song) http://dbpedia.org/resource/Madonna_sorry
2,12,Crazy,http://dbpedia.org/resource/Crazy_(Aerosmith_song),http://dbpedia.org/resource/Crazy_(Violent_Femmes_single) http://dbpedia.org/resource/Crazy_(Gnarls_Barkley_song)
2,22,Dance,http://dbpedia.org/resource/Just_Dance_(song),http://dbpedia.org/resource/I_Wanna_Dance_With_Somebody http://dbpedia.org/resource/I_Wanna_Dance_with_Somebody_Who_Loves_Me http://dbpedia.org/resource/I_Wanna_Dance_With_Somebody_(Who_Loves_Me) http://dbpedia.org/resource/I_Want_to_Dance_with_Somebody http://dbpedia.org/resource/I_Wanna_Dance_with_Somebody http://dbpedia.org/resource/I_Wanna_Dance_with_Somebody_(Who_Loves_Me)
2,31,Tonight,http://dbpedia.org/resource/Tonight_(Jonas_Brothers_song),http://dbpedia.org/resource/Tonight_(Reamonn_song)
2,32,First Day,http://dbpedia.org/resource/The_First_Day_(David_Sylvian_and_Robert_Fripp_album),http://dbpedia.org/resource/First_Day_(album) http://dbpedia.org/resource/First_Day_(Timo_Maas_song) http://dbpedia.org/resource/First_Day_(Timo_Maas_single) http://dbpedia.org/resource/Pictures_(Timo_Maas_album)
2,38,One,http://dbpedia.org/resource/Rogue_One,http://dbpedia.org/resource/One_(Mary_J._Blige_song) http://dbpedia.org/resource/One_(u2) http://dbpedia.org/resource/One_(U2_Song) http://dbpedia.org/resource/One_(Johnny_Cash_song) http://dbpedia.org/resource/One_(Mary_J_Blige_Song) http://dbpedia.org/resource/Lady_with_the_Spinning_Head http://dbpedia.org/resource/One_(Mary_J._Blige_single) http://dbpedia.org/resource/Lady_with_the_Spinning_Head_(U2_song) http://dbpedia.org/resource/One_(U2_song) http://dbpedia.org/resource/Lady_with_the_Spinning_Head_(song)
2,42,Every Single Day,http://fr.dbpedia.org/resource/Every_Single_Day,http://dbpedia.org/resource/…Phobia
2,66,Bad Day,http://dbpedia.org/resource/Bad_Day_(R.E.M._song),http://dbpedia.org/resource/Bad_day_(Daniel_Powter_song) http://dbpedia.org/resource/Bad_Day_(Daniel_Powter) http://dbpedia.org/resource/You_Had_a_Bad_Day http://dbpedia.org/resource/Bad_Day_(Daniel_Powter_song)
2,69,If It's Lovin' That You Want,http://dbpedia.org/resource/If_It's_Lovin'_that_You_Want,http://dbpedia.org/resource/If_It's_Lovin'_That_You_Want
2,72,Burn It Up,http://dbpedia.org/resource/Burn_It_Up_(R._Kelly_song),http://dbpedia.org/resource/Burn_It_Up
2,92,I Don't Feel Like Dancing,http://dbpedia.org/resource/I_Don't_Feel_Like_Dancin',http://dbpedia.org/resource/I_Don't_Feel_Like_Dancing
2,93,SOS,http://dbpedia.org/resource/SOS_(ABBA_song),http://dbpedia.org/resource/S.O.S_(Rescue_Me) http://dbpedia.org/resource/S.O.S_(RESCUE_ME) http://dbpedia.org/resource/SOS_(Rescue_Me) http://dbpedia.org/resource/S.O.S._(Rescue_Me) http://dbpedia.org/resource/SOS_(Rescue_Me)_(Rihanna_song) http://dbpedia.org/resource/SOS_(Rihanna_song) http://dbpedia.org/resource/SOS_(Rihanna_Song) http://dbpedia.org/resource/Sos_(rihanna_song) http://dbpedia.org/resource/S.O.S._(Rescue_Me)_(Rihanna_song) http://dbpedia.org/resource/S.O.S._(Rihanna_song)
2,100,Is It Love?,http://dbpedia.org/resource/Love_Love_Love_(Agnes_song),http://dbpedia.org/resource/Is_It_Love?_(iiO_song)
