F1: 0.68889,Precision: 0.68889,Recall: 0.68889,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,Shirley,http://dbpedia.org/resource/Laverne_&_Shirley,http://dbpedia.org/resource/Shirley_(TV_series)
1,2,Reunion,http://dbpedia.org/resource/The_Reunion_(2011_Danish_film),http://dbpedia.org/resource/Reunion_(1980_film)
1,9,The Terminator,http://dbpedia.org/resource/Terminator_2:_Judgment_Day,http://dbpedia.org/resource/The_Terminator http://dbpedia.org/resource/Terminator_1 http://dbpedia.org/resource/The_terminator_(soundtrack) http://dbpedia.org/resource/Terminator_(movie) http://dbpedia.org/resource/Terminator_I http://dbpedia.org/resource/Terminator_(film) http://dbpedia.org/resource/The_Terminator_(film) http://dbpedia.org/resource/The_terminator_soundtrack http://dbpedia.org/resource/Terminator_(1984_movie)
1,10,Hill Street Blues,http://it.dbpedia.org/resource/Los_blues_de_la_calle_pop,http://dbpedia.org/resource/Norman_Buntz http://dbpedia.org/resource/Lt._Howard_Hunter http://dbpedia.org/resource/Henry_Goldblume http://dbpedia.org/resource/Joyce_Davenport http://dbpedia.org/resource/Andy_Renko http://dbpedia.org/resource/Fay_Furillo http://dbpedia.org/resource/Lucille_Bates http://dbpedia.org/resource/Neal_Washington http://dbpedia.org/resource/Phil_Esterhaus http://dbpedia.org/resource/Stan_Jablonski http://dbpedia.org/resource/Mick_Belker http://dbpedia.org/resource/Ray_Calletano http://dbpedia.org/resource/J.D._LaRue http://dbpedia.org/resource/Bobby_Hill_(Hill_Street_Blues) http://dbpedia.org/resource/Hill_Street_Blues http://dbpedia.org/resource/Let's_be_careful_out_there http://dbpedia.org/resource/Frank_Furillo http://dbpedia.org/resource/List_of_Hill_Street_Blues_cast_members http://dbpedia.org/resource/Hill_street_blues http://dbpedia.org/resource/Hill_St_Blues
1,16,Beauty and the Beast,http://dbpedia.org/resource/Beauty_and_the_Beast_(2017_film),http://dbpedia.org/resource/China_Moon_(Beauty_and_the_Beast) http://dbpedia.org/resource/Beauty_and_the_Beast_(1987_TV_series) http://dbpedia.org/resource/Dark_Spirit_(Beauty_and_the_Beast)
1,24,T2 3-D: Battle Across Time,http://dbpedia.org/resource/T2-3D:_Battle_Across_Time,"http://dbpedia.org/resource/T2:3D http://dbpedia.org/resource/T2_3-D:_Battle_Across_Time http://dbpedia.org/resource/T2_3D:_Battle_Across_Time http://dbpedia.org/resource/T-1,000,000 http://dbpedia.org/resource/T-1000000 http://dbpedia.org/resource/Terminator_2:_3D http://dbpedia.org/resource/T2_3d http://dbpedia.org/resource/Battle_Across_Time http://dbpedia.org/resource/T2_3-D http://dbpedia.org/resource/Terminator_2:_3-D_Battle_Across_Time"
1,32,Hercules,http://dbpedia.org/resource/Hercules_(2014_film),http://dbpedia.org/resource/Hercules_(1998_TV_series) http://dbpedia.org/resource/Hercules:_The_Animated_Series http://dbpedia.org/resource/Disney's_Hercules http://dbpedia.org/resource/Hercules_(animated_series)
1,36,Buzz Lightyear of Star Command,http://dbpedia.org/resource/Buzz_Lightyear_of_Star_Command:_The_Adventure_Begins,http://dbpedia.org/resource/Wirewolf http://dbpedia.org/resource/Mira_Nova_(Buzz_Lightyear) http://dbpedia.org/resource/Buzz_lightyear_of_star_command http://dbpedia.org/resource/Mira_Nova http://dbpedia.org/resource/List_of_Buzz_Lightyear_of_Star_Command_characters http://dbpedia.org/resource/XL_and_XR http://dbpedia.org/resource/Booster_(movie_character) http://dbpedia.org/resource/XL_(character) http://dbpedia.org/resource/Xl_and_xr http://dbpedia.org/resource/The_Adventures_of_Buzz_Lightyear_of_Star_Command http://dbpedia.org/resource/Buzz_Lightyear_of_Star_Command http://dbpedia.org/resource/NOS-4-A2 http://dbpedia.org/resource/Ty_Parsec http://dbpedia.org/resource/Gravitina
1,42,Smile,http://dbpedia.org/resource/Brian_Wilson_Presents_Smile,http://dbpedia.org/resource/Smile_(2005_film)
1,44,Missing in America,http://dbpedia.org/resource/Missing_(1982_film),http://dbpedia.org/resource/Missing_in_America http://dbpedia.org/resource/Missing_in_america
1,46,Thief,http://dbpedia.org/resource/Thief:_The_Dark_Project,http://dbpedia.org/resource/Thief_(tv) http://dbpedia.org/resource/Thief_(miniseries) http://dbpedia.org/resource/Thief_(TV_series) http://dbpedia.org/resource/Thief_(TV_miniseries) http://dbpedia.org/resource/Thief_(tv_series) http://dbpedia.org/resource/List_of_Thief_episodes http://dbpedia.org/resource/Thief_(TV_Series) http://dbpedia.org/resource/Pilot_(Thief) http://dbpedia.org/resource/Nick_Atwater
1,48,Broken,http://dbpedia.org/resource/Broken_(House),http://dbpedia.org/resource/Broken_(2007_film) http://dbpedia.org/resource/Broken_(2006_film)
1,49,The Line,http://dbpedia.org/resource/Jubilee_line,http://dbpedia.org/resource/The_Line_(TV_series) http://dbpedia.org/resource/The_Weight_(TV_series)
1,53,DC Showcase: Jonah Hex,http://dbpedia.org/resource/DC_Showcase:_Jonah_Hex,http://dbpedia.org/resource/DC_Universe_Animated_Original_Movies http://dbpedia.org/resource/The_Teen_Titans:_The_Judas_Contract http://dbpedia.org/resource/Dc_universe_animated http://dbpedia.org/resource/DCUA http://dbpedia.org/resource/Dc_Universe_Animated http://dbpedia.org/resource/DUAOM http://dbpedia.org/resource/DCUAOM http://dbpedia.org/resource/DC_Showcase http://dbpedia.org/resource/DC_Animated_Showcase http://dbpedia.org/resource/DC_Universe_Animated_Movies http://dbpedia.org/resource/DC_Universe_Original_Animated_Movies http://dbpedia.org/resource/DC_Universe_Movies
