F1: 0.73770,Precision: 0.73770,Recall: 0.73770,,
Col,Row,Value,Submitted URI,Correct URI's
1,7,Dream On!,http://dbpedia.org/resource/Dream_On_(TV_series),http://dbpedia.org/resource/Dream_On!
1,17,Live Wire,http://dbpedia.org/resource/The_Live_Wire_(1925_film),http://dbpedia.org/resource/Live_Wire_(film) http://dbpedia.org/resource/Live_Wire_(1992_movie)
1,20,Kiss of Death,http://dbpedia.org/resource/Kiss_of_Death_(1947_film),http://dbpedia.org/resource/Kiss_of_Death_(1995_movie) http://dbpedia.org/resource/Kiss_of_Death_(1995_film) http://dbpedia.org/resource/Kiss_of_Death_(1994) http://dbpedia.org/resource/Kiss_of_Death_(1995)
1,21,Eye for an Eye,http://de.dbpedia.org/resource/Amber_Eye,http://dbpedia.org/resource/Eye_for_an_Eye_(1996_film)
1,24,The Rock,http://dbpedia.org/resource/Camp_Rock,"http://dbpedia.org/resource/Francis_X._Hummel http://dbpedia.org/resource/General_Hummel http://dbpedia.org/resource/Thermite_plasma http://dbpedia.org/resource/Stanley_Goodspeed http://dbpedia.org/resource/John_Patrick_Mason http://dbpedia.org/resource/The_Rock_(movie) http://dbpedia.org/resource/Fort_Walton,_Kansas http://dbpedia.org/resource/The_Rock_(film)"
1,26,Buddy,http://dbpedia.org/resource/Buddy_(De_La_Soul_song),http://dbpedia.org/resource/Buddy_(1997_film)
1,29,Sour Grapes,http://dbpedia.org/resource/Sour_Grapes_(1998_film),http://dbpedia.org/resource/Sour_Grapes_(film)
1,34,Psycho,http://dbpedia.org/resource/Psycho_(1960_film),http://dbpedia.org/resource/Psycho_(1998_film) http://dbpedia.org/resource/Psycho_(remake)
1,39,Magnolia,http://dbpedia.org/resource/Magnolia_(Turnover_album),http://dbpedia.org/resource/Magnolia_(1999_film) http://dbpedia.org/resource/Magnolia_(movie) http://dbpedia.org/resource/Magnolia_(film) http://dbpedia.org/resource/Magnolia_film http://dbpedia.org/resource/Frank_T.J._Mackey
1,41,Rules of Engagement,http://dbpedia.org/resource/Rules_of_Engagement_(TV_series),http://dbpedia.org/resource/Rules_of_Engagement_(film) http://dbpedia.org/resource/Rules_of_Engagement_(movie)
1,43,Lost Souls,http://dbpedia.org/resource/Lost_Soul_(2014_film),http://dbpedia.org/resource/Lost_souls_(film) http://dbpedia.org/resource/Lost_Souls_(film)
1,54,Duck,http://dbpedia.org/resource/DuckTales,http://dbpedia.org/resource/Duck_(film)
1,55,The Amityville Horror,http://dbpedia.org/resource/The_Amityville_Horror_(1979_film),http://dbpedia.org/resource/The_amityville_horror_(2005_film) http://dbpedia.org/resource/The_Amityville_Horror_(2005_movie) http://dbpedia.org/resource/The_Amityville_Horror_(2005_film)
1,57,The Shaggy Dog,http://dbpedia.org/resource/The_Shaggy_Dog_(1959_film),http://dbpedia.org/resource/The_Shaggy_Dog_(2006_movie) http://dbpedia.org/resource/Dave_Douglas_(The_Shaggy_Dog) http://dbpedia.org/resource/The_Shaggy_Dog_(2006_film)
1,63,The Lodger,http://dbpedia.org/resource/The_Lodger_(1944_film),http://dbpedia.org/resource/The_Lodger_(2009_film)
1,77,Human People,http://dbpedia.org/resource/Person_to_Person_(film),http://dbpedia.org/resource/Human_People
