F1: 0.74419,Precision: 0.74419,Recall: 0.74419,,
Col,Row,Value,Submitted URI,Correct URI's
1,13,Switched at Birth (miniseries),http://dbpedia.org/resource/Switched_at_Birth_(1991_film),http://dbpedia.org/resource/Switched_at_Birth_(film) http://dbpedia.org/resource/Arlena_Twigg http://dbpedia.org/resource/Kimberly_Mays
1,16,The Burden of Proof,http://it.dbpedia.org/resource/The_Burden_of_Proof,http://dbpedia.org/resource/Scott_Turow's_The_Burden_of_Proof http://dbpedia.org/resource/The_Burden_of_Proof_(tv_miniseries) http://dbpedia.org/resource/The_Burden_of_Proof_(film) http://dbpedia.org/resource/The_Burden_of_Proof_(miniseries)
1,23,Family Pictures,http://dbpedia.org/resource/Maalaala_Mo_Kaya,http://dbpedia.org/resource/Family_Pictures
1,25,Sinatra,http://dbpedia.org/resource/Sinatra_in_Concert,http://dbpedia.org/resource/Sinatra_(miniseries) http://dbpedia.org/resource/Sinatra_(TV_miniseries) http://dbpedia.org/resource/Sinatra_(2015_film)
1,29,The Stand,http://dbpedia.org/resource/X-Men:_The_Last_Stand,http://dbpedia.org/resource/The_Stand_(TV_series) http://dbpedia.org/resource/The_Stand_(TV_miniseries) http://dbpedia.org/resource/The_Stand_(miniseries)
1,30,Tales of the City,http://dbpedia.org/resource/The_X-Files,http://dbpedia.org/resource/Tales_of_the_City_(TV_miniseries) http://dbpedia.org/resource/Further_Tales_of_the_City_(TV_miniseries) http://dbpedia.org/resource/Tales_of_the_City_(miniseries) http://dbpedia.org/resource/More_Tales_of_the_City_(TV_miniseries) http://dbpedia.org/resource/Further_Tales_of_the_City_(miniseries) http://dbpedia.org/resource/Tales_of_the_City_(1993_TV_series) http://dbpedia.org/resource/More_Tales_of_the_City_(miniseries)
1,33,Joseph,http://dbpedia.org/resource/Joseph_(surname),http://dbpedia.org/resource/Joseph_(film)
1,34,Buffalo Girls,http://dbpedia.org/resource/Buffalo_Girls_(miniseries),http://dbpedia.org/resource/Buffalo_Girls
1,48,The Odyssey,http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film),http://dbpedia.org/resource/The_Odyssey_(1997_movie) http://dbpedia.org/resource/The_Odyssey_(miniseries) http://dbpedia.org/resource/The_Odyssey_(mini-series) http://dbpedia.org/resource/The_Odyssey_(TV_miniseries) http://dbpedia.org/resource/Die_Abenteuer_des_Odysseus http://dbpedia.org/resource/The_Odyssey_(1997_film)
1,58,Great Expectations,http://dbpedia.org/resource/Great_Expectations_(2011_miniseries),http://dbpedia.org/resource/Great_Expectations_(1999_film)
1,61,The Temptations,http://dbpedia.org/resource/Meet_the_Temptations,http://dbpedia.org/resource/The_Temptations_(miniseries) http://dbpedia.org/resource/The_Temptations_(TV_miniseries)
