F1: 0.56098,Precision: 0.56098,Recall: 0.56098,,
Col,Row,Value,Submitted URI,Correct URI's
0,3,Human skin,http://dbpedia.org/resource/Skin,http://dbpedia.org/resource/Transepidermal_elimination_disorders http://dbpedia.org/resource/Transepidermal_elimination http://dbpedia.org/resource/Human_skin http://dbpedia.org/resource/Aging_skin http://dbpedia.org/resource/Skin_layers http://dbpedia.org/resource/Skin_types http://dbpedia.org/resource/Tape_stripping http://dbpedia.org/resource/Skin_type http://dbpedia.org/resource/Transepidermal_elimination_disorder http://dbpedia.org/resource/Skin_aging http://dbpedia.org/resource/Skin_disorders http://dbpedia.org/resource/Aging_Skin http://dbpedia.org/resource/Oily_skin
0,11,"Acrylic, clear cast sheet (PMMA)[12]",http://dbpedia.org/resource/Cascading_Style_Sheets,http://dbpedia.org/resource/Methyl_methacrylate_resin http://dbpedia.org/resource/Poly(methyl_methacrylat';';'e) http://dbpedia.org/resource/Lucite http://dbpedia.org/resource/Crystalite http://dbpedia.org/resource/Plexi_glass http://dbpedia.org/resource/Plexiglas http://dbpedia.org/resource/Hesalite http://dbpedia.org/resource/Acrylplast http://dbpedia.org/resource/Polyacrylate_resin http://dbpedia.org/resource/Acrylic_glass http://dbpedia.org/resource/Pmma http://dbpedia.org/resource/Poly_methyl_methacrylate http://dbpedia.org/resource/Poly-methyl-methacrylate http://dbpedia.org/resource/Impact_resistant_window http://dbpedia.org/resource/Polymethyl_methacrylate http://dbpedia.org/resource/Perspective_Simplex http://dbpedia.org/resource/Poly(methyl-methacrylate) http://dbpedia.org/resource/Poly(methyl_methacrylate)_(PMMA) http://dbpedia.org/resource/Persepex http://dbpedia.org/resource/Polymethylmetacrylate http://dbpedia.org/resource/Polymethylmethacrylate http://dbpedia.org/resource/Acrylic_signs http://dbpedia.org/resource/Poly_(methyl_methacrylate) http://dbpedia.org/resource/Perspex http://dbpedia.org/resource/Lucide http://dbpedia.org/resource/Plexi-glass http://dbpedia.org/resource/Acrylite http://dbpedia.org/resource/Poly(methyl_methacrylate) http://dbpedia.org/resource/Plexiglass
0,22,Aluminium alloy 6061-T6,http://dbpedia.org/resource/Aluminium_alloy,http://dbpedia.org/resource/6061_aluminum http://dbpedia.org/resource/6061_aluminium_alloy http://dbpedia.org/resource/6061_aluminum_alloy http://dbpedia.org/resource/6061-T6 http://dbpedia.org/resource/6061-T6_aluminium http://dbpedia.org/resource/6061 http://dbpedia.org/resource/6061-T6_aluminum http://dbpedia.org/resource/6061_aluminium http://dbpedia.org/resource/Aircraft_grade_aluminium
0,24,"Cupronickel 10% Ni, 1.6% Fe, 1% Mn, balance Cu",http://dbpedia.org/resource/Chromel,http://dbpedia.org/resource/Cupro-nickel http://dbpedia.org/resource/Cupro_nickel http://dbpedia.org/resource/Copper-nickel http://dbpedia.org/resource/Copper–nickel http://dbpedia.org/resource/Coppernickel http://dbpedia.org/resource/Copper_Nickel http://dbpedia.org/resource/White_copper http://dbpedia.org/resource/White_Copper http://dbpedia.org/resource/Cupronickel http://dbpedia.org/resource/Copper_nickel
0,28,E-Glass,http://dbpedia.org/resource/Telescope,http://dbpedia.org/resource/Glass-fibre http://dbpedia.org/resource/Fibreglass_reinforced_plastic http://dbpedia.org/resource/Glass-reinforced_polymer http://dbpedia.org/resource/Glassfiber http://dbpedia.org/resource/Fiberglass http://dbpedia.org/resource/S-glass http://dbpedia.org/resource/Fiber-Reinforced_Plastic http://dbpedia.org/resource/Glass-reinforced_plastic http://dbpedia.org/resource/Fiberglass-reinforced_plastic http://dbpedia.org/resource/Fiber_glass http://dbpedia.org/resource/Fibre-glass http://dbpedia.org/resource/Glass_Fibre http://dbpedia.org/resource/Chopped_strand_mat http://dbpedia.org/resource/Glass_reinforced_plastic http://dbpedia.org/resource/Fiber-glass http://dbpedia.org/resource/Glassfibre http://dbpedia.org/resource/Chopped_glass_fiber http://dbpedia.org/resource/Fiberglass_reinforced_plastic http://dbpedia.org/resource/Fibreglass http://dbpedia.org/resource/Glass_(fiber) http://dbpedia.org/resource/Fibreglass-reinforced_plastic http://dbpedia.org/resource/Glass_Reinforced_Plastic http://dbpedia.org/resource/Fibre_glass http://dbpedia.org/resource/GFRP http://dbpedia.org/resource/Fiberglas
0,29,S-Glass,http://dbpedia.org/resource/Sapphire,http://dbpedia.org/resource/Glass-fibre http://dbpedia.org/resource/Fibreglass_reinforced_plastic http://dbpedia.org/resource/Glass-reinforced_polymer http://dbpedia.org/resource/Glassfiber http://dbpedia.org/resource/Fiberglass http://dbpedia.org/resource/S-glass http://dbpedia.org/resource/Fiber-Reinforced_Plastic http://dbpedia.org/resource/Glass-reinforced_plastic http://dbpedia.org/resource/Fiberglass-reinforced_plastic http://dbpedia.org/resource/Fiber_glass http://dbpedia.org/resource/Fibre-glass http://dbpedia.org/resource/Glass_Fibre http://dbpedia.org/resource/Chopped_strand_mat http://dbpedia.org/resource/Glass_reinforced_plastic http://dbpedia.org/resource/Fiber-glass http://dbpedia.org/resource/Glassfibre http://dbpedia.org/resource/Chopped_glass_fiber http://dbpedia.org/resource/Fiberglass_reinforced_plastic http://dbpedia.org/resource/Fibreglass http://dbpedia.org/resource/Glass_(fiber) http://dbpedia.org/resource/Fibreglass-reinforced_plastic http://dbpedia.org/resource/Glass_Reinforced_Plastic http://dbpedia.org/resource/Fibre_glass http://dbpedia.org/resource/GFRP http://dbpedia.org/resource/Fiberglas
0,30,Basalt fiber[18],http://dbpedia.org/resource/Mineral_wool,http://dbpedia.org/resource/Basalt_fibre http://dbpedia.org/resource/Basalt_fiber
0,33,Carbon fiber,http://dbpedia.org/resource/Carbon_nanotube,http://dbpedia.org/resource/Carbon_(fibre) http://dbpedia.org/resource/Woven_graphite http://dbpedia.org/resource/Graphite_fibre http://dbpedia.org/resource/Graphite_(fibre) http://dbpedia.org/resource/Carbon_fibers http://dbpedia.org/resource/Graphite_fiber http://dbpedia.org/resource/Graphite_(fiber) http://dbpedia.org/resource/Carbon_fibres http://dbpedia.org/resource/Carbon_fabric http://dbpedia.org/resource/Graphite_fibers http://dbpedia.org/resource/Carbon_(fiber)
0,36,Bamboo,http://dbpedia.org/resource/Shakuhachi,http://dbpedia.org/resource/Bambusodae http://dbpedia.org/resource/Flowering_of_Bamboo http://dbpedia.org/resource/Bamboos http://dbpedia.org/resource/Bambusoideae_Bambuseae http://dbpedia.org/resource/Bamboo_forest http://dbpedia.org/resource/Clumping_bamboo http://dbpedia.org/resource/Bamboo_paper http://dbpedia.org/resource/Bamboo_forestry http://dbpedia.org/resource/Sympodial_rhizome_bamboo http://dbpedia.org/resource/Bambusoideae_species http://dbpedia.org/resource/Bambusoideae_types http://dbpedia.org/resource/Bamboo_wood http://dbpedia.org/resource/Bamboo_beans http://dbpedia.org/resource/Bamboo_food http://dbpedia.org/resource/Bamboo http://dbpedia.org/resource/Bambusicolous http://dbpedia.org/resource/Bambusoideae http://dbpedia.org/resource/Bamboo_spear
0,37,Spider silk (see note below),http://dbpedia.org/resource/Ballooning_(spider),http://dbpedia.org/resource/Arachnidium http://dbpedia.org/resource/Silk_spider http://dbpedia.org/resource/Gossamer_(spider_silk) http://dbpedia.org/resource/Spider_silk http://dbpedia.org/resource/Silk_Spider http://dbpedia.org/resource/Spidersilk
0,39,Silkworm silk,http://dbpedia.org/resource/Silk,http://dbpedia.org/resource/Silk-worm http://dbpedia.org/resource/Bombyx_batryticatus http://dbpedia.org/resource/Bombyx_textor http://dbpedia.org/resource/Silk_worm http://dbpedia.org/resource/Silkworm_pupae http://dbpedia.org/resource/Silk_Worm http://dbpedia.org/resource/Silkworm_moth http://dbpedia.org/resource/Bombyx_sinensis http://dbpedia.org/resource/Bombyx_mori_mori http://dbpedia.org/resource/Bombyx_croesi http://dbpedia.org/resource/Silk_moth http://dbpedia.org/resource/Domestic_Silkmoth http://dbpedia.org/resource/Bombyx_fortunatus http://dbpedia.org/resource/Stiff_silkworm http://dbpedia.org/resource/Silkworms http://dbpedia.org/resource/Bombyx_mori http://dbpedia.org/resource/Silk_worms http://dbpedia.org/resource/Bombyx_arracanensis http://dbpedia.org/resource/Bombyx_brunnea http://dbpedia.org/resource/Mulberry_silkworm http://dbpedia.org/resource/Silkworm_Moth http://dbpedia.org/resource/Silkworm http://dbpedia.org/resource/Bombyx_meridionalis http://dbpedia.org/resource/Silworms
0,40,Aramid (Kevlar or Twaron),http://dbpedia.org/resource/Art,http://dbpedia.org/resource/Aramids http://dbpedia.org/resource/Aramid_yam http://dbpedia.org/resource/Para-aramid http://dbpedia.org/resource/Polyaramid http://dbpedia.org/resource/Aromatic_polyamide http://dbpedia.org/resource/Aramid_fibre http://dbpedia.org/resource/Aramid_yarn http://dbpedia.org/resource/Aramide http://dbpedia.org/resource/Heracron http://dbpedia.org/resource/Aramid_fiber http://dbpedia.org/resource/Aramid http://dbpedia.org/resource/Para_aramid
0,41,UHMWPE[21],,http://dbpedia.org/resource/Steelite http://dbpedia.org/resource/Ptex http://dbpedia.org/resource/UHWPE http://dbpedia.org/resource/Spectra_(fiber) http://dbpedia.org/resource/UHMW http://dbpedia.org/resource/UHMWPE http://dbpedia.org/resource/HMPE http://dbpedia.org/resource/P-Tex http://dbpedia.org/resource/Dyneema http://dbpedia.org/resource/Dynema http://dbpedia.org/resource/Ultra_high_molecular_weight_polyethylene http://dbpedia.org/resource/Ultra-high-molecular-weight_polyethylene http://dbpedia.org/resource/Spectra_fiber
0,44,Polybenzoxazole (Zylon)[24],,http://dbpedia.org/resource/Zylon http://dbpedia.org/resource/Polybenzobisoxazole http://dbpedia.org/resource/Polybenzoxazole http://dbpedia.org/resource/Polyphenylene_benzobisoxazole
0,47,"Nylon, molded, type 6\/6",http://dbpedia.org/resource/Guitar,http://dbpedia.org/resource/Nylon http://dbpedia.org/resource/Nylon_fiber http://dbpedia.org/resource/Nylon_polymer http://dbpedia.org/resource/Bri-Nylon http://dbpedia.org/resource/Duralon http://dbpedia.org/resource/Nylon_(material)
