F1: 0.60606,Precision: 0.60606,Recall: 0.60606,,
Col,Row,Value,Submitted URI,Correct URI's
0,3,Alright,http://dbpedia.org/resource/Alright_(Darius_Rucker_song),http://dbpedia.org/resource/Alright_(Supergrass_song) http://dbpedia.org/resource/Alright/Time
0,8,Crazy in Love,http://dbpedia.org/resource/Crazy_in_Love,http://dbpedia.org/resource/Crazy_in_Love_(Beyoncé_Knowles_song)
0,10,Dare,http://dbpedia.org/resource/Dare_(La_La_La),http://dbpedia.org/resource/Dare_(single) http://dbpedia.org/resource/DARE_EP http://dbpedia.org/resource/挑戦 http://dbpedia.org/resource/Dare_(song) http://dbpedia.org/resource/DARE_(song)
0,12,Fame,http://dbpedia.org/resource/Fame_(David_Bowie_song),http://dbpedia.org/resource/Theme_from_Fame http://dbpedia.org/resource/Fame_(Irene_Cara_song)
0,14,Girlfriend,http://dbpedia.org/resource/Girlfriend_(Alicia_Keys_song),http://dbpedia.org/resource/Avril_Lavigne_Girlfriend http://dbpedia.org/resource/Girlfriend_(Avril_Lavigne_song) http://dbpedia.org/resource/Girlfriend_remix http://dbpedia.org/resource/Girlfriend_Avril_Lavigne
0,15,Hey Ya!,http://dbpedia.org/resource/East_India_Company,http://dbpedia.org/resource/Hey_Ya!
0,17,I Like to Move It (Radio Mix),http://dbpedia.org/resource/Madagascar_3:_Europe's_Most_Wanted,"http://dbpedia.org/resource/I_Like_to_Move_It,_Move_It http://dbpedia.org/resource/I_Like_To_Move_It http://dbpedia.org/resource/I_like_to_Move_It http://dbpedia.org/resource/I_Like_to_Move_It"
0,20,Jump,http://dbpedia.org/resource/Jump_(Rihanna_song),http://dbpedia.org/resource/Jump_Jump http://dbpedia.org/resource/Jump_(Kris_Kross_song) http://dbpedia.org/resource/Jump_(Kriss_Kross_song)
0,22,Jin-Go-Lo-Ba,http://dbpedia.org/resource/Jin-go-lo-ba,http://dbpedia.org/resource/Jin-Go-Lo-Ba http://dbpedia.org/resource/Drums_of_Passion http://dbpedia.org/resource/Drums_of_Passion_(album)
0,29,Ring My Bell,http://dbpedia.org/resource/Ring_My_Bell_(Hitomi_Yaida_song),http://dbpedia.org/resource/You_Can_Ring_My_Bell http://dbpedia.org/resource/Ring_My_Bell
0,30,The Power,http://es.dbpedia.org/resource/Higher_Power,http://dbpedia.org/resource/The_Power_(1990_song) http://dbpedia.org/resource/Snap_-_The_Power http://dbpedia.org/resource/I've_got_the_Power! http://dbpedia.org/resource/The_Power_(Snap!_song) http://dbpedia.org/resource/The_power_(snap_song) http://dbpedia.org/resource/The_Power(of_Bhangra) http://dbpedia.org/resource/I've_Got_The_Power http://dbpedia.org/resource/I've_got_the_power http://dbpedia.org/resource/I_Got_The_Power http://dbpedia.org/resource/I've_got_the_Power http://dbpedia.org/resource/I've_Got_the_Power
0,32,Satisfaction (Isak Original Extended),http://dbpedia.org/resource/Satisfaction_(Eve_song),http://dbpedia.org/resource/Benassi_sound http://dbpedia.org/resource/Benny_Benassi:_Satisfaction http://dbpedia.org/resource/Benny_benassi_satisfaction http://dbpedia.org/resource/Satisfaction_(Benny_Benassi_song) http://dbpedia.org/resource/Satisfaction(song)
0,33,Step by Step,http://dbpedia.org/resource/Step_by_Step_(Annie_Lennox_song),http://dbpedia.org/resource/Step_by_Step_(New_Kids_on_the_Block_song)
