F1: 0.63333,Precision: 0.63333,Recall: 0.63333,,
Col,Row,Value,Submitted URI,Correct URI's
2,1,Dust explosion (talk),http://dbpedia.org/resource/The_Chemical_Brothers,http://dbpedia.org/resource/Dust_explosions http://dbpedia.org/resource/Powder_explosion http://dbpedia.org/resource/Dust_explosion http://dbpedia.org/resource/Mill_explosion
2,2,Defence Fire and Rescue Service (talk),http://dbpedia.org/resource/Civil_Defence_Service,http://dbpedia.org/resource/Ministry_of_Defence_Fire_Services http://dbpedia.org/resource/Defence_fire_and_rescue_service http://dbpedia.org/resource/Ministry_of_Defence_Fire_Service http://dbpedia.org/resource/Defence_Fire_and_Rescue_Service http://dbpedia.org/resource/The_Defence_Fire_and_Rescue_Service
2,6,New Zealand Fire Service (talk),http://dbpedia.org/resource/New_Zealand_Fire_Service_Commission,http://dbpedia.org/resource/Dunedin_City_Fire_Brigade http://dbpedia.org/resource/NZ_Fire_Service http://dbpedia.org/resource/NZFS http://dbpedia.org/resource/FENZ http://dbpedia.org/resource/New_Zealand_Fire_Service http://dbpedia.org/resource/Fire_and_Emergency_New_Zealand
2,14,The Post War Dream (song) (talk),http://dbpedia.org/resource/Surrealism,http://dbpedia.org/resource/The_Post-War_Dream_(Song) http://dbpedia.org/resource/The_Post_War_Dream_(song)
2,17,SmaÅ¾enÃ½ sÃ½r (talk),http://dbpedia.org/resource/Syr_Darya,http://dbpedia.org/resource/Smažený_sýr
2,18,Fishing lure (talk),http://dbpedia.org/resource/Artificial_fly,http://dbpedia.org/resource/Jig_and_pig http://dbpedia.org/resource/Fishing_lure http://dbpedia.org/resource/Artificial_fish_bait http://dbpedia.org/resource/Daisy_chain_(fishing) http://dbpedia.org/resource/Fishing_lures
2,19,Ryan Kelly (singer) (talk),http://dbpedia.org/resource/Celtic_Thunder,http://dbpedia.org/resource/Ryan_Kelly(Singer) http://dbpedia.org/resource/Ryan_Kelly_(singer)
2,20,Muster (event) (talk),http://dbpedia.org/resource/Disentis,http://dbpedia.org/resource/Fire_muster http://dbpedia.org/resource/Muster_(Event) http://dbpedia.org/resource/Muster_(event) http://dbpedia.org/resource/Fire_Muster http://dbpedia.org/resource/Firefighter's_muster
2,21,Tuesday Morning (song) (talk),http://dbpedia.org/resource/Tuesday_Morning,http://dbpedia.org/resource/Tuesday_Morning_(single) http://dbpedia.org/resource/Tuesday_Morning_(song) http://dbpedia.org/resource/Tuesday_morning_(single)
2,26,Ruffles (talk),http://pt.dbpedia.org/resource/Ruffles_Reggae,http://dbpedia.org/resource/Ruffles http://dbpedia.org/resource/Rrruffles_Have_Ridges
2,28,Jiushe Station (talk),http://dbpedia.org/resource/Jiushe_metro_station,http://dbpedia.org/resource/Jiushe_Station http://dbpedia.org/resource/Xiajiushe_Station
