F1: 0.71930,Precision: 0.71930,Recall: 0.71930,,
Col,Row,Value,Submitted URI,Correct URI's
1,9,"Lac de Garde, Italy","http://dbpedia.org/resource/Garda,_Veneto",http://dbpedia.org/resource/Lake_Garda http://dbpedia.org/resource/Benacus http://dbpedia.org/resource/Garda_lake http://dbpedia.org/resource/Lake_of_Garda http://dbpedia.org/resource/Lacus_Benacus http://dbpedia.org/resource/Lago_di_Garda http://dbpedia.org/resource/Lago_di_garda http://dbpedia.org/resource/Lake_garda http://dbpedia.org/resource/Garda_Lake
1,10,"Wormeldange, Luxembourg",http://dbpedia.org/resource/Luxembourg_(Belgium),http://dbpedia.org/resource/Wormeldange
1,13,"Martham Ferry, England",http://dbpedia.org/resource/Rock_Ferry,"http://dbpedia.org/resource/Martham_Ferry http://dbpedia.org/resource/Martham http://dbpedia.org/resource/Martham,_Norfolk"
1,16,"Bad Oldesloe, West Germany",http://dbpedia.org/resource/Bonn,http://dbpedia.org/resource/Bad_Oldesloe http://dbpedia.org/resource/Oldeslohe http://dbpedia.org/resource/Oldesloe
1,17,"Berg,[disambiguation needed] Netherlands",http://dbpedia.org/resource/Bergen_op_Zoom,"http://dbpedia.org/resource/Berg,_Switzerland http://dbpedia.org/resource/Berg_(disambiguation) http://dbpedia.org/resource/Berg http://dbpedia.org/resource/-berg"
1,20,"Chalon-sur-SaÃ´ne, France",http://dbpedia.org/resource/Châlons-en-Champagne,http://dbpedia.org/resource/Chalon-sur-Saône
1,24,"Ehnen, Luxembourg",http://dbpedia.org/resource/Luxembourg_(Belgium),http://dbpedia.org/resource/Ehnen
1,27,"Mannheim, West Germany",http://dbpedia.org/resource/Germany,"http://dbpedia.org/resource/History_of_Mannheim http://dbpedia.org/resource/Neckarau http://dbpedia.org/resource/Quadratestadt http://dbpedia.org/resource/Manheim,_Germany http://dbpedia.org/resource/UN/LOCODE:DEMHG http://dbpedia.org/resource/Mannheim http://dbpedia.org/resource/Mannheim,_Germany"
1,28,"Luddington, England","http://dbpedia.org/resource/Luddington,_North_Lincolnshire","http://dbpedia.org/resource/Luddington,_Warwickshire"
1,46,"Toledo, Spain","http://dbpedia.org/resource/Toledo,_Spain",http://dbpedia.org/resource/Toledo_Province http://dbpedia.org/resource/Province_of_Toledo http://dbpedia.org/resource/Toledo_province http://dbpedia.org/resource/Provincia_de_Toledo http://dbpedia.org/resource/Toledo_(Province) http://dbpedia.org/resource/Toledo_(province)
1,53,"Rio Mondego, Portugal",http://dbpedia.org/resource/Baixo_Mondego,http://dbpedia.org/resource/Mondego_River
1,54,"Lake Velence, Hungary",http://dbpedia.org/resource/Velence,http://dbpedia.org/resource/Lake_Velence http://dbpedia.org/resource/Velence_Lake http://dbpedia.org/resource/Lake_velence http://dbpedia.org/resource/Lake_Velencei
1,58,"Ostellato Ferrara, Italy",http://dbpedia.org/resource/Ferrara,"http://dbpedia.org/resource/Ostellato http://dbpedia.org/resource/Ostellato,_Italy"
1,59,"River Morava, Czech Republic",http://dbpedia.org/resource/Hodonín,"http://dbpedia.org/resource/Morava_river http://dbpedia.org/resource/Morava_(river) http://dbpedia.org/resource/Morava_River http://dbpedia.org/resource/River_March http://dbpedia.org/resource/Morava_River_(Czech_Republic_and_Slovakia) http://dbpedia.org/resource/March_(river) http://dbpedia.org/resource/Morava_River_(Central_Europe) http://dbpedia.org/resource/Morava_river,_Central_Europe http://dbpedia.org/resource/March_River_(Czech_Republic_and_Austria) http://dbpedia.org/resource/Morava_River,_Central_Europe"
1,61,"Dubrava Canal, Croatia","http://dbpedia.org/resource/Dubrava,_Zagreb_County",http://dbpedia.org/resource/Dubrava_(disambiguation) http://dbpedia.org/resource/Dabrava http://dbpedia.org/resource/Dúbrava_(disambiguation) http://dbpedia.org/resource/Dúbrava http://dbpedia.org/resource/Dubrava
1,62,"Sava River, Slovenia",http://dbpedia.org/resource/Lower_Sava_Statistical_Region,http://dbpedia.org/resource/Сава http://dbpedia.org/resource/Noarus http://dbpedia.org/resource/Sava http://dbpedia.org/resource/Noar http://dbpedia.org/resource/Savus http://dbpedia.org/resource/Száva http://dbpedia.org/resource/Sava_river http://dbpedia.org/resource/River_Sava http://dbpedia.org/resource/Sava_River http://dbpedia.org/resource/Sava_(river) http://dbpedia.org/resource/Save_(Balkans)
