F1: 0.74000,Precision: 0.74000,Recall: 0.74000,,
Col,Row,Value,Submitted URI,Correct URI's
1,5,How the Grinch Stole Christmas,http://dbpedia.org/resource/How_the_Grinch_Stole_Christmas_(2000_film),http://dbpedia.org/resource/How_the_Grinch_Stole_Christmas_(disambiguation) http://dbpedia.org/resource/How_the_Grinch_Stole_Christmas_(film)
1,11,Harry Potter and the Sorcerer's Stone,http://dbpedia.org/resource/Harry_Potter_and_the_Philosopher's_Stone_(film),http://dbpedia.org/resource/Harry_Potter_and_the_Sorcerer's_Stone_(film)
1,14,Chicago,http://dbpedia.org/resource/Chicago_(musical),http://dbpedia.org/resource/Hot_Honey_Rag http://dbpedia.org/resource/Chicago_(film) http://dbpedia.org/resource/Chicago_(2002_movie) http://dbpedia.org/resource/Chicago_(2002_film)
1,15,Frida,http://dbpedia.org/resource/Frida_(album),http://dbpedia.org/resource/Frida_(2002_movie) http://dbpedia.org/resource/Frida http://dbpedia.org/resource/Frida_(movie) http://dbpedia.org/resource/Frida_(film)
1,17,The Hours,http://dbpedia.org/resource/The_Finest_Hours_(2016_film),http://dbpedia.org/resource/The_Hours_(2002_movie) http://dbpedia.org/resource/The_Hours_(movie) http://dbpedia.org/resource/The_Hours_(film)
1,28,Lemony Snicket's A Series of Unfortunate Events,http://dbpedia.org/resource/Lemony_Snicket's_A_Series_of_Unfortunate_Events,http://dbpedia.org/resource/Lemony_Snicket's_A_Series_of_Unfortunate_Events_(film)
1,29,Ray,http://dbpedia.org/resource/Satyajit_Ray,http://dbpedia.org/resource/Ray_(film) http://dbpedia.org/resource/Ray_(movie)
1,30,Troy,http://dbpedia.org/resource/Helen_of_Troy_(album),http://dbpedia.org/resource/Troy_(film) http://dbpedia.org/resource/Troy_(movie) http://dbpedia.org/resource/Troy_(2004_film) http://dbpedia.org/resource/Troy_film
1,38,Marie Antoinette,http://dbpedia.org/resource/Marie_Antoinette_(musical),http://dbpedia.org/resource/Marie_Antoinette_(2006_film) http://dbpedia.org/resource/Marie-antoinette_(film) http://dbpedia.org/resource/Marie-Antoinette_(2006_film) http://dbpedia.org/resource/Marie-Antoinette_(film)
1,42,The Queen,http://dbpedia.org/resource/Queen_of_Katwe,http://dbpedia.org/resource/The_Queen_(soundtrack) http://dbpedia.org/resource/The_Queen_(film) http://dbpedia.org/resource/The_Queen_(movie)
1,51,Australia,http://dbpedia.org/resource/Australia,http://dbpedia.org/resource/Faraway_downs http://dbpedia.org/resource/Australia_(film http://dbpedia.org/resource/Australia_film http://dbpedia.org/resource/Baz_Luhrmann's_Australia_(film) http://dbpedia.org/resource/Australia_(2008_film) http://dbpedia.org/resource/Australia_(movie)
1,53,Milk,http://dbpedia.org/resource/Milk_(song),http://dbpedia.org/resource/Milk_(movie) http://dbpedia.org/resource/Milk_(2008_film) http://dbpedia.org/resource/Milk_film http://dbpedia.org/resource/Milk_(film) http://dbpedia.org/resource/I_Voted_for_Milk
1,60,Nine,http://dbpedia.org/resource/Star_Trek:_Deep_Space_Nine,http://dbpedia.org/resource/Cinema_Italiano_(song) http://dbpedia.org/resource/Nine_(soundtrack) http://dbpedia.org/resource/Nine_(2009_live-action_film)
