F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,Canadian,http://dbpedia.org/resource/Canada,http://dbpedia.org/resource/Demographics_of_canada http://dbpedia.org/resource/Canadian_demographics http://dbpedia.org/resource/Demography_of_canada http://dbpedia.org/resource/Demography_of_Canada http://dbpedia.org/resource/Canada_Demographics http://dbpedia.org/resource/Canada_demographics http://dbpedia.org/resource/Demographics_of_Canada
0,2,English,http://dbpedia.org/resource/England,http://dbpedia.org/resource/English_people http://dbpedia.org/resource/English_People http://dbpedia.org/resource/People_of_England http://dbpedia.org/resource/The_English http://dbpedia.org/resource/People_of_English_descent http://dbpedia.org/resource/Engla http://dbpedia.org/resource/Englishmen http://dbpedia.org/resource/English_settlers http://dbpedia.org/resource/English_ancestry http://dbpedia.org/resource/English_(people) http://dbpedia.org/resource/English_expatriate http://dbpedia.org/resource/Englishwoman http://dbpedia.org/resource/English_(ethnic_group) http://dbpedia.org/resource/Angelcynn http://dbpedia.org/resource/History_of_the_English_people http://dbpedia.org/resource/English_descent http://dbpedia.org/resource/English/Anglo-Saxons http://dbpedia.org/resource/English_genealogy http://dbpedia.org/resource/English_nation http://dbpedia.org/resource/English_ethnicity http://dbpedia.org/resource/Englishman http://dbpedia.org/resource/Englishwomen http://dbpedia.org/resource/English_emigrants http://dbpedia.org/resource/English_ex-pat_community http://dbpedia.org/resource/English_immigrants
0,3,Scottish,http://dbpedia.org/resource/Scotland,http://dbpedia.org/resource/Scottish_immigrants http://dbpedia.org/resource/People_of_Scottish_descent http://dbpedia.org/resource/Scotsman http://dbpedia.org/resource/Scottish_men http://dbpedia.org/resource/People_of_Scotland http://dbpedia.org/resource/Scottishman http://dbpedia.org/resource/Scottishmen http://dbpedia.org/resource/Scots_people http://dbpedia.org/resource/Scotsmen http://dbpedia.org/resource/Scottish_ethnicity http://dbpedia.org/resource/Scottish_heritage http://dbpedia.org/resource/Scottishwoman http://dbpedia.org/resource/Scottish_man http://dbpedia.org/resource/Scots_(ethnic_group) http://dbpedia.org/resource/Scottsman http://dbpedia.org/resource/Scotswoman http://dbpedia.org/resource/Scottish_ancestry http://dbpedia.org/resource/Scottish_emigrants http://dbpedia.org/resource/Scottish_people http://dbpedia.org/resource/Scotch_people http://dbpedia.org/resource/Scottishwomen http://dbpedia.org/resource/Scottish_expatriate http://dbpedia.org/resource/Scottish_woman http://dbpedia.org/resource/Scottish_ex-pat_community http://dbpedia.org/resource/Scot http://dbpedia.org/resource/Scottish_Diaspora http://dbpedia.org/resource/Scottish_People http://dbpedia.org/resource/Scottish_descent http://dbpedia.org/resource/Scottish_origin http://dbpedia.org/resource/Scottish_genealogy http://dbpedia.org/resource/Scots_descendants http://dbpedia.org/resource/Scottish_(people) http://dbpedia.org/resource/Scottish_settlers
0,4,Irish,http://dbpedia.org/resource/Republic_of_Ireland,"http://dbpedia.org/resource/Irish_People http://dbpedia.org/resource/Irish_folks http://dbpedia.org/resource/Irish_descent http://dbpedia.org/resource/Irish_ancestry http://dbpedia.org/resource/Muintir_na_hÉireann,_na_hÉireannaigh,_na_Gaeil http://dbpedia.org/resource/Irish_genetics http://dbpedia.org/resource/Irishwoman http://dbpedia.org/resource/Dark_Irish http://dbpedia.org/resource/Native_Irish http://dbpedia.org/resource/Irish_ethnicity http://dbpedia.org/resource/People_of_Southern_Ireland http://dbpedia.org/resource/Irishmen http://dbpedia.org/resource/Irish_people http://dbpedia.org/resource/People_of_the_Republic_of_Ireland http://dbpedia.org/resource/Genetic_history_of_Ireland http://dbpedia.org/resource/Irish_(people) http://dbpedia.org/resource/Black_Irish http://dbpedia.org/resource/Black_Scot http://dbpedia.org/resource/Irishman http://dbpedia.org/resource/People_of_Ireland"
0,5,French,http://dbpedia.org/resource/France,http://dbpedia.org/resource/Frenchwomen http://dbpedia.org/resource/Ethnic_French http://dbpedia.org/resource/Frenchmen http://dbpedia.org/resource/French_men http://dbpedia.org/resource/French_man http://dbpedia.org/resource/French_person http://dbpedia.org/resource/Frenchwoman http://dbpedia.org/resource/Frenchs http://dbpedia.org/resource/French_(people) http://dbpedia.org/resource/Frenchman http://dbpedia.org/resource/French_people http://dbpedia.org/resource/French_People
0,6,German,http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/Germandom http://dbpedia.org/resource/People_of_Germany http://dbpedia.org/resource/Boches http://dbpedia.org/resource/German_people http://dbpedia.org/resource/Ethnic_German http://dbpedia.org/resource/German_peoples http://dbpedia.org/resource/Ethnic_german http://dbpedia.org/resource/German_People http://dbpedia.org/resource/Germanians http://dbpedia.org/resource/German_ancestry http://dbpedia.org/resource/Germans_of_Switzerland http://dbpedia.org/resource/Deutsch_people http://dbpedia.org/resource/Germans http://dbpedia.org/resource/Greman_people http://dbpedia.org/resource/German_(people) http://dbpedia.org/resource/German_descent http://dbpedia.org/resource/German_(nationality)
0,7,Dutch (Netherlands),http://dbpedia.org/resource/Netherlands,http://dbpedia.org/resource/Autochtonen http://dbpedia.org/resource/Autochtones http://dbpedia.org/resource/Dutch_People http://dbpedia.org/resource/Dutch_person http://dbpedia.org/resource/Etnic_Dutch http://dbpedia.org/resource/Ethnic_Dutch http://dbpedia.org/resource/Netherlanders http://dbpedia.org/resource/The_Dutch http://dbpedia.org/resource/Dutchmen http://dbpedia.org/resource/People_of_the_Netherlands http://dbpedia.org/resource/People_of_Holland http://dbpedia.org/resource/Dutch_(ethnic_group_and_nation) http://dbpedia.org/resource/Netherlander http://dbpedia.org/resource/Dutch_people http://dbpedia.org/resource/Dutch_ethnic_group http://dbpedia.org/resource/Etnic_dutch http://dbpedia.org/resource/Dutch_(Ethnic_group) http://dbpedia.org/resource/Dutch_(people) http://dbpedia.org/resource/Autochtoon http://dbpedia.org/resource/Dutch_(ethnic_group) http://dbpedia.org/resource/Netherlandians
0,8,Italian,http://dbpedia.org/resource/Italy,http://dbpedia.org/resource/Italian_people http://dbpedia.org/resource/Italian_(people) http://dbpedia.org/resource/Ethnic_groups_in_Italy http://dbpedia.org/resource/People_of_Italy http://dbpedia.org/resource/Italian_People http://dbpedia.org/resource/Italians http://dbpedia.org/resource/Italian_(person)
0,9,Polish,http://dbpedia.org/resource/Poland,http://dbpedia.org/resource/Subject_of_Ethnic_Poles http://dbpedia.org/resource/Polish_descent http://dbpedia.org/resource/Poles_(people) http://dbpedia.org/resource/Polish_Nation http://dbpedia.org/resource/Polander http://dbpedia.org/resource/People_of_Poland http://dbpedia.org/resource/Ethnic_Poles http://dbpedia.org/resource/Ethnic_Polish http://dbpedia.org/resource/Polish_people http://dbpedia.org/resource/Polish_nation http://dbpedia.org/resource/The_Poles http://dbpedia.org/resource/Polish_People http://dbpedia.org/resource/POLES http://dbpedia.org/resource/Poles http://dbpedia.org/resource/Polonophone http://dbpedia.org/resource/Polacy
