F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
3,1,Egypt,http://dbpedia.org/resource/Egypt,http://dbpedia.org/resource/UAR_national_football_team http://dbpedia.org/resource/Egyptian_football_team http://dbpedia.org/resource/Egyptian_national_football_team http://dbpedia.org/resource/Egypt_national_football_team http://dbpedia.org/resource/United_Arab_Republic_national_football_team
3,2,Egypt,http://dbpedia.org/resource/Egypt,http://dbpedia.org/resource/UAR_national_football_team http://dbpedia.org/resource/Egyptian_football_team http://dbpedia.org/resource/Egyptian_national_football_team http://dbpedia.org/resource/Egypt_national_football_team http://dbpedia.org/resource/United_Arab_Republic_national_football_team
3,3,Venezuela,http://dbpedia.org/resource/Venezuela,http://dbpedia.org/resource/Cata_Roque http://dbpedia.org/resource/La_Vinotinto http://dbpedia.org/resource/Vinotinto http://dbpedia.org/resource/The_Vinotinto http://dbpedia.org/resource/2015_Venezuela_national_football_team_results http://dbpedia.org/resource/Venezuela_national_football_team
3,4,Republic of Ireland,http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/Irish_national_soccer_team http://dbpedia.org/resource/Irish_Free_State_national_football_team http://dbpedia.org/resource/FAI_Ireland_national_football_team http://dbpedia.org/resource/Ireland_national_soccer_team http://dbpedia.org/resource/Irish_republic_football_team http://dbpedia.org/resource/Republic_of_Ireland_national_association_football_team http://dbpedia.org/resource/Boys_In_Green http://dbpedia.org/resource/National_soccer_team_of_Ireland http://dbpedia.org/resource/Rep._Ireland_national_football_team http://dbpedia.org/resource/Republic_of_Ireland_national_soccer_team http://dbpedia.org/resource/Republic_of_Ireland_National_Football_team http://dbpedia.org/resource/Ireland_soccer http://dbpedia.org/resource/Éire_national_football_team http://dbpedia.org/resource/Irish_international_football_team http://dbpedia.org/resource/Republic_of_ireland_football_team http://dbpedia.org/resource/Republic_of_Ireland_national_football_team http://dbpedia.org/resource/Republic_of_Ireland_soccer_team http://dbpedia.org/resource/Ireland_national_football_team_(FAI) http://dbpedia.org/resource/Republic_of_Ireland_men's_national_football_team http://dbpedia.org/resource/Republic_of_Ireland_national_under-16_football_team http://dbpedia.org/resource/The_Republic_of_Ireland_national_football_team http://dbpedia.org/resource/Irish_soccer_team
3,5,Chile,http://dbpedia.org/resource/Chile,http://dbpedia.org/resource/Chile_at_the_Copa_América http://dbpedia.org/resource/Chile_national_association_football_team http://dbpedia.org/resource/Chilean_national_football_team http://dbpedia.org/resource/Chile_football_team http://dbpedia.org/resource/Chile_national_soccer_team http://dbpedia.org/resource/Chile_national_football_team
3,6,Chile,http://dbpedia.org/resource/Chile,http://dbpedia.org/resource/Chile_at_the_Copa_América http://dbpedia.org/resource/Chile_national_association_football_team http://dbpedia.org/resource/Chilean_national_football_team http://dbpedia.org/resource/Chile_football_team http://dbpedia.org/resource/Chile_national_soccer_team http://dbpedia.org/resource/Chile_national_football_team
3,7,El Salvador,http://dbpedia.org/resource/El_Salvador,http://dbpedia.org/resource/La_Azul http://dbpedia.org/resource/El_salvador_national_football_team http://dbpedia.org/resource/El_Salvador_national_football_team http://dbpedia.org/resource/La_Selecta http://dbpedia.org/resource/Hector_D'Angelo
3,8,Jamaica,http://dbpedia.org/resource/Jamaica,http://dbpedia.org/resource/Jamica_Football_Team http://dbpedia.org/resource/Jamaican_national_soccer_team http://dbpedia.org/resource/Jamaica_national_football_team http://dbpedia.org/resource/Reggae_Boyz http://dbpedia.org/resource/Jamaica_FC http://dbpedia.org/resource/Jamaica_National_Football_Team http://dbpedia.org/resource/Jamaican_National_Football_Team
3,9,Brazil,http://dbpedia.org/resource/Brazil,http://dbpedia.org/resource/Brazilian_national_soccer_team http://dbpedia.org/resource/Brazilian_football_national_team http://dbpedia.org/resource/Brazil_FC http://dbpedia.org/resource/Brazilian_Soccer_Selection http://dbpedia.org/resource/Seleção http://dbpedia.org/resource/Brazil_national_football_team http://dbpedia.org/resource/Brazil_National_Football_Team http://dbpedia.org/resource/BNFT http://dbpedia.org/resource/Brazilian_football_team http://dbpedia.org/resource/Brazil_soccer_team http://dbpedia.org/resource/Brazil_soccer http://dbpedia.org/resource/Brazil_football_team http://dbpedia.org/resource/Top_all_time_goal_scoreres_in_Brazilian_national_team http://dbpedia.org/resource/Brazilian_national_football_team http://dbpedia.org/resource/Brazilian_soccer_team http://dbpedia.org/resource/Brazilian_Football_Museum_Hall_of_Fame http://dbpedia.org/resource/Brazil_national_soccer_team http://dbpedia.org/resource/Selecao http://dbpedia.org/resource/Brasil_national_football_team http://dbpedia.org/resource/Canarinho http://dbpedia.org/resource/Brazilian_footballers
3,10,Dominica,http://dbpedia.org/resource/Dominican_Republic,http://dbpedia.org/resource/Dominica_national_football_team http://dbpedia.org/resource/Dominica_national_under-23_football_team http://dbpedia.org/resource/Dominica_national_under-17_football_team http://dbpedia.org/resource/Dominica_national_under-20_football_team
3,11,Guatemala,http://dbpedia.org/resource/Guatemala,http://dbpedia.org/resource/Los_Chapines http://dbpedia.org/resource/Guatemala_national_football_team
3,12,Saint Kitts and Nevis,http://dbpedia.org/resource/Saint_Kitts_and_Nevis,http://dbpedia.org/resource/Saint_Kitts_and_Nevis_national_football_team http://dbpedia.org/resource/Saint_Christopher-Nevis-Anguilla_national_football_team http://dbpedia.org/resource/St._Kitts_and_Nevis_national_football_team
