F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,Mexico,http://dbpedia.org/resource/Mexico,http://dbpedia.org/resource/Seleccion_Mexicana_de_Futbol http://dbpedia.org/resource/Mexico_national_football_team http://dbpedia.org/resource/Mexico_National_football_team http://dbpedia.org/resource/History_of_the_Mexico_national_football_team http://dbpedia.org/resource/Mexican_national_football_team http://dbpedia.org/resource/El_equipo_de_todos http://dbpedia.org/resource/Mexico_men’s_national_football_team http://dbpedia.org/resource/Mexican_football_team http://dbpedia.org/resource/Mexico_FC http://dbpedia.org/resource/Selección_Mexicana_de_Fútbol http://dbpedia.org/resource/Green_mice http://dbpedia.org/resource/Mexico_national_team http://dbpedia.org/resource/Los_Tricolores http://dbpedia.org/resource/Mexican_national_soccer_team http://dbpedia.org/resource/Mexico_men's_national_football_team http://dbpedia.org/resource/Mexico_national_soccer_team http://dbpedia.org/resource/El_TRI
0,2,England,http://dbpedia.org/resource/England,http://dbpedia.org/resource/English_soccer_team http://dbpedia.org/resource/ENFT http://dbpedia.org/resource/The_Current_England_national_football_squad http://dbpedia.org/resource/England_Internationals http://dbpedia.org/resource/England_football_club http://dbpedia.org/resource/England_National_Football_Team http://dbpedia.org/resource/England_National_Football_team http://dbpedia.org/resource/English_Football_Team http://dbpedia.org/resource/England_F.C http://dbpedia.org/resource/England_football_team http://dbpedia.org/resource/England_national_soccer_team http://dbpedia.org/resource/England_international http://dbpedia.org/resource/England_men's_national_football_team http://dbpedia.org/resource/England_soccer_team http://dbpedia.org/resource/England_F.C. http://dbpedia.org/resource/English_national_football_team http://dbpedia.org/resource/Engerland http://dbpedia.org/resource/England_FC http://dbpedia.org/resource/England_Football_World_Cup_Team http://dbpedia.org/resource/England_F_C http://dbpedia.org/resource/English_football_team http://dbpedia.org/resource/England_International_footballer http://dbpedia.org/resource/English_national_soccer_team http://dbpedia.org/resource/England_national_football_team
0,3,Belgium,http://dbpedia.org/resource/Belgium,http://dbpedia.org/resource/2014_Belgium_national_football_team_results http://dbpedia.org/resource/Belgian_soccer_team http://dbpedia.org/resource/Belgian_football_selection http://dbpedia.org/resource/Rode_Duivels http://dbpedia.org/resource/Belgium_FC http://dbpedia.org/resource/Belgium_men's_national_soccer_team http://dbpedia.org/resource/1895_(supporters'_group) http://dbpedia.org/resource/Beglium_national_football_team http://dbpedia.org/resource/Belgian_national_football_team http://dbpedia.org/resource/Belgium_men's_national_football_team http://dbpedia.org/resource/Belgium_football_selection http://dbpedia.org/resource/Belgian_national_team http://dbpedia.org/resource/2015_Belgium_national_football_team_results http://dbpedia.org/resource/Belgium_national_team http://dbpedia.org/resource/Belgium_national_football_team http://dbpedia.org/resource/Belgium_national_association_football_team http://dbpedia.org/resource/De_Rode_Duivels http://dbpedia.org/resource/Diables_Rouges_(football) http://dbpedia.org/resource/Belgian_national_association_football_team http://dbpedia.org/resource/Belguim_national_football_team http://dbpedia.org/resource/Belgium_National_Football_Team http://dbpedia.org/resource/Belgium_soccer_team http://dbpedia.org/resource/Belgium_football_national_team http://dbpedia.org/resource/Belgian_football_national_team http://dbpedia.org/resource/Belgian_football_team http://dbpedia.org/resource/Les_Diables_Rouges_(football) http://dbpedia.org/resource/Beligum_national_football_team http://dbpedia.org/resource/Belgium_national_soccer_team http://dbpedia.org/resource/Die_Roten_Teufel_(football) http://dbpedia.org/resource/Rote_Teufel_(football) http://dbpedia.org/resource/Belgium_football_team
0,4,Uruguay,http://dbpedia.org/resource/Uruguay,http://dbpedia.org/resource/Uruguayan_national_football_team http://dbpedia.org/resource/La_Celeste http://dbpedia.org/resource/Uruguay_football_team http://dbpedia.org/resource/Uruguay_National_Football_Team http://dbpedia.org/resource/Uruguay_national_football_team http://dbpedia.org/resource/Uruguay_FC
0,5,Brazil,http://dbpedia.org/resource/Brazil,http://dbpedia.org/resource/Brazilian_footballers http://dbpedia.org/resource/Brazilian_national_soccer_team http://dbpedia.org/resource/Brasil_national_football_team http://dbpedia.org/resource/Brazil_National_Football_Team http://dbpedia.org/resource/Brazil_national_football_team http://dbpedia.org/resource/Brazil_football_team http://dbpedia.org/resource/Brazil_national_soccer_team http://dbpedia.org/resource/Seleção http://dbpedia.org/resource/BNFT http://dbpedia.org/resource/Brazil_soccer_team http://dbpedia.org/resource/Brazilian_football_team http://dbpedia.org/resource/Brazilian_soccer_team http://dbpedia.org/resource/Brazil_FC http://dbpedia.org/resource/Brazilian_football_national_team http://dbpedia.org/resource/Brazilian_Football_Museum_Hall_of_Fame http://dbpedia.org/resource/Top_all_time_goal_scoreres_in_Brazilian_national_team http://dbpedia.org/resource/Brazilian_national_football_team http://dbpedia.org/resource/Brazilian_Soccer_Selection http://dbpedia.org/resource/Brazil_soccer http://dbpedia.org/resource/Selecao http://dbpedia.org/resource/Canarinho
0,6,Peru,http://dbpedia.org/resource/Peru,http://dbpedia.org/resource/Peru_national_under-23_football_team http://dbpedia.org/resource/La_Blanquirroja http://dbpedia.org/resource/Peruvian_national_soccer_team http://dbpedia.org/resource/Perú_national_football_team http://dbpedia.org/resource/Peruvian_national_football_team http://dbpedia.org/resource/Peru_national_football_team http://dbpedia.org/resource/Peru_national_soccer_team
0,7,El Salvador,http://dbpedia.org/resource/El_Salvador,http://dbpedia.org/resource/El_salvador_national_football_team http://dbpedia.org/resource/La_Selecta http://dbpedia.org/resource/La_Azul http://dbpedia.org/resource/Hector_D'Angelo http://dbpedia.org/resource/El_Salvador_national_football_team
0,8,Sweden,http://dbpedia.org/resource/Sweden,http://dbpedia.org/resource/Swedish_National_Football_Squad http://dbpedia.org/resource/Swedish_national_football_team http://dbpedia.org/resource/Swedish_National_Football_Team http://dbpedia.org/resource/Blagult http://dbpedia.org/resource/Sweden_football_team http://dbpedia.org/resource/Sweden_national_football_team http://dbpedia.org/resource/Blågult http://dbpedia.org/resource/Sweden_FC
0,9,West Germany,http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/Germany_footbal_team http://dbpedia.org/resource/Germany_football_team http://dbpedia.org/resource/West_Germany_National_Football_Team http://dbpedia.org/resource/West_Germany_national_football_team http://dbpedia.org/resource/Germany_FC http://dbpedia.org/resource/Germany_national_soccer_team http://dbpedia.org/resource/Mannschaft http://dbpedia.org/resource/German_national_soccer_team http://dbpedia.org/resource/German_national_football_team http://dbpedia.org/resource/Germany_National_Football_Team http://dbpedia.org/resource/German_National_Football_Team http://dbpedia.org/resource/Die_Nationalelf http://dbpedia.org/resource/Die_Mannschaft http://dbpedia.org/resource/Germany_men's_national_football_team http://dbpedia.org/resource/Germany_football_national_team http://dbpedia.org/resource/Der_Panzer http://dbpedia.org/resource/Germany_national_football_team http://dbpedia.org/resource/German_football_team
0,10,Morocco,http://dbpedia.org/resource/Morocco,http://dbpedia.org/resource/Atlas_Lions http://dbpedia.org/resource/Morocco_FC http://dbpedia.org/resource/Moroccan_national_football_team http://dbpedia.org/resource/Morocco_national_football_team
0,11,Soviet Union,http://dbpedia.org/resource/Soviet_Union,http://dbpedia.org/resource/Ussr_national_football_team http://dbpedia.org/resource/USSR_National_Team http://dbpedia.org/resource/Soviet_national_football_team http://dbpedia.org/resource/Soviet_Union_national_football_team http://dbpedia.org/resource/USSR_national_football_team
0,12,Romania,http://dbpedia.org/resource/Romania,http://dbpedia.org/resource/Romanian_national_football_team http://dbpedia.org/resource/Romania_National_Football_Team http://dbpedia.org/resource/Rumania_national_football_team http://dbpedia.org/resource/Romanian_National_team http://dbpedia.org/resource/Romania_football_team http://dbpedia.org/resource/Romanian_national_team http://dbpedia.org/resource/Pompiliu_Popescu http://dbpedia.org/resource/Romania_national_football_team
0,13,Italy,http://dbpedia.org/resource/Italy,http://dbpedia.org/resource/Italian_national_football_team http://dbpedia.org/resource/Italy_national_soccer_team http://dbpedia.org/resource/Italy_world_cup_2006 http://dbpedia.org/resource/Italy_football_team http://dbpedia.org/resource/Italian_football_national_team http://dbpedia.org/resource/Italy_national_squad http://dbpedia.org/resource/Azzuri http://dbpedia.org/resource/Gli_Azzurri http://dbpedia.org/resource/Italian_national_soccer_team http://dbpedia.org/resource/Italy_football_national_team http://dbpedia.org/resource/Italy_National_team http://dbpedia.org/resource/Italy_national_football_team http://dbpedia.org/resource/Italian_football_team http://dbpedia.org/resource/Squadra_Azzurra http://dbpedia.org/resource/Italy_National_Football_Team http://dbpedia.org/resource/Italian_national_team
0,14,Czechoslovakia,http://dbpedia.org/resource/Czech_Republic,http://dbpedia.org/resource/Representation_of_Czechs_and_Slovaks http://dbpedia.org/resource/Czechoslovak_national_football_team http://dbpedia.org/resource/Czechoslovakia_national_football_team
0,15,Bulgaria,http://dbpedia.org/resource/Bulgaria,http://dbpedia.org/resource/Bulgaria_national_football_team http://dbpedia.org/resource/Bulgaria_National_Football_Team http://dbpedia.org/resource/Bulgaria_FC http://dbpedia.org/resource/Bulgarian_national_football_team http://dbpedia.org/resource/Bulgaria_football_team http://dbpedia.org/resource/Bulgarian_national_team
0,16,Israel,http://dbpedia.org/resource/Israel,http://dbpedia.org/resource/Israel_national_football_team http://dbpedia.org/resource/Israeli_national_football_team http://dbpedia.org/resource/Israeli_football_team
