F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,New York Yankees,http://dbpedia.org/resource/Yankee_Stadium,http://dbpedia.org/resource/1961_New_York_Yankees_season http://dbpedia.org/resource/1961_New_York_Yankees http://dbpedia.org/resource/1961_New_York_Yankees_season_game_log
0,3,Baltimore Orioles,http://dbpedia.org/resource/Baltimore,http://dbpedia.org/resource/1961_Baltimore_Orioles_season
0,4,Chicago White Sox,http://dbpedia.org/resource/Chicago,http://dbpedia.org/resource/1961_Chicago_White_Sox_season
0,5,Cleveland Indians,http://dbpedia.org/resource/Cleveland,http://dbpedia.org/resource/1961_Cleveland_Indians_season
0,6,Boston Red Sox,http://dbpedia.org/resource/Texas_Rangers_(baseball),http://dbpedia.org/resource/1961_Boston_Red_Sox_season
0,7,Minnesota Twins,http://dbpedia.org/resource/University_of_Minnesota,http://dbpedia.org/resource/1961_Minnesota_Twins http://dbpedia.org/resource/1961_Minnesota_Twins_season
0,8,Los Angeles Angels,http://dbpedia.org/resource/Los_Angeles,http://dbpedia.org/resource/1961_Los_Angeles_Angels_season
0,9,Kansas City Athletics,"http://dbpedia.org/resource/Kansas_City,_Missouri",http://dbpedia.org/resource/1961_Kansas_City_Athletics_season
0,10,Washington Senators,http://dbpedia.org/resource/Texas_Rangers_(baseball),http://dbpedia.org/resource/1961_Washington_Senators_season
