F1: 0.09091,Precision: 0.09091,Recall: 0.09091,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,Austrian Singles Chart,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Austrian_Albums_Chart http://dbpedia.org/resource/Austrian_Singles_Chart http://dbpedia.org/resource/Ö3_Austria_Top_75 http://dbpedia.org/resource/Ö3_Austria_Top_40 http://dbpedia.org/resource/List_of_number-one_hits_(Austria) http://dbpedia.org/resource/O3_Austria_Top_40 http://dbpedia.org/resource/Austria_Top_40
0,2,Australian ARIA Singles Chart,http://dbpedia.org/resource/Australian_Recording_Industry_Association,http://dbpedia.org/resource/Australian_Top_100_Albums_Chart http://dbpedia.org/resource/ARIA:_Gold http://dbpedia.org/resource/ARIA_Chart http://dbpedia.org/resource/Aria_Charts http://dbpedia.org/resource/Australian_chart http://dbpedia.org/resource/ARIA_Charts http://dbpedia.org/resource/Australia_Top_100_Singles http://dbpedia.org/resource/ARIA_Albums_chart http://dbpedia.org/resource/ARIA_certification http://dbpedia.org/resource/Australian_singles_charts http://dbpedia.org/resource/ARIA_charts http://dbpedia.org/resource/ARIA_music_chart http://dbpedia.org/resource/ARIA_report http://dbpedia.org/resource/Australian_album_chart http://dbpedia.org/resource/Australian_singles_chart http://dbpedia.org/resource/The_ARIA_Report http://dbpedia.org/resource/Australian_ARIA_Singles_Chart http://dbpedia.org/resource/Australia_Singles_Top_50 http://dbpedia.org/resource/Australian_Singles_Chart http://dbpedia.org/resource/ARIA_Report http://dbpedia.org/resource/ARIA_Gold http://dbpedia.org/resource/ARIA_certifications http://dbpedia.org/resource/ARIA_Top_50_Club_Tracks_Chart http://dbpedia.org/resource/Australian_Albums_Chart http://dbpedia.org/resource/Australian_Top_50_Club_Tracks http://dbpedia.org/resource/ARIA_Singles_Chart http://dbpedia.org/resource/ARIA_chart http://dbpedia.org/resource/ARIA_Albums_Chart http://dbpedia.org/resource/Australian_charts
0,3,Belgium (Flanders) Singles Chart,http://dbpedia.org/resource/Belgium,http://dbpedia.org/resource/Ultratop_50_(Flanders) http://dbpedia.org/resource/Belgian_Tip_Chart http://dbpedia.org/resource/Ultratip_Wallonia http://dbpedia.org/resource/Ultratop_50_(francophone) http://dbpedia.org/resource/Belgium_Albums_Chart http://dbpedia.org/resource/Ultratop_50_(flemish) http://dbpedia.org/resource/Ultratop50 http://dbpedia.org/resource/Ultratop http://dbpedia.org/resource/Ultratop_50_(Flemish) http://dbpedia.org/resource/Ultratip_Flanders http://dbpedia.org/resource/Belgian_singles_chart http://dbpedia.org/resource/Ultratop_40 http://dbpedia.org/resource/Ultratop_chart http://dbpedia.org/resource/Ultratop_200 http://dbpedia.org/resource/Belgian_Singles_Chart http://dbpedia.org/resource/Belgium_singles_chart http://dbpedia.org/resource/Ultratop_50_(Francophone) http://dbpedia.org/resource/Ultratop_200_Albums http://dbpedia.org/resource/Ultratop_50_(Walloon) http://dbpedia.org/resource/Ultratip http://dbpedia.org/resource/Ultratop_100_Albums http://dbpedia.org/resource/Belgium_Singles_Chart http://dbpedia.org/resource/Ultratop_50_Albums http://dbpedia.org/resource/Ultratop40 http://dbpedia.org/resource/Ultratop_50_(Wallonia) http://dbpedia.org/resource/Ultratop_Chart http://dbpedia.org/resource/Belgian_Album_Chart http://dbpedia.org/resource/Belgian_Albums_Chart http://dbpedia.org/resource/Ultratop_50 http://dbpedia.org/resource/Belgium_Album_Chart
0,4,Belgium (Wallonia) Singles Chart,http://dbpedia.org/resource/Belgium,http://dbpedia.org/resource/Ultratop_50_(Flanders) http://dbpedia.org/resource/Belgian_Tip_Chart http://dbpedia.org/resource/Ultratip_Wallonia http://dbpedia.org/resource/Ultratop_50_(francophone) http://dbpedia.org/resource/Belgium_Albums_Chart http://dbpedia.org/resource/Ultratop_50_(flemish) http://dbpedia.org/resource/Ultratop50 http://dbpedia.org/resource/Ultratop http://dbpedia.org/resource/Ultratop_50_(Flemish) http://dbpedia.org/resource/Ultratip_Flanders http://dbpedia.org/resource/Belgian_singles_chart http://dbpedia.org/resource/Ultratop_40 http://dbpedia.org/resource/Ultratop_chart http://dbpedia.org/resource/Ultratop_200 http://dbpedia.org/resource/Belgian_Singles_Chart http://dbpedia.org/resource/Belgium_singles_chart http://dbpedia.org/resource/Ultratop_50_(Francophone) http://dbpedia.org/resource/Ultratop_200_Albums http://dbpedia.org/resource/Ultratop_50_(Walloon) http://dbpedia.org/resource/Ultratip http://dbpedia.org/resource/Ultratop_100_Albums http://dbpedia.org/resource/Belgium_Singles_Chart http://dbpedia.org/resource/Ultratop_50_Albums http://dbpedia.org/resource/Ultratop40 http://dbpedia.org/resource/Ultratop_50_(Wallonia) http://dbpedia.org/resource/Ultratop_Chart http://dbpedia.org/resource/Belgian_Album_Chart http://dbpedia.org/resource/Belgian_Albums_Chart http://dbpedia.org/resource/Ultratop_50 http://dbpedia.org/resource/Belgium_Album_Chart
0,5,Czech Republic Singles Chart[15],http://dbpedia.org/resource/Czech_Republic,"http://dbpedia.org/resource/Slovak_Albums_Chart http://dbpedia.org/resource/Media-Hound http://dbpedia.org/resource/The_International_Federation_of_the_Phonographic_Industry http://dbpedia.org/resource/Medzinárodná_federácia_fonografického_priemyslu http://dbpedia.org/resource/Cámara_Uruguaya_del_Disco http://dbpedia.org/resource/Slovak_Rádio_Top_50 http://dbpedia.org/resource/Czech_Albums_Chart http://dbpedia.org/resource/IFPI_Czech http://dbpedia.org/resource/Ifpi.com http://dbpedia.org/resource/Czech_Top_50_Albums_Chart http://dbpedia.org/resource/IFPI_Czech_Republic http://dbpedia.org/resource/ČNS_IFPI http://dbpedia.org/resource/Czech_Video_Chart http://dbpedia.org/resource/TOP_20_Hudební_video http://dbpedia.org/resource/IFPI_Austria http://dbpedia.org/resource/International_Federation_of_Phonogram_and_Videogram_Producers http://dbpedia.org/resource/Anti-Piracy_Investigation,_Training_and_Resources http://dbpedia.org/resource/Czech_Albums_chart http://dbpedia.org/resource/Recording_Industry_Foundation_in_Taiwan http://dbpedia.org/resource/International_Federation_of_the_Phonographic_Industry http://dbpedia.org/resource/IFPI"
0,6,Dutch Mega Top 100,http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/Mega_Top_50 http://dbpedia.org/resource/Netherlands_Mega_Top_50 http://dbpedia.org/resource/Dutch_Mega_Top_50 http://dbpedia.org/resource/Mega_Top_100
0,7,European Hot 100[16],http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/Europe_top_100 http://dbpedia.org/resource/List_of_number-one_hits_(Europe) http://dbpedia.org/resource/Europarade http://dbpedia.org/resource/European_chart http://dbpedia.org/resource/Euro_Hot_200 http://dbpedia.org/resource/Eurochart_Hot_100 http://dbpedia.org/resource/Eurochart_Hot_200_Singles http://dbpedia.org/resource/List_of_European_number-one_hits http://dbpedia.org/resource/European_Hot_100 http://dbpedia.org/resource/European_Hot_100_Singles http://dbpedia.org/resource/Eurochart_Hot_100_Singles http://dbpedia.org/resource/Euro_Hot_100 http://dbpedia.org/resource/List_of_number-one_hits_in_Europe
0,9,German Singles Chart,http://dbpedia.org/resource/Switzerland,http://dbpedia.org/resource/Media-Control-Charts http://dbpedia.org/resource/Media_Control_Gfk_International http://dbpedia.org/resource/GfK_Entertainment_GmbH http://dbpedia.org/resource/German_Media_Control_Charts http://dbpedia.org/resource/Top_100_Singles http://dbpedia.org/resource/Phononet_GmbH http://dbpedia.org/resource/Download_Charts http://dbpedia.org/resource/German_Singles_Charts http://dbpedia.org/resource/Media_Control_Chart http://dbpedia.org/resource/Media_Control http://dbpedia.org/resource/German_singles_chart http://dbpedia.org/resource/Media_Control_Charts http://dbpedia.org/resource/Official_German_Charts http://dbpedia.org/resource/Media_Control_AG http://dbpedia.org/resource/Top100_Singles http://dbpedia.org/resource/Media_Control_GfK_International http://dbpedia.org/resource/GfK_Entertainment_Charts http://dbpedia.org/resource/Media_control http://dbpedia.org/resource/GfK_Entertainment http://dbpedia.org/resource/German_Albums_Chart http://dbpedia.org/resource/German_Singles_Chart
0,12,Spanish Singles Chart,http://dbpedia.org/resource/Philippines,http://dbpedia.org/resource/Spanish_Record_Charts http://dbpedia.org/resource/PROMUSICAE http://dbpedia.org/resource/Canciones_Top_50 http://dbpedia.org/resource/Promusicae http://dbpedia.org/resource/Spanish_Albums_Chart http://dbpedia.org/resource/Spanish_Singles_Chart http://dbpedia.org/resource/Productores_de_Música_de_España http://dbpedia.org/resource/Spanish_Albums_Charts http://dbpedia.org/resource/Productores_de_Musica_de_Espana
