F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,Southern,http://dbpedia.org/resource/University_of_Southern_California,http://dbpedia.org/resource/Southern_Jaguars_football
1,2,Grambling State,http://dbpedia.org/resource/Grambling_State_University,http://dbpedia.org/resource/2000_Grambling_State_Tigers_football_team
1,3,Grambling State,http://dbpedia.org/resource/Grambling_State_University,http://dbpedia.org/resource/Grambling_State_Tigers_football
1,4,Grambling State,http://dbpedia.org/resource/Grambling_State_University,http://dbpedia.org/resource/Grambling_State_Tigers_football
1,5,Southern,http://dbpedia.org/resource/University_of_Southern_California,http://dbpedia.org/resource/Southern_Jaguars_football
1,7,Grambling State,http://dbpedia.org/resource/Grambling_State_University,http://dbpedia.org/resource/Grambling_State_Tigers_football
1,10,Grambling State,http://dbpedia.org/resource/Grambling_State_University,http://dbpedia.org/resource/Grambling_State_Tigers_football
1,11,Prairie View A&M,http://dbpedia.org/resource/Prairie_View_A&M_University,http://dbpedia.org/resource/Prairie_View_A&M_Panthers_football
1,12,Texas Southern (vacated),http://dbpedia.org/resource/Texas_Southern_University,http://dbpedia.org/resource/Texas_Southern_Tigers_football
1,13,Grambling State,http://dbpedia.org/resource/Grambling_State_University,http://dbpedia.org/resource/2011_Grambling_State_Tigers_football_team
1,15,Southern,http://dbpedia.org/resource/University_of_Southern_California,http://dbpedia.org/resource/2013_Southern_Jaguars_football_team
1,16,Alcorn State,http://dbpedia.org/resource/Alcorn_State_University,http://dbpedia.org/resource/2014_Alcorn_State_Braves_football_team
1,17,Alcorn State,http://dbpedia.org/resource/Alcorn_State_University,http://dbpedia.org/resource/2015_Alcorn_State_Braves_football_team
