F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,Diving,http://dbpedia.org/resource/Swimming_(sport),http://dbpedia.org/resource/Diving_at_the_2015_Southeast_Asian_Games
0,2,Swimming,http://dbpedia.org/resource/Swimming_(sport),http://dbpedia.org/resource/Swimming_at_the_2015_Southeast_Asian_Games
0,3,Synchronised swimming,http://dbpedia.org/resource/Synchronised_swimming,http://dbpedia.org/resource/Synchronised_swimming_at_the_2015_Southeast_Asian_Games http://dbpedia.org/resource/Synchronized_swimming_at_the_2015_Southeast_Asian_Games
0,4,Water polo,http://dbpedia.org/resource/Water_polo,http://dbpedia.org/resource/Water_polo_at_the_2015_Southeast_Asian_Games
0,5,Archery,http://dbpedia.org/resource/Archery,http://dbpedia.org/resource/Archery_at_the_2015_Southeast_Asian_Games
0,6,Athletics,http://dbpedia.org/resource/Sport_of_athletics,http://dbpedia.org/resource/Athletics_at_the_2015_Southeast_Asian_Games
0,7,Badminton,http://dbpedia.org/resource/Badminton,http://dbpedia.org/resource/Badminton_at_the_2015_Southeast_Asian_Games
0,8,Basketball,http://dbpedia.org/resource/Basketball,http://dbpedia.org/resource/Basketball_at_the_2015_Southeast_Asian_Games
0,9,Billiards and snooker,http://dbpedia.org/resource/Cue_sports,http://dbpedia.org/resource/Billiards_and_snooker_at_the_2015_Southeast_Asian_Games
0,10,Bowling,http://dbpedia.org/resource/Bowls,http://dbpedia.org/resource/Bowling_at_the_2015_Southeast_Asian_Games
0,11,Boxing,http://dbpedia.org/resource/Boxing,http://dbpedia.org/resource/Boxing_at_the_2015_Southeast_Asian_Games
0,12,Canoeing,http://dbpedia.org/resource/Canoeing,http://dbpedia.org/resource/Canoeing_at_the_2015_Southeast_Asian_Games
0,13,Cycling,http://dbpedia.org/resource/Cycling,http://dbpedia.org/resource/Cycling_at_the_2015_Southeast_Asian_Games
0,14,Equestrian,http://dbpedia.org/resource/Horse,http://dbpedia.org/resource/Equestrian_at_the_2015_Southeast_Asian_Games
0,15,Fencing,http://dbpedia.org/resource/Fencing,http://dbpedia.org/resource/Fencing_at_the_2015_Southeast_Asian_Games
0,16,Field hockey,http://dbpedia.org/resource/Field_hockey,http://dbpedia.org/resource/Field_hockey_at_the_2015_Southeast_Asian_Games
0,17,Floorball,http://dbpedia.org/resource/Floorball,http://dbpedia.org/resource/Floorball_at_the_2015_Southeast_Asian_Games
0,18,Football,http://dbpedia.org/resource/Association_football,http://dbpedia.org/resource/Football_at_the_2015_Southeast_Asian_Games
0,19,Golf,http://dbpedia.org/resource/Golf,http://dbpedia.org/resource/Golf_at_the_2015_Southeast_Asian_Games
0,20,Gymnasticsâ\u0080\u0093Artistic,http://dbpedia.org/resource/C0_and_C1_control_codes,http://dbpedia.org/resource/Gymnastics_at_the_2015_Southeast_Asian_Games
0,21,Gymnasticsâ\u0080\u0093Rhythmic,http://dbpedia.org/resource/C0_and_C1_control_codes,http://dbpedia.org/resource/Gymnastics_at_the_2015_Southeast_Asian_Games
0,22,Judo,http://dbpedia.org/resource/Jews,http://dbpedia.org/resource/Judo_at_the_2015_Southeast_Asian_Games
0,23,Netball,http://dbpedia.org/resource/Netball,http://dbpedia.org/resource/Netball_at_the_2015_Southeast_Asian_Games
0,24,Pencak silat,http://dbpedia.org/resource/Silat,http://dbpedia.org/resource/Pencak_silat_at_the_2015_Southeast_Asian_Games
0,25,PÃ©tanque,http://dbpedia.org/resource/Pétanque,http://dbpedia.org/resource/Pétanque_at_the_2015_Southeast_Asian_Games
0,26,Rowing,http://dbpedia.org/resource/Rowing_(sport),http://dbpedia.org/resource/Rowing_at_the_2015_Southeast_Asian_Games
0,27,Rugby sevens,http://dbpedia.org/resource/Rugby_sevens,http://dbpedia.org/resource/Rugby_sevens_at_the_2015_Southeast_Asian_Games
0,28,Sailing,http://dbpedia.org/resource/Sailing_(sport),http://dbpedia.org/resource/Sailing_at_the_2015_Southeast_Asian_Games
0,29,Sepak takraw,http://dbpedia.org/resource/Sepak_takraw,http://dbpedia.org/resource/Sepak_takraw_at_the_2015_Southeast_Asian_Games
0,30,Shooting,http://dbpedia.org/resource/Hunting,http://dbpedia.org/resource/Shooting_at_the_2015_Southeast_Asian_Games
0,31,Softball,http://dbpedia.org/resource/Baseball,http://dbpedia.org/resource/Softball_at_the_2015_Southeast_Asian_Games
0,32,Squash,http://dbpedia.org/resource/Squash_(sport),http://dbpedia.org/resource/Squash_at_the_2015_Southeast_Asian_Games
0,33,Table tennis,http://dbpedia.org/resource/Tennis,http://dbpedia.org/resource/Table_tennis_at_the_2015_Southeast_Asian_Games
0,34,Taekwondo,http://dbpedia.org/resource/Taekwondo,http://dbpedia.org/resource/Taekwondo_at_the_2015_Southeast_Asian_Games
0,35,Tennis,http://dbpedia.org/resource/Tennis,http://dbpedia.org/resource/Tennis_at_the_2015_Southeast_Asian_Games
0,36,Triathlon,http://dbpedia.org/resource/Triathlon,http://dbpedia.org/resource/Triathlon_at_the_2015_Southeast_Asian_Games
0,37,Volleyball,http://dbpedia.org/resource/Volleyball,http://dbpedia.org/resource/Volleyball_at_the_2015_Southeast_Asian_Games
0,38,Waterskiing,http://dbpedia.org/resource/Water_skiing,http://dbpedia.org/resource/Waterskiing_at_the_2015_Southeast_Asian_Games
0,39,Wushu,http://dbpedia.org/resource/Wushu_(sport),http://dbpedia.org/resource/Wushu_at_the_2015_Southeast_Asian_Games
