F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
1,2,Austria,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Austria_in_the_Eurovision_Song_Contest_2014
1,3,Armenia,http://dbpedia.org/resource/Armenia,http://dbpedia.org/resource/Armenia_in_the_Eurovision_Song_Contest_2014
1,4,Netherlands,http://dbpedia.org/resource/William_I_of_the_Netherlands,http://dbpedia.org/resource/Netherlands_in_the_Eurovision_Song_Contest_2014
1,5,Russia,http://dbpedia.org/resource/Russia,http://dbpedia.org/resource/Russia_in_the_Eurovision_Song_Contest_2014
1,6,Poland,http://dbpedia.org/resource/Poland,http://dbpedia.org/resource/Poland_in_the_Eurovision_Song_Contest_2014
1,7,Romania,http://dbpedia.org/resource/Romania,http://dbpedia.org/resource/Romania_in_the_Eurovision_Song_Contest_2014 http://dbpedia.org/resource/Selecția_Națională_2014
1,8,Finland,http://dbpedia.org/resource/Finland,http://dbpedia.org/resource/Finland_in_the_Eurovision_Song_Contest_2014 http://dbpedia.org/resource/UMK_2014 http://dbpedia.org/resource/Uuden_Musiikin_Kilpailu_2014
1,10,Ukraine,http://dbpedia.org/resource/Ukraine,http://dbpedia.org/resource/Ukraine_in_the_Eurovision_Song_Contest_2014
1,11,Switzerland,http://dbpedia.org/resource/Switzerland,http://dbpedia.org/resource/Switzerland_in_the_Eurovision_Song_Contest_2014
1,12,Montenegro,http://dbpedia.org/resource/Montenegro,http://dbpedia.org/resource/Montenegro_in_the_Eurovision_Song_Contest_2014
