F1: 0.08000,Precision: 0.08000,Recall: 0.08000,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,1946 election,http://dbpedia.org/resource/1946_in_sports,"http://dbpedia.org/resource/New_Zealand_general_election,_1946 http://dbpedia.org/resource/New_Zealand_general_election_1946"
0,2,1949 election,http://dbpedia.org/resource/1949_in_literature,"http://dbpedia.org/resource/New_Zealand_general_election_1949 http://dbpedia.org/resource/New_Zealand_general_election,_1949"
0,3,1951 election,http://dbpedia.org/resource/1951_in_music,"http://dbpedia.org/resource/New_Zealand_general_election,_1951 http://dbpedia.org/resource/New_Zealand_general_election_1951"
0,4,1954 election,http://dbpedia.org/resource/1954_in_film,"http://dbpedia.org/resource/New_Zealand_general_election,_1954 http://dbpedia.org/resource/New_Zealand_general_election_1954"
0,5,1957 election,http://dbpedia.org/resource/1957_in_television,"http://dbpedia.org/resource/New_Zealand_general_election_1957 http://dbpedia.org/resource/New_Zealand_general_election,_1957"
0,6,1960 election,http://dbpedia.org/resource/1960_United_States_presidential_election,"http://dbpedia.org/resource/New_Zealand_general_election,_1960 http://dbpedia.org/resource/New_Zealand_general_election_1960"
0,7,1963 election,http://dbpedia.org/resource/1963,"http://dbpedia.org/resource/New_Zealand_general_election,_1963 http://dbpedia.org/resource/New_Zealand_general_election_1963"
0,8,1966 election,http://dbpedia.org/resource/1966,"http://dbpedia.org/resource/New_Zealand_general_election_1966 http://dbpedia.org/resource/New_Zealand_general_election,_1966"
0,9,1969 election,http://dbpedia.org/resource/Elections_in_Gibraltar,"http://dbpedia.org/resource/New_Zealand_general_election,_1969 http://dbpedia.org/resource/New_Zealand_general_election_1969"
0,10,1972 election,http://dbpedia.org/resource/Elections_in_Gibraltar,"http://dbpedia.org/resource/New_Zealand_general_election,_1972 http://dbpedia.org/resource/New_Zealand_general_election_1972"
0,11,1975 election,http://dbpedia.org/resource/Northern_Ireland_Constitutional_Convention,"http://dbpedia.org/resource/New_Zealand_general_election,_1975 http://dbpedia.org/resource/New_Zealand_general_election_1975"
0,12,1978 election,http://dbpedia.org/resource/1978_French_legislative_election,"http://dbpedia.org/resource/New_Zealand_general_election_1978 http://dbpedia.org/resource/New_Zealand_general_election,_1978"
0,13,1979 by-election,http://dbpedia.org/resource/List_of_United_Kingdom_by-elections_(1979–2010),"http://dbpedia.org/resource/Christchurch_Central_by-election,_1979 http://dbpedia.org/resource/Christchurch_Central_by-election_1979"
0,14,1981 election,http://dbpedia.org/resource/Elections_in_Trinidad_and_Tobago,"http://dbpedia.org/resource/New_Zealand_general_election,_1981 http://dbpedia.org/resource/New_Zealand_General_Election_1981 http://dbpedia.org/resource/New_Zealand_general_election_1981"
0,15,1984 election,http://dbpedia.org/resource/Elections_in_Gibraltar,"http://dbpedia.org/resource/New_Zealand_general_election_1984 http://dbpedia.org/resource/New_Zealand_general_election,_1984 http://dbpedia.org/resource/Schnapps_election"
0,16,1987 election,http://dbpedia.org/resource/1987_Turkish_general_election,"http://dbpedia.org/resource/New_Zealand_general_election_1987 http://dbpedia.org/resource/New_Zealand_general_election,_1987 http://dbpedia.org/resource/New_Zealand_General_Election_1987"
0,17,1990 election,http://dbpedia.org/resource/Elections_in_Australia,"http://dbpedia.org/resource/New_Zealand_general_election_1990 http://dbpedia.org/resource/New_Zealand_General_Election,_1990 http://dbpedia.org/resource/New_Zealand_general_election,_1990"
0,18,1993 election,http://dbpedia.org/resource/1993_New_Zealand_general_election,"http://dbpedia.org/resource/New_Zealand_general_election_1993 http://dbpedia.org/resource/New_Zealand_general_election,_1993"
0,20,1999 election,http://dbpedia.org/resource/1999_Indian_general_election,"http://dbpedia.org/resource/New_Zealand_general_election,_1999 http://dbpedia.org/resource/New_Zealand_general_election_1999"
0,21,2002 election,http://dbpedia.org/resource/2002_French_presidential_election,"http://dbpedia.org/resource/New_Zealand_general_election,_2002 http://dbpedia.org/resource/New_Zealand_general_election_2002"
0,22,2005 election,http://dbpedia.org/resource/2005_New_Zealand_general_election,"http://dbpedia.org/resource/New_Zealand_general_election_2005 http://dbpedia.org/resource/New_Zealand_general_election,_2005 http://dbpedia.org/resource/New_Zealand_General_election,_2005"
0,23,2008 election,http://dbpedia.org/resource/2008_United_States_presidential_election,"http://dbpedia.org/resource/2008_New_Zealand_General_Election http://dbpedia.org/resource/New_Zealand_general_election_2008 http://dbpedia.org/resource/2008_NZ_election http://dbpedia.org/resource/New_Zealand_general_election,_2008 http://dbpedia.org/resource/2008_New_Zealand_general_election"
0,25,2014 election,http://dbpedia.org/resource/2014_elections_in_India,"http://dbpedia.org/resource/2014_NZ_election http://dbpedia.org/resource/New_Zealand_election_2014 http://dbpedia.org/resource/2014_New_Zealand_General_Election http://dbpedia.org/resource/NZ_election_2014 http://dbpedia.org/resource/2014_New_Zealand_general_election http://dbpedia.org/resource/New_Zealand_general_election,_2014 http://dbpedia.org/resource/New_Zealand_General_Election,_2014"
