F1: 0.11111,Precision: 0.11111,Recall: 0.11111,,
Col,Row,Value,Submitted URI,Correct URI's
4,1,Cruz (1â\u0080\u00930),"http://dbpedia.org/resource/Santa_Cruz_County,_California",http://dbpedia.org/resource/Juan_Cruz_(baseball) http://dbpedia.org/resource/Juan_Cruz_(Baseball_player)
4,2,Estes (2â\u0080\u00933),"http://dbpedia.org/resource/Este,_Veneto",http://dbpedia.org/resource/Shawn_Estes
4,3,Speier (2â\u0080\u00930),http://dbpedia.org/resource/Speyer,http://dbpedia.org/resource/Justin_Speier
4,4,Borowski (1â\u0080\u00930),http://dbpedia.org/resource/Tadeusz_Borowski,http://dbpedia.org/resource/Joe_Borowski_(baseball) http://dbpedia.org/resource/Joe_Borowski_(baseball_player)
4,5,Sheets (3â\u0080\u00933),http://dbpedia.org/resource/Kory_Sheets,http://dbpedia.org/resource/Ben_Sheets
4,7,Estes (3â\u0080\u00933),"http://dbpedia.org/resource/Este,_Veneto",http://dbpedia.org/resource/Shawn_Estes
4,8,Morris (4â\u0080\u00932),http://dbpedia.org/resource/William_Morris,http://dbpedia.org/resource/Matt_Morris_(baseball_player) http://dbpedia.org/resource/Matt_Christian_Morris http://dbpedia.org/resource/Matt_Morris_(baseball) http://dbpedia.org/resource/Matt_Morris_(Baseball_player)
4,9,Remlinger (1â\u0080\u00930),http://de.dbpedia.org/resource/Stefanie_Remlinger,http://dbpedia.org/resource/Mike_Remlinger
4,11,Prior (5â\u0080\u00931),http://dbpedia.org/resource/Matthew_Prior,http://dbpedia.org/resource/Mark_Prior
4,12,Estes (4â\u0080\u00933),"http://dbpedia.org/resource/Este,_Veneto",http://dbpedia.org/resource/Shawn_Estes
4,13,Zambrano (4â\u0080\u00933),"http://dbpedia.org/resource/Zambrano,_Bolívar","http://dbpedia.org/resource/Carlos_Alberto_Zambrano http://dbpedia.org/resource/Carlos_Zambrano http://dbpedia.org/resource/Carlos_Zambrano_(baseball) http://dbpedia.org/resource/Zambrano,_Carlos"
4,14,Farnsworth (2â\u0080\u00930),http://dbpedia.org/resource/Farnsworth_Wright,http://dbpedia.org/resource/Kyle_Farnsworth
4,15,Williams (5â\u0080\u00930),http://dbpedia.org/resource/Serena_Williams,"http://dbpedia.org/resource/Williams,_Woody http://dbpedia.org/resource/Gregory_Scott_Williams http://dbpedia.org/resource/Woody_Williams http://dbpedia.org/resource/Woody_Williams_(baseball)"
4,16,Remlinger (2â\u0080\u00930),http://de.dbpedia.org/resource/Stefanie_Remlinger,http://dbpedia.org/resource/Mike_Remlinger
4,17,Hermanson (1â\u0080\u00931),http://dbpedia.org/resource/Mount_Hermanson,http://dbpedia.org/resource/Dustin_Hermanson
4,18,Morris (5â\u0080\u00933),http://dbpedia.org/resource/William_Morris,http://dbpedia.org/resource/Matt_Morris_(baseball_player) http://dbpedia.org/resource/Matt_Christian_Morris http://dbpedia.org/resource/Matt_Morris_(baseball) http://dbpedia.org/resource/Matt_Morris_(Baseball_player)
4,20,D'Amico (4â\u0080\u00934),http://dbpedia.org/resource/Silvio_D'Amico,http://dbpedia.org/resource/Jeff_D'Amico
4,21,Remlinger (3â\u0080\u00930),http://de.dbpedia.org/resource/Stefanie_Remlinger,http://dbpedia.org/resource/Mike_Remlinger
4,23,Estes (5â\u0080\u00933),"http://dbpedia.org/resource/Este,_Veneto",http://dbpedia.org/resource/Shawn_Estes
4,24,Zambrano (5â\u0080\u00934),"http://dbpedia.org/resource/Zambrano,_Bolívar","http://dbpedia.org/resource/Carlos_Alberto_Zambrano http://dbpedia.org/resource/Carlos_Zambrano http://dbpedia.org/resource/Carlos_Zambrano_(baseball) http://dbpedia.org/resource/Zambrano,_Carlos"
4,25,Fogg (2â\u0080\u00932),http://dbpedia.org/resource/Fogg_Museum,http://dbpedia.org/resource/Josh_Fogg
4,26,Benson (5â\u0080\u00935),"http://dbpedia.org/resource/Benson,_Minnesota",http://dbpedia.org/resource/Kris_Benson http://dbpedia.org/resource/Kristin_James_Benson http://dbpedia.org/resource/Kristin_Benson
4,27,Prior (6â\u0080\u00932),http://dbpedia.org/resource/Matthew_Prior,http://dbpedia.org/resource/Mark_Prior
4,28,Miller (3â\u0080\u00936),http://dbpedia.org/resource/Arthur_Miller,http://dbpedia.org/resource/Wade_Miller
