F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,United States (USA),http://dbpedia.org/resource/United_States_Marine_Corps,http://dbpedia.org/resource/USA_at_the_Olympics http://dbpedia.org/resource/U._S._Olympic_team http://dbpedia.org/resource/United_States_at_the_Winter_Olympics http://dbpedia.org/resource/U.S._Olympic_Team http://dbpedia.org/resource/United_States_at_the_Olympic_Games http://dbpedia.org/resource/USA_at_the_olympics http://dbpedia.org/resource/U.S.A._Olympics http://dbpedia.org/resource/U.S._Olympic_team http://dbpedia.org/resource/USA_Olympic_Team http://dbpedia.org/resource/United_States_of_America_at_the_Olympics http://dbpedia.org/resource/US_Olympic http://dbpedia.org/resource/USA_Olympics http://dbpedia.org/resource/U._S._Olympic_Team http://dbpedia.org/resource/US_at_the_Olympic_Games http://dbpedia.org/resource/America_at_the_Olympics http://dbpedia.org/resource/US_at_the_Olympics http://dbpedia.org/resource/United_States_at_the_Olympics http://dbpedia.org/resource/U.S._Olympian http://dbpedia.org/resource/United_States_at_the_Summer_Olympics
1,2,Great Britain (GBR),http://dbpedia.org/resource/United_Kingdom,http://dbpedia.org/resource/Great_Britain_at_the_Summer_Olympics http://dbpedia.org/resource/Great_Britain_and_Northern_Ireland_at_the_Olympics http://dbpedia.org/resource/Great_britain_at_the_olympic_games http://dbpedia.org/resource/Great_Britain_at_the_Winter_Olympics http://dbpedia.org/resource/Great_Britain_Olympic_Team http://dbpedia.org/resource/Great_Britain_and_Northern_Ireland_at_the_Summer_Olympics http://dbpedia.org/resource/Great_Britain_and_Northern_Ireland_Olympic_team http://dbpedia.org/resource/United_Kingdom_at_the_Olympics http://dbpedia.org/resource/Great_Britain_at_the_Olympics http://dbpedia.org/resource/Britain_at_the_summer_olympics
1,3,France (FRA),http://dbpedia.org/resource/France,http://dbpedia.org/resource/France_at_the_olympics http://dbpedia.org/resource/France_at_the_Summer_Olympics http://dbpedia.org/resource/France_at_the_Olympics http://dbpedia.org/resource/France_at_the_Winter_Olympics
1,4,South Africa (RSA),http://dbpedia.org/resource/South_Africa,http://dbpedia.org/resource/South_Africa_at_the_Olympics http://dbpedia.org/resource/South_African_Olympic_team http://dbpedia.org/resource/South_Africa_at_the_Summer_Olympics http://dbpedia.org/resource/South_Africa_at_the_Winter_Olympics
1,5,Germany (GER),http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/Germany_at_the_olympics http://dbpedia.org/resource/Germany_at_the_Olympics http://dbpedia.org/resource/Germany_at_the_Olympic_Games
1,6,Russia (RUS),http://dbpedia.org/resource/Russia,http://dbpedia.org/resource/Russia_at_the_Olympics http://dbpedia.org/resource/Russian_national_Olympic_team http://dbpedia.org/resource/Russia_at_the_Summer_Olympics http://dbpedia.org/resource/Russia_at_the_Winter_Olympics
1,7,Chile (CHI),http://dbpedia.org/resource/Chile,http://dbpedia.org/resource/Chile_at_the_Summer_Olympics http://dbpedia.org/resource/Chile_at_the_Olympics http://dbpedia.org/resource/Chile_at_the_Winter_Olympics http://dbpedia.org/resource/Chile_at_the_olympics
1,8,Switzerland (SUI),http://dbpedia.org/resource/Switzerland,http://dbpedia.org/resource/Switzerland_at_the_Olympics http://dbpedia.org/resource/Switzerland_at_the_Winter_Olympics http://dbpedia.org/resource/Switzerland_at_the_Summer_Olympics
1,9,Spain (ESP),http://dbpedia.org/resource/Spain,http://dbpedia.org/resource/Spain_at_the_Winter_Olympics http://dbpedia.org/resource/Spain_at_the_Summer_Olympics http://dbpedia.org/resource/Spain_at_the_Olympics
1,10,Mixed team (ZZX),http://dbpedia.org/resource/Badminton,http://dbpedia.org/resource/Mixed_teams_at_the_Summer_Olympics http://dbpedia.org/resource/Mixed_team http://dbpedia.org/resource/Mixed_team_at_the_Olympics http://dbpedia.org/resource/Mixed_teams_at_the_Olympics
1,11,Australia (AUS),http://dbpedia.org/resource/Australia,http://dbpedia.org/resource/Australia_at_the_olympics http://dbpedia.org/resource/Australia_at_the_Summer_Olympics http://dbpedia.org/resource/Australian_Olympic_team http://dbpedia.org/resource/Australia_olympic_results http://dbpedia.org/resource/Australia_Medal_Tallies http://dbpedia.org/resource/Brisbane_1992_Olympic_bid http://dbpedia.org/resource/Australian_medal_tallies http://dbpedia.org/resource/Australia_at_the_Olympics
1,12,Czechoslovakia (TCH),http://dbpedia.org/resource/Czechoslovakia,http://dbpedia.org/resource/Czechoslovakia_at_the_Summer_Olympics http://dbpedia.org/resource/Czechoslovakia_at_the_Olympics http://dbpedia.org/resource/Czechoslovakia_at_the_Winter_Olympics
1,13,Belarus (BLR),http://dbpedia.org/resource/Belarus,http://dbpedia.org/resource/Belarus_at_the_Olympics http://dbpedia.org/resource/Belarus_at_the_olympics http://dbpedia.org/resource/Belarus_at_the_Summer_Olympics http://dbpedia.org/resource/Belarus_at_the_Winter_Olympics
1,14,Belgium (BEL),http://dbpedia.org/resource/Belgium,http://dbpedia.org/resource/Belgium_at_the_Summer_Olympics http://dbpedia.org/resource/Belgium_at_the_Winter_Olympics http://dbpedia.org/resource/Belgium_at_the_Olympics http://dbpedia.org/resource/Belgium_at_the_olympics
