F1: 0.06667,Precision: 0.06667,Recall: 0.06667,,
Col,Row,Value,Submitted URI,Correct URI's
3,1,Sidney Howard â\u0080\u0093 Gone with the Wind,http://dbpedia.org/resource/Columbia_University,"http://dbpedia.org/resource/Howard,_Sidney_Coe http://dbpedia.org/resource/Sidney_Coe_Howard http://dbpedia.org/resource/The_Silver_Cord_(play) http://dbpedia.org/resource/Sindey_Coe_Howard http://dbpedia.org/resource/Sidney_Howard"
3,2,Sidney Buchman and Seton I. Miller â\u0080\u0093 Here Comes Mr. Jordan,http://dbpedia.org/resource/Ned_Chaillet,http://dbpedia.org/resource/Sidney_Buchman http://dbpedia.org/resource/Sydney_Buchman
3,3,Harry Segall â\u0080\u0093 Here Comes Mr. Jordan,http://dbpedia.org/resource/Here_Comes_Mr._Jordan,http://dbpedia.org/resource/Harry_Segall
3,4,Leo McCarey â\u0080\u0093 Going My Way,http://dbpedia.org/resource/Going_My_Way,http://dbpedia.org/resource/Mary_McCarey http://dbpedia.org/resource/Leo_McCarey
3,5,Frank Butler and Frank Cavett â\u0080\u0093 Going My Way,,http://dbpedia.org/resource/Frank_Butler_(writer)
3,8,John Huston â\u0080\u0093 The Treasure of the Sierra Madre,http://dbpedia.org/resource/The_Treasure_of_the_Sierra_Madre_(film),"http://dbpedia.org/resource/Huston,_John http://dbpedia.org/resource/John_Huston http://dbpedia.org/resource/John_Marcellus_Huston"
3,9,Joseph L. Mankiewicz â\u0080\u0093 All About Eve,http://dbpedia.org/resource/All_About_Eve,"http://dbpedia.org/resource/Joseph_Leo_Mankiewicz http://dbpedia.org/resource/Joseph_Mankiewicz http://dbpedia.org/resource/Mankiewicz,_Joseph_Leo http://dbpedia.org/resource/Joseph_L._Mankiewicz http://dbpedia.org/resource/Mankiewicz,_Joseph_L."
3,12,Fred Zinnemann â\u0080\u0093 From Here to Eternity,http://dbpedia.org/resource/From_Here_to_Eternity,http://dbpedia.org/resource/Fred_Zinneman http://dbpedia.org/resource/Fred_Zinnemann http://dbpedia.org/resource/Fred_zinneman
3,13,Elia Kazan â\u0080\u0093 On the Waterfront,http://dbpedia.org/resource/On_the_Waterfront,http://dbpedia.org/resource/Elia_Kazanjoglous http://dbpedia.org/resource/Elia_Kazan http://dbpedia.org/resource/Elias_Kazantzoglou
3,14,George Seaton â\u0080\u0093 The Country Girl,http://dbpedia.org/resource/The_Country_Girl_(1954_film),http://dbpedia.org/resource/George_Stenius http://dbpedia.org/resource/George_Seaton
3,15,David Lean â\u0080\u0093 The Bridge on the River Kwai,http://dbpedia.org/resource/The_Bridge_on_the_River_Kwai,"http://dbpedia.org/resource/David_Lean http://dbpedia.org/resource/Isabel_Lean http://dbpedia.org/resource/ISABEL_LEAN http://dbpedia.org/resource/Sir_David_Lean http://dbpedia.org/resource/Lean,_Sir_David"
3,16,William Wyler â\u0080\u0093 Ben-Hur,http://dbpedia.org/resource/Ben-Hur_(1959_film),http://dbpedia.org/resource/William_Wyler
3,17,Neil Paterson â\u0080\u0093 Room at the Top,http://dbpedia.org/resource/Spain,http://dbpedia.org/resource/Neil_Paterson_(writer)
3,21,Claude Lelouch â\u0080\u0093 A Man and a Woman,http://dbpedia.org/resource/A_Man_and_a_Woman,http://dbpedia.org/resource/Lelouch http://dbpedia.org/resource/Claude_Lelouche http://dbpedia.org/resource/Hervé_Picard http://dbpedia.org/resource/Claude_Lelouch
