F1: 0.04348,Precision: 0.04348,Recall: 0.04348,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,Midwood East 16th Street and Quentin Road at Kings Highway ( B Q trains),http://dbpedia.org/resource/Princes_Highway,"http://dbpedia.org/resource/Midwood,_Brooklyn http://dbpedia.org/resource/Midwood"
1,2,Williamsburg Williamsburg Bridge Plaza (Broadway and Roebling Street),http://dbpedia.org/resource/Williamsburg_Bridge_Plaza_Bus_Terminal,"http://dbpedia.org/resource/11211 http://dbpedia.org/resource/Williamsburgh,_New_York http://dbpedia.org/resource/Eastern_District_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn http://dbpedia.org/resource/Williamsburgh,_NY http://dbpedia.org/resource/Williamsburg,_New_York http://dbpedia.org/resource/Williamsburgh_section_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_NY http://dbpedia.org/resource/Williamsburg_(Brooklyn) http://dbpedia.org/resource/Williamsburgh,_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn,_New_York"
1,5,Brownsville Mother Gaston Boulevard and Hegeman Avenue,,"http://dbpedia.org/resource/Zion_Park,_Brooklyn http://dbpedia.org/resource/The_Soul_in_the_Hole http://dbpedia.org/resource/Brownsville,_New_York http://dbpedia.org/resource/Brownsville,_Brooklyn"
1,8,Brownsville Mother Gaston Boulevard and Hegeman Avenue,,"http://dbpedia.org/resource/Zion_Park,_Brooklyn http://dbpedia.org/resource/The_Soul_in_the_Hole http://dbpedia.org/resource/Brownsville,_New_York http://dbpedia.org/resource/Brownsville,_Brooklyn"
1,9,Sea Gate West 37th Street and Surf Avenue,http://dbpedia.org/resource/Childs_Restaurants_(Surf_Avenue_location),"http://dbpedia.org/resource/Seagate,_Brooklyn http://dbpedia.org/resource/Seagate_(Brooklyn) http://dbpedia.org/resource/Sea_Gate,_Brooklyn/version_2 http://dbpedia.org/resource/Seagate,_New_York http://dbpedia.org/resource/Sea_Gate,_Brooklyn http://dbpedia.org/resource/Sea_Gate,_N.Y."
1,10,Bay Ridge Shore Road and 4th Avenue,http://dbpedia.org/resource/Climatic_regions_of_India,"http://dbpedia.org/resource/Bay_Ridge,_Brooklyn http://dbpedia.org/resource/Bay_Ridge,_NY http://dbpedia.org/resource/Bay_Ridge http://dbpedia.org/resource/Fort_Hamilton,_New_York http://dbpedia.org/resource/Leif_Ericson_Park http://dbpedia.org/resource/Bay_Ridge,_New_York http://dbpedia.org/resource/Bay_Ridge,_Brookyln http://dbpedia.org/resource/Bay_Ridge_(NY)"
1,13,Downtown Brooklyn Cadman Plaza and Tillary Street,http://dbpedia.org/resource/Bank_of_America_Plaza_(Dallas),http://dbpedia.org/resource/DōTōBrō http://dbpedia.org/resource/Downtown_Brooklyn
1,16,Downtown Brooklyn Cadman Plaza and Tillary Street,http://dbpedia.org/resource/Bank_of_America_Plaza_(Dallas),http://dbpedia.org/resource/DōTōBrō http://dbpedia.org/resource/Downtown_Brooklyn
1,17,Williamsburg Williamsburg Bridge Plaza Lane 1,,"http://dbpedia.org/resource/11211 http://dbpedia.org/resource/Williamsburgh,_New_York http://dbpedia.org/resource/Eastern_District_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn http://dbpedia.org/resource/Williamsburgh,_NY http://dbpedia.org/resource/Williamsburg,_New_York http://dbpedia.org/resource/Williamsburgh_section_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_NY http://dbpedia.org/resource/Williamsburg_(Brooklyn) http://dbpedia.org/resource/Williamsburgh,_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn,_New_York"
1,20,Downtown Brooklyn Cadman Plaza and Tillary Street,http://dbpedia.org/resource/Bank_of_America_Plaza_(Dallas),http://dbpedia.org/resource/DōTōBrō http://dbpedia.org/resource/Downtown_Brooklyn
1,23,Downtown Brooklyn Cadman Plaza and Tillary Street,http://dbpedia.org/resource/Bank_of_America_Plaza_(Dallas),http://dbpedia.org/resource/DōTōBrō http://dbpedia.org/resource/Downtown_Brooklyn
1,25,Canarsie Rockaway Parkway and Belt Parkway,http://dbpedia.org/resource/Canarsie–Rockaway_Parkway_station,"http://dbpedia.org/resource/Canarsie_Landing,_Brooklyn http://dbpedia.org/resource/Paerdegat http://dbpedia.org/resource/Canarsie,_Brooklyn http://dbpedia.org/resource/Canarsie_Pier,_Brooklyn http://dbpedia.org/resource/Canarsie_Pier http://dbpedia.org/resource/Canarsie,_NY http://dbpedia.org/resource/Canarsie"
1,26,Prospect Lefferts Gardens Ocean Avenue and Flatbush Avenue at Prospect Park ( B Q S trains),,"http://dbpedia.org/resource/Prospect_Lefferts_Gardens,_Brooklyn http://dbpedia.org/resource/Prospect-Lefferts_Gardens http://dbpedia.org/resource/Lefferts_gardens http://dbpedia.org/resource/Prospect–Lefferts_Gardens http://dbpedia.org/resource/Prospect-Lefferts_Gardens,_Brooklyn http://dbpedia.org/resource/Prospect–Lefferts_Gardens,_Brooklyn http://dbpedia.org/resource/Prospect_Lefferts_Gardens"
1,29,Williamsburg Williamsburg Bridge Plaza Lane 4,,"http://dbpedia.org/resource/11211 http://dbpedia.org/resource/Williamsburgh,_New_York http://dbpedia.org/resource/Eastern_District_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn http://dbpedia.org/resource/Williamsburgh,_NY http://dbpedia.org/resource/Williamsburg,_New_York http://dbpedia.org/resource/Williamsburgh_section_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_NY http://dbpedia.org/resource/Williamsburg_(Brooklyn) http://dbpedia.org/resource/Williamsburgh,_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn,_New_York"
1,30,Williamsburg Flushing Avenue and Bedford Avenue,http://dbpedia.org/resource/52nd_Street_station_(IRT_Flushing_Line),"http://dbpedia.org/resource/11211 http://dbpedia.org/resource/Williamsburgh,_New_York http://dbpedia.org/resource/Eastern_District_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn http://dbpedia.org/resource/Williamsburgh,_NY http://dbpedia.org/resource/Williamsburg,_New_York http://dbpedia.org/resource/Williamsburgh_section_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_NY http://dbpedia.org/resource/Williamsburg_(Brooklyn) http://dbpedia.org/resource/Williamsburgh,_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn,_New_York"
1,34,Williamsburg Williamsburg Bridge Plaza Lane 4,,"http://dbpedia.org/resource/11211 http://dbpedia.org/resource/Williamsburgh,_New_York http://dbpedia.org/resource/Eastern_District_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn http://dbpedia.org/resource/Williamsburgh,_NY http://dbpedia.org/resource/Williamsburg,_New_York http://dbpedia.org/resource/Williamsburgh_section_of_Brooklyn http://dbpedia.org/resource/Williamsburg,_NY http://dbpedia.org/resource/Williamsburg_(Brooklyn) http://dbpedia.org/resource/Williamsburgh,_Brooklyn http://dbpedia.org/resource/Williamsburg,_Brooklyn,_New_York"
