F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
1,0,Romania,http://dbpedia.org/resource/Romania,http://dbpedia.org/resource/Romania_in_the_Eurovision_Song_Contest
1,1,Belarus,http://dbpedia.org/resource/Belarus,http://dbpedia.org/resource/Belarus_in_the_eurovision_song_contest http://dbpedia.org/resource/Belarus_in_the_Eurovision_Song_Contest
1,2,Russia,http://dbpedia.org/resource/Russia,http://dbpedia.org/resource/Russia_in_the_Eurovision_Song_Contest http://dbpedia.org/resource/Russia_in_the_Eurovision_Song_Contest_1996
1,3,Ukraine,http://dbpedia.org/resource/Ukraine,http://dbpedia.org/resource/Ukraine_in_the_Eurovision_Song_Contest
1,4,Greece,http://dbpedia.org/resource/Greece,http://dbpedia.org/resource/Greece_at_the_eurovision_song_contest http://dbpedia.org/resource/Greece_in_the_Eurovision_Song_Contest
1,5,Serbia,http://dbpedia.org/resource/Serbia,http://dbpedia.org/resource/Serbia_in_the_eurovision_song_contest http://dbpedia.org/resource/Serbia_in_the_Eurovision_Song_Contest
1,6,Georgia,http://dbpedia.org/resource/Georgia_(country),http://dbpedia.org/resource/Georgia_in_the_eurovision_song_contest http://dbpedia.org/resource/Georgia_in_the_Eurovision_Song_Contest
1,7,Bulgaria,http://dbpedia.org/resource/Bulgaria,http://dbpedia.org/resource/Bulgaria_in_the_eurovision_song_contest http://dbpedia.org/resource/Bulgaria_in_the_Eurovision_Song_Contest http://dbpedia.org/resource/Bulgaria_in_the_Eurovision_Song_Contest_2014 http://dbpedia.org/resource/Bulgaria_in_the_Eurovision_Song_Contest_2015
1,8,Armenia,http://dbpedia.org/resource/Armenia,http://dbpedia.org/resource/Armenia_in_the_eurovision_song_contest http://dbpedia.org/resource/Armenia_in_the_Eurovision_Song_Contest
1,9,Turkey,http://dbpedia.org/resource/Turkey,http://dbpedia.org/resource/Turkey_in_the_Eurovision_Song_Contest_2016 http://dbpedia.org/resource/Turkey_in_the_Eurovision_Song_Contest
