F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
1,2,200 m individual medley,http://dbpedia.org/resource/Swimming_at_the_2000_Summer_Olympics_–_Men's_200_metre_individual_medley,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_200_metre_individual_medley
1,3,400 m individual medley,http://dbpedia.org/resource/Swimming_at_the_2012_Summer_Olympics_–_Men's_400_metre_individual_medley,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_400_metre_individual_medley
1,4,100 m backstroke,http://dbpedia.org/resource/Swimming_at_the_2008_Summer_Olympics_–_Men's_100_metre_backstroke,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_100_metre_backstroke
1,5,100 m freestyle,http://dbpedia.org/resource/Swimming_at_the_2016_Summer_Olympics_–_Men's_4_×_100_metre_freestyle_relay,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_100_metre_freestyle
1,6,200 m freestyle,http://dbpedia.org/resource/Swimming_at_the_2000_Summer_Olympics_–_Women's_4_×_200_metre_freestyle_relay,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_200_metre_freestyle
1,7,100 m backstroke,http://dbpedia.org/resource/Swimming_at_the_2008_Summer_Olympics_–_Men's_100_metre_backstroke,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_100_metre_backstroke
1,8,200 m backstroke,http://dbpedia.org/resource/Swimming_at_the_2008_Summer_Olympics_–_Men's_200_metre_backstroke,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_200_metre_backstroke
1,9,100 m butterfly,http://dbpedia.org/resource/Swimming_at_the_2000_Summer_Olympics_–_Men's_100_metre_butterfly,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_100_metre_butterfly
1,10,200 m butterfly,http://dbpedia.org/resource/Swimming_at_the_2000_Summer_Olympics_–_Men's_200_metre_butterfly,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_200_metre_butterfly
1,11,100 m butterfly,http://dbpedia.org/resource/Swimming_at_the_2000_Summer_Olympics_–_Men's_100_metre_butterfly,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_100_metre_butterfly
1,12,200 m butterfly,http://dbpedia.org/resource/Swimming_at_the_2000_Summer_Olympics_–_Men's_200_metre_butterfly,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_200_metre_butterfly
1,13,400 m freestyle,http://dbpedia.org/resource/1970_Asian_Games,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_400_metre_freestyle
1,14,800 m freestyle,http://dbpedia.org/resource/1978_Asian_Games,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_800_metre_freestyle
1,15,100 m breaststroke,http://dbpedia.org/resource/Swimming_at_the_2000_Summer_Olympics_–_Men's_100_metre_breaststroke,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_100_metre_breaststroke
1,16,200 m breaststroke,http://dbpedia.org/resource/2003_Pan_American_Games,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_200_metre_breaststroke
1,17,200 m backstroke,http://dbpedia.org/resource/Swimming_at_the_2008_Summer_Olympics_–_Men's_200_metre_backstroke,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_200_metre_backstroke
1,18,400 m freestyle,http://dbpedia.org/resource/1970_Asian_Games,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_400_metre_freestyle
1,19,800 m freestyle,http://dbpedia.org/resource/1978_Asian_Games,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_800_metre_freestyle
1,20,4 Ã\u0097 100 m medley relay,http://dbpedia.org/resource/2008_European_Aquatics_Championships,http://dbpedia.org/resource/Swimming_at_the_2004_Summer_Olympics_–_Women's_4_×_100_metre_medley_relay
