F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
4,1,Ellis (13â\u0080\u00933),http://dbpedia.org/resource/Warren_Ellis,http://dbpedia.org/resource/Dock_Ellis http://dbpedia.org/resource/Doc_ellis http://dbpedia.org/resource/Doc_Ellis
4,2,Moose (7â\u0080\u00934),http://dbpedia.org/resource/Moose_Jaw,http://dbpedia.org/resource/Robert_Moose http://dbpedia.org/resource/Bob_Moose
4,3,Pappas (8â\u0080\u00938),http://dbpedia.org/resource/Stephan_Pappas,http://dbpedia.org/resource/Milt_Pappas
4,4,Regan (3â\u0080\u00932),http://dbpedia.org/resource/Donald_Regan,http://dbpedia.org/resource/Phil_Regan_(baseball_player) http://dbpedia.org/resource/Phil_Regan_(baseball)
4,5,Blass (10â\u0080\u00934),http://dbpedia.org/resource/Friedrich_Blass,http://dbpedia.org/resource/Steve_Blass http://dbpedia.org/resource/Steve_Blass_disease
4,6,Ellis (14â\u0080\u00933),http://dbpedia.org/resource/Warren_Ellis,http://dbpedia.org/resource/Dock_Ellis http://dbpedia.org/resource/Doc_ellis http://dbpedia.org/resource/Doc_Ellis
4,7,Johnson (5â\u0080\u00936),http://dbpedia.org/resource/Gary_Johnson,http://dbpedia.org/resource/Robert_Dale_Johnson http://dbpedia.org/resource/Bob_Johnson_(pitcher)
4,8,Kison (1â\u0080\u00930),http://dbpedia.org/resource/Ephraim_Kishon,http://dbpedia.org/resource/Bruce_Kison
4,9,Briles (5â\u0080\u00931),http://dbpedia.org/resource/Brielle,http://dbpedia.org/resource/Nelson_Briles http://dbpedia.org/resource/Nelson_Kelley_Briles http://dbpedia.org/resource/Nellie_Briles
4,10,Grant (5â\u0080\u00932),http://dbpedia.org/resource/Ulysses_S._Grant,http://dbpedia.org/resource/Mudcat_Grant http://dbpedia.org/resource/Jim_Mudcat_Grant
4,12,Nelson (2â\u0080\u00932),http://dbpedia.org/resource/Nelson_Mandela,http://dbpedia.org/resource/James_Lorin_Nelson http://dbpedia.org/resource/Jim_Nelson_(baseball)
4,13,Johnson (6â\u0080\u00936),http://dbpedia.org/resource/Gary_Johnson,http://dbpedia.org/resource/Robert_Dale_Johnson http://dbpedia.org/resource/Bob_Johnson_(pitcher)
4,14,Ellis (15â\u0080\u00933),http://dbpedia.org/resource/Warren_Ellis,http://dbpedia.org/resource/Dock_Ellis http://dbpedia.org/resource/Doc_ellis http://dbpedia.org/resource/Doc_Ellis
4,15,Giusti (4â\u0080\u00932),http://dbpedia.org/resource/Maximiliano_Giusti,http://dbpedia.org/resource/Dave_Giusti
4,16,Walker (4â\u0080\u00937),http://dbpedia.org/resource/Scott_Walker_(politician),http://dbpedia.org/resource/Luke_Walker
4,17,Osteen (11â\u0080\u00936),http://dbpedia.org/resource/Joel_Osteen,http://dbpedia.org/resource/Claude_Osteen
4,18,Veale (4â\u0080\u00930),"http://dbpedia.org/resource/Veale_Township,_Daviess_County,_Indiana",http://dbpedia.org/resource/Bob_Veale
4,19,Johnson (10â\u0080\u00934),http://dbpedia.org/resource/Gary_Johnson,http://dbpedia.org/resource/Jerry_Johnson_(baseball)
4,20,Johnson (11â\u0080\u00934),http://dbpedia.org/resource/Gary_Johnson,http://dbpedia.org/resource/Jerry_Johnson_(baseball)
4,21,Kison (2â\u0080\u00930),http://dbpedia.org/resource/Ephraim_Kishon,http://dbpedia.org/resource/Bruce_Kison
4,22,Blass (11â\u0080\u00934),http://dbpedia.org/resource/Friedrich_Blass,http://dbpedia.org/resource/Steve_Blass http://dbpedia.org/resource/Steve_Blass_disease
4,23,Norman (1â\u0080\u00936),"http://dbpedia.org/resource/Norman,_Oklahoma",http://dbpedia.org/resource/Fred_Norman
4,24,Arlin (5â\u0080\u009313),http://dbpedia.org/resource/Arlin_M._Adams,http://dbpedia.org/resource/Steve_Arlin
4,25,Alexander (2â\u0080\u00933),http://dbpedia.org/resource/Mark_Alexander_(politician),"http://dbpedia.org/resource/Alexander,_Doyle http://dbpedia.org/resource/Doyle_Alexander"
4,26,Walker (5â\u0080\u00937),http://dbpedia.org/resource/Scott_Walker_(politician),http://dbpedia.org/resource/Luke_Walker
4,27,Veale (5â\u0080\u00930),"http://dbpedia.org/resource/Veale_Township,_Daviess_County,_Indiana",http://dbpedia.org/resource/Bob_Veale
4,28,Perry (10â\u0080\u00938),http://dbpedia.org/resource/Rick_Perry,"http://dbpedia.org/resource/Gaylord_Jackson_Perry http://dbpedia.org/resource/Perry,_Gaylord_Jackson http://dbpedia.org/resource/Gaylord_Perry"
4,29,McMahon (9â\u0080\u00933),http://dbpedia.org/resource/Henry_McMahon,http://dbpedia.org/resource/Don_McMahon
