F1: 0.15385,Precision: 0.15385,Recall: 0.15385,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,Shelley Lewis,http://dbpedia.org/resource/Shelley_Olds,http://dbpedia.org/resource/Jack_Woodman_(EastEnders) http://dbpedia.org/resource/Donald_Cameron_(EastEnders) http://dbpedia.org/resource/Mr._Papadopoulous http://dbpedia.org/resource/Shelley_Lewis http://dbpedia.org/resource/Keith_Steer http://dbpedia.org/resource/Anne_Howes http://dbpedia.org/resource/List_of_EastEnders_characters_(1992) http://dbpedia.org/resource/Johnathan_Hewitt http://dbpedia.org/resource/Andonis_Papadopolous http://dbpedia.org/resource/Charles_Raymond_(EastEnders) http://dbpedia.org/resource/Sean_Hogan_(EastEnders) http://dbpedia.org/resource/Bernie_Stanton http://dbpedia.org/resource/Andonis_Papadopoulos http://dbpedia.org/resource/Mr._Papadopolous http://dbpedia.org/resource/Terry_Howes http://dbpedia.org/resource/Colin_Simpson_(EastEnders) http://dbpedia.org/resource/Albert_Davies_(EastEnders) http://dbpedia.org/resource/Mr._Papadopoulos http://dbpedia.org/resource/Mr_Papadopoulous http://dbpedia.org/resource/Adrian_Bell_(EastEnders) http://dbpedia.org/resource/Mr_Papadopolous http://dbpedia.org/resource/List_of_minor_EastEnders_characters_(1992) http://dbpedia.org/resource/Lilian_Kominski http://dbpedia.org/resource/Jonathan_Hewitt http://dbpedia.org/resource/List_of_minor_EastEnders_characters_1992 http://dbpedia.org/resource/Gary_Phillips_(EastEnders) http://dbpedia.org/resource/Major_Charlie_Grace http://dbpedia.org/resource/Mr_Papadopoulos http://dbpedia.org/resource/Charlie_Grace_(EastEnders) http://dbpedia.org/resource/Charlie_Keating
0,2,Nadia Mitchell,http://dbpedia.org/resource/Mitchell_(Surrey_cricketer),http://dbpedia.org/resource/Jerry_McKenzie http://dbpedia.org/resource/Sharmilla_Kapoor http://dbpedia.org/resource/Snip_Gibbons http://dbpedia.org/resource/Rose_Chapman http://dbpedia.org/resource/List_of_minor_EastEnders_characters_(1993) http://dbpedia.org/resource/Nelly_Ellis http://dbpedia.org/resource/Meena_McKenzie http://dbpedia.org/resource/List_of_minor_EastEnders_characters_1993 http://dbpedia.org/resource/Nadia_Mitchell http://dbpedia.org/resource/Audrey_Whittingham http://dbpedia.org/resource/Liam_Tyler http://dbpedia.org/resource/Gidea_Thompson http://dbpedia.org/resource/Kevin_(EastEnders) http://dbpedia.org/resource/Nadia_Borovac http://dbpedia.org/resource/Sylvia_Weng-Chung http://dbpedia.org/resource/Zoe_Cotton http://dbpedia.org/resource/List_of_EastEnders_characters_(1993) http://dbpedia.org/resource/Danny_Taurus http://dbpedia.org/resource/Zoe_Newton
0,6,Etta Tavernier,http://dbpedia.org/resource/James_Tavernier,http://dbpedia.org/resource/Celestine_and_Etta_Tavernier http://dbpedia.org/resource/Etta_Tavernier http://dbpedia.org/resource/Celestine_Tavernier
0,7,Jackie Wallace,http://dbpedia.org/resource/Jackie_Wallace,http://dbpedia.org/resource/Kevin_Masters_(EastEnders) http://dbpedia.org/resource/George_Lawler_(EastEnders) http://dbpedia.org/resource/Dave_Carter_(EastEnders) http://dbpedia.org/resource/List_of_EastEnders_characters_(1991) http://dbpedia.org/resource/Russell_Nash_(EastEnders) http://dbpedia.org/resource/Rachel_Kominski http://dbpedia.org/resource/Lorraine_Salter http://dbpedia.org/resource/Rachel_Kominsky http://dbpedia.org/resource/Joe_Wallace http://dbpedia.org/resource/Jackie_Wallace_(EastEnders) http://dbpedia.org/resource/Lorraine_Stevens http://dbpedia.org/resource/Irene_Carter http://dbpedia.org/resource/List_of_minor_EastEnders_characters_1991 http://dbpedia.org/resource/List_of_minor_EastEnders_characters_(1991) http://dbpedia.org/resource/Eibhlin_O'Donnell http://dbpedia.org/resource/Gill_Fowler
0,8,Elizabeth Willmott-Brown,http://dbpedia.org/resource/James_Willmott-Brown,http://dbpedia.org/resource/Reg_Simpson_(EastEnders) http://dbpedia.org/resource/Jacques_Butcher http://dbpedia.org/resource/Louise_Ellis http://dbpedia.org/resource/List_of_EastEnders_characters_(1994) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_1994 http://dbpedia.org/resource/Maxine_Palmer http://dbpedia.org/resource/Carmen_(EastEnders) http://dbpedia.org/resource/Stanley_Bridge_(EastEnders) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_(1994) http://dbpedia.org/resource/Elizabeth_Willmott-Brown http://dbpedia.org/resource/Dougie_Briggs http://dbpedia.org/resource/Andrea_Price http://dbpedia.org/resource/Doreen_Ellis
0,9,Dougie Briggs,http://dbpedia.org/resource/Dougie_Imrie,http://dbpedia.org/resource/Reg_Simpson_(EastEnders) http://dbpedia.org/resource/Jacques_Butcher http://dbpedia.org/resource/Louise_Ellis http://dbpedia.org/resource/List_of_EastEnders_characters_(1994) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_1994 http://dbpedia.org/resource/Maxine_Palmer http://dbpedia.org/resource/Carmen_(EastEnders) http://dbpedia.org/resource/Stanley_Bridge_(EastEnders) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_(1994) http://dbpedia.org/resource/Elizabeth_Willmott-Brown http://dbpedia.org/resource/Dougie_Briggs http://dbpedia.org/resource/Andrea_Price http://dbpedia.org/resource/Doreen_Ellis
0,14,Carmen,http://dbpedia.org/resource/Eric_Carmen,http://dbpedia.org/resource/Reg_Simpson_(EastEnders) http://dbpedia.org/resource/Jacques_Butcher http://dbpedia.org/resource/Louise_Ellis http://dbpedia.org/resource/List_of_EastEnders_characters_(1994) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_1994 http://dbpedia.org/resource/Maxine_Palmer http://dbpedia.org/resource/Carmen_(EastEnders) http://dbpedia.org/resource/Stanley_Bridge_(EastEnders) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_(1994) http://dbpedia.org/resource/Elizabeth_Willmott-Brown http://dbpedia.org/resource/Dougie_Briggs http://dbpedia.org/resource/Andrea_Price http://dbpedia.org/resource/Doreen_Ellis
0,16,Stanley Bridge,http://dbpedia.org/resource/Stanley_Cwiklinski,http://dbpedia.org/resource/Reg_Simpson_(EastEnders) http://dbpedia.org/resource/Jacques_Butcher http://dbpedia.org/resource/Louise_Ellis http://dbpedia.org/resource/List_of_EastEnders_characters_(1994) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_1994 http://dbpedia.org/resource/Maxine_Palmer http://dbpedia.org/resource/Carmen_(EastEnders) http://dbpedia.org/resource/Stanley_Bridge_(EastEnders) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_(1994) http://dbpedia.org/resource/Elizabeth_Willmott-Brown http://dbpedia.org/resource/Dougie_Briggs http://dbpedia.org/resource/Andrea_Price http://dbpedia.org/resource/Doreen_Ellis
0,17,Doreen Ellis,http://dbpedia.org/resource/Doreen_Amata,http://dbpedia.org/resource/Reg_Simpson_(EastEnders) http://dbpedia.org/resource/Jacques_Butcher http://dbpedia.org/resource/Louise_Ellis http://dbpedia.org/resource/List_of_EastEnders_characters_(1994) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_1994 http://dbpedia.org/resource/Maxine_Palmer http://dbpedia.org/resource/Carmen_(EastEnders) http://dbpedia.org/resource/Stanley_Bridge_(EastEnders) http://dbpedia.org/resource/List_of_minor_EastEnders_characters_(1994) http://dbpedia.org/resource/Elizabeth_Willmott-Brown http://dbpedia.org/resource/Dougie_Briggs http://dbpedia.org/resource/Andrea_Price http://dbpedia.org/resource/Doreen_Ellis
