F1: 0.16667,Precision: 0.16667,Recall: 0.16667,,
Col,Row,Value,Submitted URI,Correct URI's
2,1,"Stanley Tucci, Kim Cattrall, Harry Enfield, Paul Whitehouse and Years & Years",http://dbpedia.org/resource/The_Years_of_Rice_and_Salt,http://dbpedia.org/resource/Stan_Tucci http://dbpedia.org/resource/Stanley_Tucci
2,3,"Mark Ruffalo, Elizabeth Olsen, Jeremy Renner, Josh Widdicombe and Blur",http://dbpedia.org/resource/List_of_minor_characters_in_24,http://dbpedia.org/resource/Mark_Ruffalo http://dbpedia.org/resource/Mark_Alan_Ruffalo http://dbpedia.org/resource/Sunrise_Coigney http://dbpedia.org/resource/Mark_rufallo
2,4,"Matt LeBlanc, Rebel Wilson, Kit Harington and Mumford & Sons",http://dbpedia.org/resource/The_Church_of_Jesus_Christ_of_Latter-day_Saints,"http://dbpedia.org/resource/Matthew_Steven_LeBlanc http://dbpedia.org/resource/Matt_LeBlanc http://dbpedia.org/resource/Matt_Leblanc http://dbpedia.org/resource/Matthew_David_Leblanc http://dbpedia.org/resource/Matt_Le_Blanc http://dbpedia.org/resource/Matthew_Steven_""Matt""_LeBlanc http://dbpedia.org/resource/Matthew_LeBlanc"
2,5,"Rupert Everett, Miranda Hart, Greg Davies and Electro Velvet",,"http://dbpedia.org/resource/Everett,_Rupert http://dbpedia.org/resource/Rupert_Everett"
2,6,"Kylie Minogue, Simon Pegg, Michael McIntyre and Brandon Flowers",http://dbpedia.org/resource/Thongchai_McIntyre,"http://dbpedia.org/resource/Kylie_minouge http://dbpedia.org/resource/Kylie_Minogue http://dbpedia.org/resource/Kylie_Ann_Minogue http://dbpedia.org/resource/Kylie_minogue http://dbpedia.org/resource/Kylie_Minogue_OBE http://dbpedia.org/resource/Kylie_Ann_Minogue_OBE http://dbpedia.org/resource/Kylie_discography http://dbpedia.org/resource/Kylie_minoge http://dbpedia.org/resource/Minogue,_Kylie http://dbpedia.org/resource/Kylie_Minogue_(singer) http://dbpedia.org/resource/Love_Kylie http://dbpedia.org/resource/New_Age_(Kylie_Minogue_album) http://dbpedia.org/resource/Kylie_Monogue http://dbpedia.org/resource/Kylie_Minogue_discography http://dbpedia.org/resource/SexKylie"
2,7,"George Clooney, Britt Robertson, Hugh Laurie, Dwayne Johnson, Jessica Hynes and Snoop Dogg",http://dbpedia.org/resource/T._S._Robertson-Aikman,"http://dbpedia.org/resource/Clooney,_George http://dbpedia.org/resource/George_Cloony http://dbpedia.org/resource/Goerge_Clooney http://dbpedia.org/resource/George_Timothy_Clooney http://dbpedia.org/resource/George_Clooney http://dbpedia.org/resource/List_of_George_Clooney_awards_and_nominations http://dbpedia.org/resource/George_T._Clooney http://dbpedia.org/resource/Max_(pig) http://dbpedia.org/resource/George_clooney http://dbpedia.org/resource/George_Klooney http://dbpedia.org/resource/The_Challenge_(2011_film) http://dbpedia.org/resource/George_timothy_clooney http://dbpedia.org/resource/George_T_Clooney"
2,8,"Chris Pratt, Melissa McCarthy, Jude Law, John Bishop and Florence and the Machine",http://dbpedia.org/resource/List_of_minor_characters_in_24,http://dbpedia.org/resource/Chris_Pratt http://dbpedia.org/resource/Chris_pratt_filmography http://dbpedia.org/resource/Chris_pratt http://dbpedia.org/resource/Christopher_Michael_Pratt
2,9,"Samuel L. Jackson, Amy Schumer, Stephen Merchant and Muse",http://dbpedia.org/resource/Texas_House_of_Representatives,"http://dbpedia.org/resource/Samuel_L_Jackson http://dbpedia.org/resource/Samuel_L http://dbpedia.org/resource/Samuel_Jackson http://dbpedia.org/resource/S._L._Jackson http://dbpedia.org/resource/Samuel_L._Jackson http://dbpedia.org/resource/SL_Jackson http://dbpedia.org/resource/S.L._Jackson http://dbpedia.org/resource/Jackson,_Samuel http://dbpedia.org/resource/Samuel_Leroy_Jackson http://dbpedia.org/resource/Sam_L"
2,10,"Mark Wahlberg, Seth MacFarlane, Dara Ã\u0093 Briain and Cyndi Lauper",http://dbpedia.org/resource/Seth_MacFarlane,http://dbpedia.org/resource/Mark_Walhberg http://dbpedia.org/resource/Mark_Wahlberg http://dbpedia.org/resource/Mark_Wahlberg_Youth_Foundation http://dbpedia.org/resource/Mark_Whalberg http://dbpedia.org/resource/Marky_Mark http://dbpedia.org/resource/Good_Time_Gang http://dbpedia.org/resource/Good_Time_Gang_(film) http://dbpedia.org/resource/Mark_Walhlberg http://dbpedia.org/resource/Mark_Wahlburg http://dbpedia.org/resource/Mark_wahlberg
2,12,"Lewis Hamilton, Ewan McGregor, Jack Whitehall and Rita Ora",http://dbpedia.org/resource/Ewan_McGregor,http://dbpedia.org/resource/Luis_Hamilton http://dbpedia.org/resource/Lewis+hamilton http://dbpedia.org/resource/Lewis_Carl_Hamilton http://dbpedia.org/resource/Anthony_Hamilton_(manager) http://dbpedia.org/resource/Lewis_carl_hamilton http://dbpedia.org/resource/Mono_Kbron http://dbpedia.org/resource/L.Hamilton http://dbpedia.org/resource/Lewis_Carl_Davidson_Hamilton http://dbpedia.org/resource/Lewis_Hamilton
