F1: 0.14286,Precision: 0.14286,Recall: 0.14286,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,Fullerton,"http://dbpedia.org/resource/San_Fernando,_California","http://dbpedia.org/resource/Eastside_Christian_School http://dbpedia.org/resource/Fullerton_(CA) http://dbpedia.org/resource/UN/LOCODE:USFUL http://dbpedia.org/resource/Fullerton,_Ca http://dbpedia.org/resource/Fullerton,_California http://dbpedia.org/resource/Fullerton,_CA http://dbpedia.org/resource/History_of_Fullerton,_California"
1,2,Torrance,http://dbpedia.org/resource/The_Shining_(novel),"http://dbpedia.org/resource/Frank_scotto http://dbpedia.org/resource/Torrance,_USA http://dbpedia.org/resource/City_of_Torrance http://dbpedia.org/resource/Torrance_california http://dbpedia.org/resource/Torrance,_California,_United_States http://dbpedia.org/resource/Torrance,_California http://dbpedia.org/resource/Torrance,_Ca. http://dbpedia.org/resource/North_Torrance http://dbpedia.org/resource/History_of_Torrance,_California http://dbpedia.org/resource/Torrance,_CA http://dbpedia.org/resource/UN/LOCODE:USTOA http://dbpedia.org/resource/Torrance,_Ca"
1,3,Irvine,"http://dbpedia.org/resource/University_of_California,_Irvine","http://dbpedia.org/resource/UN/LOCODE:USIVN http://dbpedia.org/resource/Irvine,_Ca http://dbpedia.org/resource/City_of_Irvine http://dbpedia.org/resource/Irvine,_CA http://dbpedia.org/resource/Mandir,_Irvine,_California http://dbpedia.org/resource/East_Irvine,_California http://dbpedia.org/resource/Irvine,_California http://dbpedia.org/resource/History_of_Irvine,_California http://dbpedia.org/resource/Irvine,_Calif. http://dbpedia.org/resource/Irvine,_California,_USA"
1,5,Bellevue,http://dbpedia.org/resource/Meudon,"http://dbpedia.org/resource/Bellevue_fire http://dbpedia.org/resource/Bellevue,_WA http://dbpedia.org/resource/Bellevue_washington http://dbpedia.org/resource/Bellevue,_Washington http://dbpedia.org/resource/Bellevue_(Washington) http://dbpedia.org/resource/Crossroads,_Bellevue,_Washington http://dbpedia.org/resource/Bellevue,_Wash. http://dbpedia.org/resource/Bellview,_WA http://dbpedia.org/resource/UN/LOCODE:USBVE http://dbpedia.org/resource/Bellevue_wa http://dbpedia.org/resource/Bellevue,_wa http://dbpedia.org/resource/Bellevue_WA http://dbpedia.org/resource/West_Lake_Sammamish http://dbpedia.org/resource/Bellevue,_Wa http://dbpedia.org/resource/West_Lake_Sammamish,_WA"
1,6,Ann Arbor,http://dbpedia.org/resource/University_of_Michigan,"http://dbpedia.org/resource/Ann_Arbor,_Mi http://dbpedia.org/resource/Downtown_Ann_Arbor,_Michigan http://dbpedia.org/resource/Ann_Arbor,_Michigan http://dbpedia.org/resource/Ace_Deuce http://dbpedia.org/resource/Ann_Arbour,_Michigan http://dbpedia.org/resource/Ann_arbor,_mi http://dbpedia.org/resource/Ann_Arbor,_MI http://dbpedia.org/resource/Ann_arbour http://dbpedia.org/resource/Honey_Creek_Community_School http://dbpedia.org/resource/Ann_Arbor_(MI) http://dbpedia.org/resource/Anne_arbour http://dbpedia.org/resource/Ann_Arbour,_MI http://dbpedia.org/resource/Anarbour http://dbpedia.org/resource/Ann_Arbor_Michigan http://dbpedia.org/resource/Anne_arbor http://dbpedia.org/resource/Ann_Arbor http://dbpedia.org/resource/Ann_Arbor,_Mich. http://dbpedia.org/resource/UN/LOCODE:USARB"
1,7,Killeen,http://dbpedia.org/resource/Fort_Hood,"http://dbpedia.org/resource/Killeen,_Tex. http://dbpedia.org/resource/DownSiid http://dbpedia.org/resource/Kileen,_TX http://dbpedia.org/resource/Killeen,_Texas http://dbpedia.org/resource/Kileen,_Texas http://dbpedia.org/resource/Killeen-Temple,_TX_Metropolitan_Statistical_Area http://dbpedia.org/resource/Killeen,_Texas_metropolitan_area http://dbpedia.org/resource/History_of_Killeen,_Texas http://dbpedia.org/resource/Killeen,_tx http://dbpedia.org/resource/UN/LOCODE:USILE http://dbpedia.org/resource/Killeen,_TX http://dbpedia.org/resource/Killeen_texas"
1,8,Berkeley,"http://dbpedia.org/resource/University_of_California,_Berkeley","http://dbpedia.org/resource/Stockyards,_California http://dbpedia.org/resource/UN/LOCODE:USJBK http://dbpedia.org/resource/Berserkley http://dbpedia.org/resource/Berkley,_California http://dbpedia.org/resource/Berkeley_(CA) http://dbpedia.org/resource/People's_Republic_of_Berkeley http://dbpedia.org/resource/Berkeley_California http://dbpedia.org/resource/Peoples_republic_of_berkeley http://dbpedia.org/resource/Berkeley,_Ca http://dbpedia.org/resource/Berkley,_CA http://dbpedia.org/resource/Berkeley,_Calif. http://dbpedia.org/resource/Berkely,_CA http://dbpedia.org/resource/Berkeley,_California http://dbpedia.org/resource/Berkeley_Gazette http://dbpedia.org/resource/Berkeley,_CA http://dbpedia.org/resource/History_of_Berkeley,_California http://dbpedia.org/resource/Berkeley_Daily_Gazette http://dbpedia.org/resource/Berkely,_California"
1,9,Cambridge,http://dbpedia.org/resource/Harvard_University,"http://dbpedia.org/resource/Cambridge_MA http://dbpedia.org/resource/Cambridge,_MA http://dbpedia.org/resource/Cambridge_(MA) http://dbpedia.org/resource/Cambridge,_United_States http://dbpedia.org/resource/Cambridge_(Massachusetts) http://dbpedia.org/resource/Cambridge,_Massachussets http://dbpedia.org/resource/People's_Republic_of_Cambridge http://dbpedia.org/resource/Cambridge,_ma http://dbpedia.org/resource/Cambridge,_Mass. http://dbpedia.org/resource/Cambridge,_Massachusetts,_United_States_of_America http://dbpedia.org/resource/Cambridge_City_Council,_Massachusetts http://dbpedia.org/resource/Newtown,_MA http://dbpedia.org/resource/Cambridge,Massachusetts http://dbpedia.org/resource/Newtowne http://dbpedia.org/resource/UN/LOCODE:USJHY http://dbpedia.org/resource/Massachusetts_Cambridge http://dbpedia.org/resource/Cambridge,MA http://dbpedia.org/resource/History_of_Cambridge,_Massachusetts http://dbpedia.org/resource/Cambridge,_Massachusetts http://dbpedia.org/resource/Newe_Towne http://dbpedia.org/resource/Newe_Towne,_Massachusetts"
1,10,Fremont,http://dbpedia.org/resource/John_C._Frémont,"http://dbpedia.org/resource/Fremont,_ca http://dbpedia.org/resource/Warm_Springs,_Fremont,_California http://dbpedia.org/resource/Peacock's,_California http://dbpedia.org/resource/Niles_Junction,_Fremont,_California http://dbpedia.org/resource/Niles_Junction http://dbpedia.org/resource/Irvington,_CA http://dbpedia.org/resource/Centerville,_Fremont,_California http://dbpedia.org/resource/Eberly_Station http://dbpedia.org/resource/Central_Fremont,_California http://dbpedia.org/resource/Niles_District,_California http://dbpedia.org/resource/Centerville,_Alameda_County,_California http://dbpedia.org/resource/Warm_Springs,_CA http://dbpedia.org/resource/Eberly http://dbpedia.org/resource/Fremont,_CA http://dbpedia.org/resource/Centerville_District,_California http://dbpedia.org/resource/Vallejo's_Mills,_California http://dbpedia.org/resource/Centreville,_California http://dbpedia.org/resource/Mission_San_Jose,_Fremont,_California http://dbpedia.org/resource/Freemont,_CA http://dbpedia.org/resource/Vallejo's_Mills http://dbpedia.org/resource/Mayhew_Spring,_California http://dbpedia.org/resource/Fremont_(CA) http://dbpedia.org/resource/Niles,_Fremont,_California http://dbpedia.org/resource/Harrisburgh,_California http://dbpedia.org/resource/Irvington,_Fremont,_California http://dbpedia.org/resource/Irvington_District,_California http://dbpedia.org/resource/Eberly_Station,_California http://dbpedia.org/resource/Irvington,_California http://dbpedia.org/resource/Peacock's http://dbpedia.org/resource/Mayhew_Spring http://dbpedia.org/resource/Warmsprings,_California http://dbpedia.org/resource/Eberly,_Fremont,_California http://dbpedia.org/resource/Fremont,_California http://dbpedia.org/resource/Washington_Corners,_California http://dbpedia.org/resource/Freakmont http://dbpedia.org/resource/UN/LOCODE:USFNC http://dbpedia.org/resource/Washington_Corners http://dbpedia.org/resource/Eberly,_California http://dbpedia.org/resource/Mayhew's_Sulphur_Spring,_California http://dbpedia.org/resource/Warm_Springs_District,_California http://dbpedia.org/resource/Freemont,_California http://dbpedia.org/resource/Fremont,_Calif. http://dbpedia.org/resource/History_of_Fremont,_California http://dbpedia.org/resource/Niles,_California http://dbpedia.org/resource/Niles_Junction,_California http://dbpedia.org/resource/Niles,_CA http://dbpedia.org/resource/Little_Kabul http://dbpedia.org/resource/Mayhew's_Sulphur_Spring http://dbpedia.org/resource/Freemont_california"
1,11,Tacoma,,"http://dbpedia.org/resource/Tacoma_Washington http://dbpedia.org/resource/Tacoma,_WA http://dbpedia.org/resource/Tacoma,_Wa http://dbpedia.org/resource/Tacoma,_Washington http://dbpedia.org/resource/UN/LOCODE:USTIW http://dbpedia.org/resource/Tacoma http://dbpedia.org/resource/Tacoma_City_Center,_Washington http://dbpedia.org/resource/Tacoma_(WA) http://dbpedia.org/resource/Tacoma,_Wash. http://dbpedia.org/resource/Tacoma,_wa http://dbpedia.org/resource/History_of_Tacoma,_Washington"
1,12,Carrollton,http://dbpedia.org/resource/Carrollton_Viaduct,"http://dbpedia.org/resource/Carrollton_(city,_Texas) http://dbpedia.org/resource/Carrollton_Texas http://dbpedia.org/resource/Carrollton,_TX http://dbpedia.org/resource/Carrollton_(city,_TX) http://dbpedia.org/resource/Carrolton,_Texas http://dbpedia.org/resource/Carrollton,_Texas http://dbpedia.org/resource/Carrollton_(TX) http://dbpedia.org/resource/History_of_Carrollton,_Texas http://dbpedia.org/resource/UN/LOCODE:USCAX"
1,13,Santa Clarita,http://dbpedia.org/resource/Santa_Clarita_Diet,"http://dbpedia.org/resource/Santa_clarita_california http://dbpedia.org/resource/UN/LOCODE:USSAM http://dbpedia.org/resource/Santa_Clarita,_Ca http://dbpedia.org/resource/City_of_Santa_Clarita http://dbpedia.org/resource/Santa_Clarita_(CA) http://dbpedia.org/resource/Santa_Clarita,_California http://dbpedia.org/resource/Santa_Clarita,_CA http://dbpedia.org/resource/History_of_Santa_Clarita,_California http://dbpedia.org/resource/SCVTV"
