F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,"Todd Eldredge wins his fifth U.S. Figure Skating Championship in Philadelphia and a live national audience, placing him second all-time behind Dick Button's seven titles.",http://dbpedia.org/resource/Professional_wrestling_match_types,http://dbpedia.org/resource/Todd_Eldredge http://dbpedia.org/resource/Todd_Eldrege http://dbpedia.org/resource/Todd_J_Eldredge http://dbpedia.org/resource/Todd_Eldrige http://dbpedia.org/resource/Todd_Eldridge
1,7,Michelle Kwan won her second world championship in three years despite falling on a double Axel and failing to complete three rotations on a Salchow.,http://dbpedia.org/resource/Professional_wrestling_match_types,http://dbpedia.org/resource/關穎珊 http://dbpedia.org/resource/Michelle_Kwan http://dbpedia.org/resource/Michelle_Kwan_competitive_record http://dbpedia.org/resource/Michele_Quan http://dbpedia.org/resource/Guan_Yingshan http://dbpedia.org/resource/Gwaan_Wingsaan http://dbpedia.org/resource/Kuan_Ying-shan http://dbpedia.org/resource/Michelle_Wing_Kwan http://dbpedia.org/resource/Guān_Yǐngshān http://dbpedia.org/resource/Michelle_Wingshan_Kwan
1,8,"Bobby Labonte ousted older brother Terry Labonte from the lead with two laps remaining in the NASCAR Winston Cup Series DieHard 500 and then blocked all challengers to claim his first-ever victory at Talladega Superspeedway in Talladega, Ala.",http://dbpedia.org/resource/1993_NASCAR_Winston_Cup_Series,http://dbpedia.org/resource/Robert_Labonte http://dbpedia.org/resource/Bobby_Labonte
1,12,Eddie Cheever Jr. defeats Buddy Lazier by 3.191 seconds to win the 82nd Indianapolis 500 at Indianapolis Motor Speedway.,http://dbpedia.org/resource/Indianapolis_500,"http://dbpedia.org/resource/Eddie_Cheever http://dbpedia.org/resource/Edward_McKay_Cheever,_Jr. http://dbpedia.org/resource/Edward_""Eddie""_McKay_Cheever,_Jr. http://dbpedia.org/resource/Eddie_Cheever,_Jr."
1,14,World Cup soccer on ABC kicked off with a scoreless draw between the Netherlands and Belgium.,http://dbpedia.org/resource/2014_FIFA_World_Cup_knockout_stage,http://dbpedia.org/resource/World_Cup_98 http://dbpedia.org/resource/FIFA_World_Cup_(1998) http://dbpedia.org/resource/FIFA_World_Cup_1998 http://dbpedia.org/resource/1998_Football_World_Cup http://dbpedia.org/resource/France_98 http://dbpedia.org/resource/1998_Federation_Internationale_de_Football_Association_World_Cup http://dbpedia.org/resource/World_Cup_1998 http://dbpedia.org/resource/World_Cup_'98 http://dbpedia.org/resource/World_cup_98 http://dbpedia.org/resource/1998_World_Cup http://dbpedia.org/resource/France_'98 http://dbpedia.org/resource/WC_1998 http://dbpedia.org/resource/France_1998 http://dbpedia.org/resource/FIFA_98 http://dbpedia.org/resource/Football_World_Cup_1998 http://dbpedia.org/resource/1998_Fédération_Internationale_de_Football_Association_World_Cup http://dbpedia.org/resource/1998_Fifa_World_Cup http://dbpedia.org/resource/FIFA_1998 http://dbpedia.org/resource/World_Cup_(1998) http://dbpedia.org/resource/1998_FIFA_World_Cup_schedule http://dbpedia.org/resource/World_Cup_in_France_1998 http://dbpedia.org/resource/1998_FIFA_World_Cup http://dbpedia.org/resource/France_(1998) http://dbpedia.org/resource/World_cup_1998
1,18,"The 127th Open Championship from Royal Birkdale Golf Club in Southport, England was won by Masters champion Mark O'Meara before a live national television audience.",http://dbpedia.org/resource/List_of_English_football_champions,http://dbpedia.org/resource/1998_Open_Championship
1,19,"Jeff Gordon became the first driver to win the Brickyard 400 twice and he also pocketed the largest single first-place payout in NASCAR history, a whopping US$1,637,625.",http://dbpedia.org/resource/List_of_Billboard_Hot_100_chart_achievements_and_milestones,http://dbpedia.org/resource/Jeffery_Michael_Gordon http://dbpedia.org/resource/Jeff_Michael_Gordon http://dbpedia.org/resource/Jeff_Gordon_24_Energy http://dbpedia.org/resource/Jeffery_Gordon http://dbpedia.org/resource/Jeff_Gordon http://dbpedia.org/resource/Jeffrey_Michael_Gordon http://dbpedia.org/resource/Jeff_Gordon_Children's_Foundation
1,20,"Marco Pantani became the first Italian to win the Tour de France since 1965, the first climber since Lucien Van Impe in 1976. Patani is also one of a handful of riders to have claimed the Tour and the Giro d'Italia double in the same year. Plus, the MLS All-Star Game made its network television debut as the MLS USA All-Stars defeated MLS World 6-1 at the Florida Citrus Bowl in Orlando Columbus Crew forward Brian McBride earned Most Valuable Player honors with one goal and two assists in the first half.",http://dbpedia.org/resource/2006_FIFA_World_Cup,http://dbpedia.org/resource/Pantani http://dbpedia.org/resource/Marco_Pantani
1,22,"Toms River, N.J. defeats Kashima, Japan 12-9 in the 52nd Little League World Series Championship Game.",http://dbpedia.org/resource/1998_Little_League_World_Series,"http://dbpedia.org/resource/Tom's_River,_NJ http://dbpedia.org/resource/Toms_River,_NJ http://dbpedia.org/resource/Tom’s_River,_New_Jersey http://dbpedia.org/resource/Toms_River_Township,_New_Jersey http://dbpedia.org/resource/Dover_Township,_Ocean_County,_New_Jersey http://dbpedia.org/resource/Dover_Township,_NJ http://dbpedia.org/resource/Toms_River_Township http://dbpedia.org/resource/Dover_Township_(NJ) http://dbpedia.org/resource/Toms_River_Township,_Ocean_County,_New_Jersey http://dbpedia.org/resource/Tom's_River,_New_Jersey http://dbpedia.org/resource/Dover_Township,_New_Jersey http://dbpedia.org/resource/Toms_River,_New_Jersey http://dbpedia.org/resource/UN/LOCODE:USMJX http://dbpedia.org/resource/Toms_River_(NJ) http://dbpedia.org/resource/Toms_river,_nj http://dbpedia.org/resource/Dover_Township,_Monmouth_County,_New_Jersey http://dbpedia.org/resource/Dover_township_nj http://dbpedia.org/resource/Toms_River_Township,_NJ"
