F1: 0.00758,Precision: 0.00758,Recall: 0.00758,,
Col,Row,Value,Submitted URI,Correct URI's
0,2,Afghanistan,http://dbpedia.org/resource/Afghanistan,http://dbpedia.org/resource/Afghanistan_at_the_2012_Summer_Olympics
0,3,Albania,http://dbpedia.org/resource/Albania,http://dbpedia.org/resource/Albania_at_the_2012_Summer_Olympics
0,4,Algeria,http://dbpedia.org/resource/Algeria,http://dbpedia.org/resource/Algeria_at_the_2012_Summer_Olympics
0,5,American Samoa,http://dbpedia.org/resource/American_Samoa,http://dbpedia.org/resource/American_Samoa_at_the_2012_Summer_Olympics
0,6,Angola,http://dbpedia.org/resource/Angola,http://dbpedia.org/resource/Angola_at_the_2012_Summer_Olympics
0,7,Argentina,http://dbpedia.org/resource/Argentina,http://dbpedia.org/resource/Argentina_at_the_2012_Summer_Olympics
0,8,Armenia,http://dbpedia.org/resource/Armenia,http://dbpedia.org/resource/Armenia_at_the_2012_Summer_Olympics
0,9,Aruba,http://dbpedia.org/resource/Aruba,http://dbpedia.org/resource/Aruba_at_the_2012_Summer_Olympics
0,10,Australia,http://dbpedia.org/resource/Australia,http://dbpedia.org/resource/Australia_at_the_2012_Summer_Olympics http://dbpedia.org/resource/Australia_in_the_2012_Olympics
0,11,Austria,http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Austria_at_the_2012_Summer_Olympics
0,12,Azerbaijan,http://dbpedia.org/resource/Azerbaijan,http://dbpedia.org/resource/Azerbaijan_at_the_2012_Summer_Olympics
0,13,Barbados,http://dbpedia.org/resource/Barbados,http://dbpedia.org/resource/Barbados_at_the_2012_Summer_Olympics
0,14,Belarus,http://dbpedia.org/resource/Belarus,http://dbpedia.org/resource/Belarus_at_the_2012_Summer_Olympics
0,15,Belgium,http://dbpedia.org/resource/Belgium,http://dbpedia.org/resource/Belgium_at_the_2012_Summer_Olympics
0,16,Belize,http://dbpedia.org/resource/Belize,http://dbpedia.org/resource/Belize_at_the_2012_Summer_Olympics
0,17,Benin,http://dbpedia.org/resource/Benin,http://dbpedia.org/resource/Benin_at_the_2012_Summer_Olympics
0,18,Bosnia and Herzegovina,http://dbpedia.org/resource/Bosnia_and_Herzegovina,http://dbpedia.org/resource/Bosnia_and_Herzegovina_at_the_2012_Summer_Olympics
0,19,Brazil,http://dbpedia.org/resource/Brazil,http://dbpedia.org/resource/Brazil_at_the_2012_Summer_Olympics
0,20,Bulgaria,http://dbpedia.org/resource/Bulgaria,http://dbpedia.org/resource/Bulgaria_at_the_2012_Summer_Olympics
0,21,Burkina Faso,http://dbpedia.org/resource/Burkina_Faso,http://dbpedia.org/resource/Burkina_Faso_at_the_2012_Summer_Olympics
0,22,Burundi,http://dbpedia.org/resource/Burundi,http://dbpedia.org/resource/Burundi_at_the_2012_Summer_Olympics
