F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,Australian ARIA Albums Chart,http://dbpedia.org/resource/Australia,http://dbpedia.org/resource/Australia_Top_100_Singles http://dbpedia.org/resource/Australian_singles_chart http://dbpedia.org/resource/ARIA:_Gold http://dbpedia.org/resource/The_ARIA_Report http://dbpedia.org/resource/Australian_charts http://dbpedia.org/resource/Aria_Charts http://dbpedia.org/resource/ARIA_Albums_Chart http://dbpedia.org/resource/ARIA_music_chart http://dbpedia.org/resource/ARIA_chart http://dbpedia.org/resource/ARIA_certifications http://dbpedia.org/resource/Australia_Singles_Top_50 http://dbpedia.org/resource/ARIA_Singles_Chart http://dbpedia.org/resource/Australian_Singles_Chart http://dbpedia.org/resource/Australian_chart http://dbpedia.org/resource/ARIA_Albums_chart http://dbpedia.org/resource/ARIA_charts http://dbpedia.org/resource/Australian_singles_charts http://dbpedia.org/resource/ARIA_report http://dbpedia.org/resource/ARIA_Report http://dbpedia.org/resource/ARIA_Chart http://dbpedia.org/resource/Australian_Top_100_Albums_Chart http://dbpedia.org/resource/Australian_Albums_Chart http://dbpedia.org/resource/Australian_ARIA_Singles_Chart http://dbpedia.org/resource/ARIA_certification http://dbpedia.org/resource/ARIA_Gold http://dbpedia.org/resource/ARIA_Charts http://dbpedia.org/resource/Australian_album_chart http://dbpedia.org/resource/ARIA_Top_50_Club_Tracks_Chart http://dbpedia.org/resource/Australian_Top_50_Club_Tracks
0,2,Belgian Wallonia Albums Chart,http://dbpedia.org/resource/Belgium,http://dbpedia.org/resource/Ultratop_200 http://dbpedia.org/resource/Ultratop_50_(flemish) http://dbpedia.org/resource/Ultratop http://dbpedia.org/resource/Ultratop50 http://dbpedia.org/resource/Ultratip_Wallonia http://dbpedia.org/resource/Belgian_Album_Chart http://dbpedia.org/resource/Ultratop_chart http://dbpedia.org/resource/Belgium_Album_Chart http://dbpedia.org/resource/Belgium_Singles_Chart http://dbpedia.org/resource/Belgian_Albums_Chart http://dbpedia.org/resource/Ultratop_100_Albums http://dbpedia.org/resource/Ultratop_40 http://dbpedia.org/resource/Ultratip_Flanders http://dbpedia.org/resource/Ultratop_50_Albums http://dbpedia.org/resource/Ultratop_50_(Francophone) http://dbpedia.org/resource/Ultratop_200_Albums http://dbpedia.org/resource/Belgium_Albums_Chart http://dbpedia.org/resource/Belgian_Singles_Chart http://dbpedia.org/resource/Ultratop40 http://dbpedia.org/resource/Ultratop_50_(Wallonia) http://dbpedia.org/resource/Ultratop_50_(Walloon) http://dbpedia.org/resource/Ultratop_50 http://dbpedia.org/resource/Belgian_singles_chart http://dbpedia.org/resource/Ultratop_Chart http://dbpedia.org/resource/Ultratop_50_(francophone) http://dbpedia.org/resource/Belgium_singles_chart http://dbpedia.org/resource/Ultratop_50_(Flemish) http://dbpedia.org/resource/Ultratip http://dbpedia.org/resource/Belgian_Tip_Chart http://dbpedia.org/resource/Ultratop_50_(Flanders)
0,3,Canadian Albums Chart,http://dbpedia.org/resource/Canada,http://dbpedia.org/resource/Canadian_album_chart http://dbpedia.org/resource/List_of_Canadian_number-one_albums http://dbpedia.org/resource/Canadian_Album_Chart http://dbpedia.org/resource/Canadian_albums_chart http://dbpedia.org/resource/Canadian_Albums_Chart http://dbpedia.org/resource/Top_Canadian_Albums
0,4,Dutch Albums Chart,http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/Dutch_Albums_Chart http://dbpedia.org/resource/Mega_Charts http://dbpedia.org/resource/MegaCharts http://dbpedia.org/resource/Netherlands_Albums_Chart http://dbpedia.org/resource/Dutch_Album_Chart http://dbpedia.org/resource/Mega_Album_Top_100 http://dbpedia.org/resource/Megacharts
0,5,European Albums Chart[6],http://dbpedia.org/resource/France,http://dbpedia.org/resource/European_Top_100_Albums http://dbpedia.org/resource/Billboard_European_Album_Chart http://dbpedia.org/resource/European_Albums_Chart http://dbpedia.org/resource/European_Top_100
0,6,French Albums Chart,http://dbpedia.org/resource/Canada,http://dbpedia.org/resource/Top_150_Best_Sold_Albums http://dbpedia.org/resource/Snep http://dbpedia.org/resource/Syndicat_National_de_l'Édition_Phonographique http://dbpedia.org/resource/Syndicat_National_de_l'Edition_Phonographique http://dbpedia.org/resource/National_Union_of_Phonographic_Publishing http://dbpedia.org/resource/French_Singles_Chart http://dbpedia.org/resource/Top_100_Best_Sold_Singles http://dbpedia.org/resource/Syndicat_national_de_l'édition_phonographique http://dbpedia.org/resource/French_Albums_Chart http://dbpedia.org/resource/French_Record_Charts http://dbpedia.org/resource/Syndicat_national_de_l'edition_phonographique http://dbpedia.org/resource/France_Singles_Chart http://dbpedia.org/resource/SNEP
0,7,German Albums Chart,http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/GfK_Entertainment_GmbH http://dbpedia.org/resource/GfK_Entertainment http://dbpedia.org/resource/Media_control http://dbpedia.org/resource/Official_German_Charts http://dbpedia.org/resource/German_Singles_Chart http://dbpedia.org/resource/Download_Charts http://dbpedia.org/resource/Phononet_GmbH http://dbpedia.org/resource/Media_Control_Chart http://dbpedia.org/resource/German_singles_chart http://dbpedia.org/resource/Media-Control-Charts http://dbpedia.org/resource/German_Media_Control_Charts http://dbpedia.org/resource/Media_Control_AG http://dbpedia.org/resource/German_Albums_Chart http://dbpedia.org/resource/GfK_Entertainment_Charts http://dbpedia.org/resource/Media_Control_Gfk_International http://dbpedia.org/resource/Media_Control http://dbpedia.org/resource/Top_100_Singles http://dbpedia.org/resource/Media_Control_Charts http://dbpedia.org/resource/German_Singles_Charts http://dbpedia.org/resource/Top100_Singles http://dbpedia.org/resource/Media_Control_GfK_International
0,8,Japanese Albums Chart[7],http://dbpedia.org/resource/Japan,http://dbpedia.org/resource/Oricon_Chart http://dbpedia.org/resource/Japanese_Albums_Chart http://dbpedia.org/resource/Yearly_Top_Singles http://dbpedia.org/resource/Japan_Yearly_Top_Singles http://dbpedia.org/resource/Oricon_Inc http://dbpedia.org/resource/Oricon_chart http://dbpedia.org/resource/Oricon_Singles_Weekly_Ranking http://dbpedia.org/resource/Oricon_Inc. http://dbpedia.org/resource/オリコン http://dbpedia.org/resource/Oricon_Style http://dbpedia.org/resource/Oricon_Charts http://dbpedia.org/resource/Oricon_Top_Singles http://dbpedia.org/resource/Oricon http://dbpedia.org/resource/Oricon_charts http://dbpedia.org/resource/ORICON http://dbpedia.org/resource/Original_Confidence http://dbpedia.org/resource/Yearly_Top_Albums http://dbpedia.org/resource/Oricon_Entertainment http://dbpedia.org/resource/Oricon_Albums_Milestones
0,9,New Zealand RIANZ Albums Chart,http://dbpedia.org/resource/New_Zealand,http://dbpedia.org/resource/RIANZ http://dbpedia.org/resource/PPNZ_Music_Licensing http://dbpedia.org/resource/New_Zealand_Number_one_singles http://dbpedia.org/resource/NZFACT http://dbpedia.org/resource/RIANZ_Albums_Chart http://dbpedia.org/resource/List_of_number-one_singles_in_New_Zealand http://dbpedia.org/resource/Recording_Industry_Association_of_NZ http://dbpedia.org/resource/New_Zealand_Top_40 http://dbpedia.org/resource/Radioscope_(record_chart) http://dbpedia.org/resource/PPNZ http://dbpedia.org/resource/RIANZ_Annual_Top_50_Singles_Chart http://dbpedia.org/resource/List_of_number-one_albums_(New_Zealand) http://dbpedia.org/resource/New_Zealandian_Singles_Chart http://dbpedia.org/resource/Recorded_Music_NZ http://dbpedia.org/resource/New_Zealandian_Albums_Chart http://dbpedia.org/resource/RMNZ http://dbpedia.org/resource/Recorded_Music_New_Zealand http://dbpedia.org/resource/RIANZ_Singles_Chart http://dbpedia.org/resource/Recording_Industry_Association_of_New_Zealand
0,10,Swedish Albums Chart,http://dbpedia.org/resource/Norway,http://dbpedia.org/resource/Sweden_Singles_Chart http://dbpedia.org/resource/Sverigetoplistan http://dbpedia.org/resource/Sverigetopplistan http://dbpedia.org/resource/Hitlistan http://dbpedia.org/resource/Topplistan http://dbpedia.org/resource/Swedish_Singles_Chart http://dbpedia.org/resource/Swedish_Albums_Chart
