F1: 0.03846,Precision: 0.03846,Recall: 0.03846,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,Windows 10,http://dbpedia.org/resource/Internet_Explorer,http://dbpedia.org/resource/Windows_NT_10.0 http://dbpedia.org/resource/Windows_10_(PCs_and_tablets) http://dbpedia.org/resource/MS_Windows_10 http://dbpedia.org/resource/GWX.exe http://dbpedia.org/resource/Microsoft_Windows_Ten http://dbpedia.org/resource/MS_Windows_Ten http://dbpedia.org/resource/Upgradegate http://dbpedia.org/resource/Windows_ten http://dbpedia.org/resource/Microsoft_Windows_10 http://dbpedia.org/resource/MS_Windows_9 http://dbpedia.org/resource/Windows_Hello http://dbpedia.org/resource/Windows_2015 http://dbpedia.org/resource/Windows_Threshold http://dbpedia.org/resource/Windows_9 http://dbpedia.org/resource/Windows_8.2 http://dbpedia.org/resource/The_Limitations_of_Windows_10 http://dbpedia.org/resource/Win10 http://dbpedia.org/resource/Windows10 http://dbpedia.org/resource/Windows_10_Anniversary_Update http://dbpedia.org/resource/Anniversary_Update http://dbpedia.org/resource/Windows_10_for_PCs_and_tablets http://dbpedia.org/resource/Microsoft_10 http://dbpedia.org/resource/List_of_features_removed_in_Windows_10 http://dbpedia.org/resource/Win_10 http://dbpedia.org/resource/Windows_10_Pro_Insider_Preview http://dbpedia.org/resource/Windows_6.4 http://dbpedia.org/resource/Windows_Ten http://dbpedia.org/resource/Windows_NT_6.4 http://dbpedia.org/resource/Windows_10 http://dbpedia.org/resource/Windows_10.0 http://dbpedia.org/resource/Development_of_Windows_10
0,2,Windows 8.1,http://dbpedia.org/resource/Windows_8,"http://dbpedia.org/resource/Windows_8.1_with_Bing http://dbpedia.org/resource/Win_8.1 http://dbpedia.org/resource/Windows_Eight_Point_One http://dbpedia.org/resource/Windows_8.1 http://dbpedia.org/resource/W8.1 http://dbpedia.org/resource/Windows_2013 http://dbpedia.org/resource/Windows_8.1_Update_1 http://dbpedia.org/resource/Windows_Blue http://dbpedia.org/resource/Windows_8.1_Update http://dbpedia.org/resource/Windows8.1 http://dbpedia.org/resource/8.1 http://dbpedia.org/resource/Windows_""Blue"" http://dbpedia.org/resource/MS_Windows_8.1 http://dbpedia.org/resource/Microsoft_Windows_8.1 http://dbpedia.org/resource/Win8.1"
0,4,Windows 7,http://dbpedia.org/resource/Internet_Explorer,"http://dbpedia.org/resource/Windows_“Vienna” http://dbpedia.org/resource/Development_of_Windows_vienna http://dbpedia.org/resource/Criticism_of_Windows_7 http://dbpedia.org/resource/Windows_Blackcomb http://dbpedia.org/resource/Blackcomb_Vienna http://dbpedia.org/resource/Windows_Se7en http://dbpedia.org/resource/Windows_7_platform_update http://dbpedia.org/resource/Windows_vienna http://dbpedia.org/resource/Windows_""Vienna"" http://dbpedia.org/resource/Winseven http://dbpedia.org/resource/Win_seven http://dbpedia.org/resource/Microsoft_Windows_7 http://dbpedia.org/resource/Windows_VII http://dbpedia.org/resource/Windows_blackcomb http://dbpedia.org/resource/Windows_7_SP1 http://dbpedia.org/resource/Microsoft_Vienna http://dbpedia.org/resource/Windows7 http://dbpedia.org/resource/Windows_7_service_pack_1 http://dbpedia.org/resource/Win_7 http://dbpedia.org/resource/Windows_""Blackcomb"" http://dbpedia.org/resource/Blackcomb_(operating_system) http://dbpedia.org/resource/Windows-7 http://dbpedia.org/resource/Win7 http://dbpedia.org/resource/Windows_""Seven"" http://dbpedia.org/resource/Microsoft_Windows_Seven http://dbpedia.org/resource/Windows_7_Service_Pack_1 http://dbpedia.org/resource/Windows_seven http://dbpedia.org/resource/Windows_7_launch_party_video http://dbpedia.org/resource/Windows_7_beta http://dbpedia.org/resource/Windows_""7"" http://dbpedia.org/resource/Windows_Vienna http://dbpedia.org/resource/MS_Windows_7 http://dbpedia.org/resource/MS_Windows_Seven http://dbpedia.org/resource/Windows_7_Operating_Sytems http://dbpedia.org/resource/Windows_Seven http://dbpedia.org/resource/Windows_7_signature_edition http://dbpedia.org/resource/Microsoft_Blackcomb http://dbpedia.org/resource/Windows_7 http://dbpedia.org/resource/Windows_Black_Comb http://dbpedia.org/resource/Windows_seven_release_candidate"
0,5,Windows Vista,http://dbpedia.org/resource/Halo_2,http://dbpedia.org/resource/Windows_Vista_SP2 http://dbpedia.org/resource/Longhorn_XP_Professional http://dbpedia.org/resource/Vista_SP2 http://dbpedia.org/resource/WindowsVista http://dbpedia.org/resource/Windows_VISTA http://dbpedia.org/resource/Vista_service_pack_1 http://dbpedia.org/resource/Vista_operating_system http://dbpedia.org/resource/Windows_Longhorn/Vista http://dbpedia.org/resource/Windows_Pista http://dbpedia.org/resource/Windows_Vista_Platform_Update http://dbpedia.org/resource/Microsoft_Windows_Vista http://dbpedia.org/resource/Vista_OS http://dbpedia.org/resource/Windows_vista_os http://dbpedia.org/resource/Windows_vista_operating_system http://dbpedia.org/resource/Windows_Vista http://dbpedia.org/resource/Microsoft_windows_vista_os http://dbpedia.org/resource/Winvi http://dbpedia.org/resource/Windows_vista_service_pack http://dbpedia.org/resource/Windows_codename_longhorn http://dbpedia.org/resource/Windows(r)_Vista http://dbpedia.org/resource/Windows_Vista_Home http://dbpedia.org/resource/Microsoft_Windows_2007 http://dbpedia.org/resource/Microsoft_Vista_2007 http://dbpedia.org/resource/MS_Windows_Vista http://dbpedia.org/resource/Windows_vista http://dbpedia.org/resource/Microsoft_Longhorn http://dbpedia.org/resource/Window_Vista http://dbpedia.org/resource/Windows_Vista_SP1 http://dbpedia.org/resource/Windows_NT_6 http://dbpedia.org/resource/Windows_vista_fonts http://dbpedia.org/resource/Vista_os http://dbpedia.org/resource/Windows®_Vista http://dbpedia.org/resource/MS_Vista http://dbpedia.org/resource/Vista_(operating_system) http://dbpedia.org/resource/Windows_vista_minimum_requirements http://dbpedia.org/resource/Windows_Vista_Service_Pack_1 http://dbpedia.org/resource/Vista_sp1 http://dbpedia.org/resource/Windows_Vista_Service_Pack_2 http://dbpedia.org/resource/Microsoft_Vista http://dbpedia.org/resource/Vista_Service_Pack_2 http://dbpedia.org/resource/Windows_Vista_Service_Pack http://dbpedia.org/resource/Vista_Service_Pack_1 http://dbpedia.org/resource/Ms_vista http://dbpedia.org/resource/Platform_Update_for_Windows_Vista http://dbpedia.org/resource/Windows_Vista_System_Requirments http://dbpedia.org/resource/Windows_Vista_Stickers http://dbpedia.org/resource/Windwos_Vista http://dbpedia.org/resource/WinVista http://dbpedia.org/resource/Widows_vista http://dbpedia.org/resource/Windows_Vsita http://dbpedia.org/resource/WinVis http://dbpedia.org/resource/Microsoft_windows_vista_operating_system http://dbpedia.org/resource/Win_Vista
0,6,Windows XP Professional x64,http://dbpedia.org/resource/Windows_Server_2003,http://dbpedia.org/resource/Microsoft_Windows_XP_Professional_X64_Edition http://dbpedia.org/resource/Microsoft_Windows_XP_64-bit_Edition_for_64-bit_Extended_Systems http://dbpedia.org/resource/Windows_XP_Professional_x64_Edition http://dbpedia.org/resource/Windows_XP_Pro_x64_Edition http://dbpedia.org/resource/Microsoft_Windows_XP_Professional_x64_Edition http://dbpedia.org/resource/XP_x64 http://dbpedia.org/resource/Windows_XP_Pro_x64 http://dbpedia.org/resource/Windows_xp_x64 http://dbpedia.org/resource/Windows_XP_Professional_X64_Edition http://dbpedia.org/resource/Windows_XP_x64 http://dbpedia.org/resource/Windows_XP_x64_Edition http://dbpedia.org/resource/Windows_XP_Professional_x64
0,7,Windows XP,http://dbpedia.org/resource/Windows_Server_2003,"http://dbpedia.org/resource/Windows_""Whistler"" http://dbpedia.org/resource/Windows_XP_SP1 http://dbpedia.org/resource/XP_SP3 http://dbpedia.org/resource/Microsoft_Codename_Whistler http://dbpedia.org/resource/Windwos_XP http://dbpedia.org/resource/Winxp http://dbpedia.org/resource/XP_(Windows) http://dbpedia.org/resource/Windows_XP_server http://dbpedia.org/resource/Micrsoft_Windows_XP http://dbpedia.org/resource/Windows_XP_SP2 http://dbpedia.org/resource/Windows_XP_Service_Pack_3 http://dbpedia.org/resource/XPSP3 http://dbpedia.org/resource/XP_service_pack_1 http://dbpedia.org/resource/Windows_xp_os http://dbpedia.org/resource/Windows_xp http://dbpedia.org/resource/XP_service_pack_3 http://dbpedia.org/resource/Windows_Whistler http://dbpedia.org/resource/Xp_operating_system http://dbpedia.org/resource/MS_XP http://dbpedia.org/resource/Windows_XP_service_pack http://dbpedia.org/resource/Development_of_windows_xp http://dbpedia.org/resource/Windows_XP_service_packs http://dbpedia.org/resource/WindowsXP http://dbpedia.org/resource/Windows_xp_requirements http://dbpedia.org/resource/Windows_nt_5.1 http://dbpedia.org/resource/WinXP http://dbpedia.org/resource/Windows_Luna http://dbpedia.org/resource/Microsoft_Whistler http://dbpedia.org/resource/Whistler_(operating_system) http://dbpedia.org/resource/Windows_XP_Service_Pack_1 http://dbpedia.org/resource/Development_of_Windows_XP http://dbpedia.org/resource/Windows_5.1 http://dbpedia.org/resource/Windows_XP_typefaces http://dbpedia.org/resource/Microsoft_windows_xp_os http://dbpedia.org/resource/Microsoft_windows_xp_operating_system http://dbpedia.org/resource/Window_XP http://dbpedia.org/resource/Windows_XP_Service_Pack http://dbpedia.org/resource/Windows_XP http://dbpedia.org/resource/Windows_Xp http://dbpedia.org/resource/XP_Service_Pack_2 http://dbpedia.org/resource/MSXP http://dbpedia.org/resource/Nt_5.1 http://dbpedia.org/resource/Windows_XP_Service_Pack_2 http://dbpedia.org/resource/Microsoft_Windows_XP http://dbpedia.org/resource/Win_XP http://dbpedia.org/resource/Microsoft_windows_xp http://dbpedia.org/resource/Xp_os http://dbpedia.org/resource/Windows_XP_SP3 http://dbpedia.org/resource/XP_SP2 http://dbpedia.org/resource/XPSP2 http://dbpedia.org/resource/MSW_XP http://dbpedia.org/resource/NT_5.1 http://dbpedia.org/resource/Windows_xp_operating_system http://dbpedia.org/resource/XP_service_pack_2 http://dbpedia.org/resource/Win_xp http://dbpedia.org/resource/MS_Windows_XP http://dbpedia.org/resource/Windows_XP_SP_3"
0,8,Windows ME,http://dbpedia.org/resource/Windows_XP,http://dbpedia.org/resource/Microsoft_Windows_Me http://dbpedia.org/resource/The_history_of_ME http://dbpedia.org/resource/MS_Windows_ME http://dbpedia.org/resource/MS-DOS_8.0 http://dbpedia.org/resource/Windows_ME http://dbpedia.org/resource/MSW_ME http://dbpedia.org/resource/WinMe http://dbpedia.org/resource/Windows_Me http://dbpedia.org/resource/Microsoft_Windows_ME_Millennium_Edition http://dbpedia.org/resource/Windows_Georgia http://dbpedia.org/resource/WindowsME http://dbpedia.org/resource/Windows_Millennium http://dbpedia.org/resource/The_History_of_ME http://dbpedia.org/resource/Microsoft_Windows_4.9 http://dbpedia.org/resource/Windows_Millenium http://dbpedia.org/resource/Windows_millenium_edition http://dbpedia.org/resource/WinME http://dbpedia.org/resource/Windows_Millenium_Edition http://dbpedia.org/resource/LOADER.EXE http://dbpedia.org/resource/Windows_me http://dbpedia.org/resource/Microsoft_Windows_ME http://dbpedia.org/resource/Winme http://dbpedia.org/resource/Windows_4.90 http://dbpedia.org/resource/Win_ME http://dbpedia.org/resource/WINDOWS_ME http://dbpedia.org/resource/Microsoft_Windows_4.90 http://dbpedia.org/resource/Windows_Millennium_Edition http://dbpedia.org/resource/Windows_4.9
0,9,Windows 2000,http://dbpedia.org/resource/Microsoft_Windows,http://dbpedia.org/resource/Microsoft_Windows_2000_Server http://dbpedia.org/resource/MSW_2000 http://dbpedia.org/resource/Windows_2000_Advanced_Server http://dbpedia.org/resource/Win2000 http://dbpedia.org/resource/MSW_2k http://dbpedia.org/resource/Windows_00 http://dbpedia.org/resource/Win_2000 http://dbpedia.org/resource/Windows_2K http://dbpedia.org/resource/Windows_Server_2000 http://dbpedia.org/resource/Windows_2k http://dbpedia.org/resource/NT5 http://dbpedia.org/resource/Win2k http://dbpedia.org/resource/Windows_2000_Server http://dbpedia.org/resource/Windows_2000_builds http://dbpedia.org/resource/Windows_2000_Professional http://dbpedia.org/resource/Windows_2000_server http://dbpedia.org/resource/MSW2k http://dbpedia.org/resource/MS_Windows_2000 http://dbpedia.org/resource/MSW2000 http://dbpedia.org/resource/Windows_nt_5.0 http://dbpedia.org/resource/Win_2K http://dbpedia.org/resource/Windows2k http://dbpedia.org/resource/Widows_2000 http://dbpedia.org/resource/Windows_2000 http://dbpedia.org/resource/Windows_2000_editions http://dbpedia.org/resource/MS_2000 http://dbpedia.org/resource/Microsoft_Windows_2000 http://dbpedia.org/resource/Win2K http://dbpedia.org/resource/W2K http://dbpedia.org/resource/Windows_2000_Datacenter_Server http://dbpedia.org/resource/Windows2000 http://dbpedia.org/resource/Windows_NT_5.0 http://dbpedia.org/resource/Windows_5.0
0,10,Windows 98,http://dbpedia.org/resource/Microsoft_Windows,http://dbpedia.org/resource/Microsoft_Windows_98 http://dbpedia.org/resource/W98 http://dbpedia.org/resource/Windows_Memphis http://dbpedia.org/resource/Windows_98_Beta_3 http://dbpedia.org/resource/Windows_98FE http://dbpedia.org/resource/Windows_98 http://dbpedia.org/resource/Windwos_98 http://dbpedia.org/resource/Win_98 http://dbpedia.org/resource/Windows97 http://dbpedia.org/resource/Windows_98_FE http://dbpedia.org/resource/Microsoft_Windows_98SE http://dbpedia.org/resource/Windows_99 http://dbpedia.org/resource/Win98 http://dbpedia.org/resource/MSW_98 http://dbpedia.org/resource/Windows_4.10 http://dbpedia.org/resource/Windows_Second_Edition http://dbpedia.org/resource/Window_98 http://dbpedia.org/resource/98SE http://dbpedia.org/resource/Microsoft_Windows_4.10 http://dbpedia.org/resource/Windows_98SE http://dbpedia.org/resource/Development_of_Windows_98 http://dbpedia.org/resource/Windows_1998 http://dbpedia.org/resource/MSW98 http://dbpedia.org/resource/Windows_98_2nd_Edition http://dbpedia.org/resource/Windows98 http://dbpedia.org/resource/MSW_98_SE http://dbpedia.org/resource/Windows_98_First_Edition http://dbpedia.org/resource/Win98SE http://dbpedia.org/resource/Windows_98_Second_Edition http://dbpedia.org/resource/Windows_98_editions http://dbpedia.org/resource/Microsoft_Windows_4.1 http://dbpedia.org/resource/Microsoft_98 http://dbpedia.org/resource/Windows_1997 http://dbpedia.org/resource/Microsoft_Windows_97 http://dbpedia.org/resource/Windows_98_SE http://dbpedia.org/resource/MS_Windows_98 http://dbpedia.org/resource/Windows_97 http://dbpedia.org/resource/Windows_98_Beta
