F1: 0.16667,Precision: 0.16667,Recall: 0.16667,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,Chris Jericho (c) defeated Raven,http://dbpedia.org/resource/Super_Bowl_XLVII,"http://dbpedia.org/resource/Christopher_Jericho http://dbpedia.org/resource/Chris_jericko http://dbpedia.org/resource/Jericho_(wrestler) http://dbpedia.org/resource/Chris_Keith_Irvine http://dbpedia.org/resource/SAVE_ME.222 http://dbpedia.org/resource/Save_us.222 http://dbpedia.org/resource/Christopher_Irvine http://dbpedia.org/resource/Chris_Irvine http://dbpedia.org/resource/Christopher_Keith_""Chris""_Irvine http://dbpedia.org/resource/Y2J_Problem http://dbpedia.org/resource/Lion_Do http://dbpedia.org/resource/Save_us_222 http://dbpedia.org/resource/Christopher_Keith_Irvine http://dbpedia.org/resource/Y12J http://dbpedia.org/resource/Corazón_de_León http://dbpedia.org/resource/Chris_Jericho_and_Big_Show http://dbpedia.org/resource/Talk_is_Jericho http://dbpedia.org/resource/Chris_Jericho http://dbpedia.org/resource/Super_liger http://dbpedia.org/resource/Moongoose_McQueen http://dbpedia.org/resource/Save_Us.Y2J http://dbpedia.org/resource/The_Highlight_Reel http://dbpedia.org/resource/Y2j_chris_jericho http://dbpedia.org/resource/Mongoose_McQueen http://dbpedia.org/resource/Chris_irvine http://dbpedia.org/resource/RAW_is_Jericho"
1,2,Wrath defeated Meng,http://dbpedia.org/resource/Qin's_campaign_against_the_Xiongnu,http://dbpedia.org/resource/Bryan_Clark http://dbpedia.org/resource/Wrath_(wrestler)
1,3,Disco Inferno defeated Juventud Guerrera,http://dbpedia.org/resource/Disco_Inferno,"http://dbpedia.org/resource/Disco_Inferno_(wrestler) http://dbpedia.org/resource/Glenn_Gilberti http://dbpedia.org/resource/Brooklyn_Stud http://dbpedia.org/resource/Disqo http://dbpedia.org/resource/""Gifted""_Glen_Gilberti http://dbpedia.org/resource/Hip_Hop_Inferno http://dbpedia.org/resource/Glenn_Gilbertti http://dbpedia.org/resource/The_Brooklyn_Stud http://dbpedia.org/resource/Hip-Hop_Inferno http://dbpedia.org/resource/Glen_Gilberti"
1,4,Alex Wright defeated Fit Finlay,http://dbpedia.org/resource/Scott_Pilgrim_vs._the_World,http://dbpedia.org/resource/Alex_wright http://dbpedia.org/resource/Berlyn http://dbpedia.org/resource/Alex_Wright
1,5,Perry Saturn defeated Lodi,http://dbpedia.org/resource/Cronus,http://dbpedia.org/resource/Perry_Saturn http://dbpedia.org/resource/Saturn_(wrestler) http://dbpedia.org/resource/Perry_Satullo
1,6,Billy Kidman (c) defeated Disco Inferno,http://dbpedia.org/resource/Stalag_17,http://dbpedia.org/resource/Peter_Gruner http://dbpedia.org/resource/Billy_kidman http://dbpedia.org/resource/Billy_Kidman
1,7,Rick Steiner and Buff Bagwell defeated The Giant and Scott Steiner,http://dbpedia.org/resource/Professional_wrestling_double-team_maneuvers,http://dbpedia.org/resource/Richard_Rechsteiner http://dbpedia.org/resource/Rick_Steiner http://dbpedia.org/resource/Rob_Rechsteiner http://dbpedia.org/resource/Robert_Rechsteiner http://dbpedia.org/resource/Rick_Rechsteiner
1,9,Scott Hall defeated Kevin Nash by countout,http://dbpedia.org/resource/The_Outsiders_(professional_wrestling),http://dbpedia.org/resource/The_Diamond_Stud http://dbpedia.org/resource/Scott_Hall http://dbpedia.org/resource/Scott_Oliver_Hall http://dbpedia.org/resource/The_Diamond_Studd http://dbpedia.org/resource/Scott_Hall_(wrestler)
1,10,Bret Hart (c) defeated Sting,http://dbpedia.org/resource/Owen_Hart,"http://dbpedia.org/resource/Bret_""Hitman""_Hart http://dbpedia.org/resource/""Cowboy""_Bret_Hart http://dbpedia.org/resource/Bret_The_Hitman_Hart http://dbpedia.org/resource/Bret_Hart http://dbpedia.org/resource/Bret_""The_Hitman""_Hart http://dbpedia.org/resource/The_Excellence_of_Execution http://dbpedia.org/resource/Bret_Hart_montreal http://dbpedia.org/resource/Bret_Hitman_Hart http://dbpedia.org/resource/Bret_Sergeant_Hart http://dbpedia.org/resource/Excellence_of_Execution http://dbpedia.org/resource/Bret_Hart_Montreal"
1,12,Goldberg (c) defeated Diamond Dallas Page,http://dbpedia.org/resource/Diamond_Dallas_Page,http://dbpedia.org/resource/Goldberg_(wrestler) http://dbpedia.org/resource/Smaffles http://dbpedia.org/resource/Greenzilla http://dbpedia.org/resource/William_scott_goldberg http://dbpedia.org/resource/Bill_Goldberg
