F1: 0.08571,Precision: 0.08571,Recall: 0.08571,,
Col,Row,Value,Submitted URI,Correct URI's
2,1,XHAGL-TV,http://dbpedia.org/resource/.tv,http://dbpedia.org/resource/XHNLI-TV http://dbpedia.org/resource/XHNAN-TDT http://dbpedia.org/resource/XHTUB-TV http://dbpedia.org/resource/XHZOS-TV http://dbpedia.org/resource/XHMNL-TDT http://dbpedia.org/resource/XHDRC-TV http://dbpedia.org/resource/XHNDA-TV http://dbpedia.org/resource/XHNAN-TV http://dbpedia.org/resource/XHNAR-TV http://dbpedia.org/resource/XHCMP-TV http://dbpedia.org/resource/XHNSA-TV http://dbpedia.org/resource/TVNL http://dbpedia.org/resource/XHHGR-TV http://dbpedia.org/resource/XHMNG-TV http://dbpedia.org/resource/XHLRN-TV http://dbpedia.org/resource/TV_Nuevo_León http://dbpedia.org/resource/XHAEA-TV http://dbpedia.org/resource/XHLCH-TV http://dbpedia.org/resource/XHCLL-TV http://dbpedia.org/resource/XHNAN http://dbpedia.org/resource/XHGBT-TV http://dbpedia.org/resource/XHLNI-TV http://dbpedia.org/resource/XHRNS-TV http://dbpedia.org/resource/XHZRZ-TV http://dbpedia.org/resource/XHPRS-TV http://dbpedia.org/resource/TV_Nuevo_Leon http://dbpedia.org/resource/XHAGL-TV http://dbpedia.org/resource/XHMNL-TV http://dbpedia.org/resource/XHVDB-TV http://dbpedia.org/resource/XHHRR-TV http://dbpedia.org/resource/XHGTR-TV
2,2,XHNAR-TV,http://dbpedia.org/resource/.tv,http://dbpedia.org/resource/XHNLI-TV http://dbpedia.org/resource/XHNAN-TDT http://dbpedia.org/resource/XHTUB-TV http://dbpedia.org/resource/XHZOS-TV http://dbpedia.org/resource/XHMNL-TDT http://dbpedia.org/resource/XHDRC-TV http://dbpedia.org/resource/XHNDA-TV http://dbpedia.org/resource/XHNAN-TV http://dbpedia.org/resource/XHNAR-TV http://dbpedia.org/resource/XHCMP-TV http://dbpedia.org/resource/XHNSA-TV http://dbpedia.org/resource/TVNL http://dbpedia.org/resource/XHHGR-TV http://dbpedia.org/resource/XHMNG-TV http://dbpedia.org/resource/XHLRN-TV http://dbpedia.org/resource/TV_Nuevo_León http://dbpedia.org/resource/XHAEA-TV http://dbpedia.org/resource/XHLCH-TV http://dbpedia.org/resource/XHCLL-TV http://dbpedia.org/resource/XHNAN http://dbpedia.org/resource/XHGBT-TV http://dbpedia.org/resource/XHLNI-TV http://dbpedia.org/resource/XHRNS-TV http://dbpedia.org/resource/XHZRZ-TV http://dbpedia.org/resource/XHPRS-TV http://dbpedia.org/resource/TV_Nuevo_Leon http://dbpedia.org/resource/XHAGL-TV http://dbpedia.org/resource/XHMNL-TV http://dbpedia.org/resource/XHVDB-TV http://dbpedia.org/resource/XHHRR-TV http://dbpedia.org/resource/XHGTR-TV
2,3,XHCMP-TV,http://dbpedia.org/resource/.tv,http://dbpedia.org/resource/XHNLI-TV http://dbpedia.org/resource/XHNAN-TDT http://dbpedia.org/resource/XHTUB-TV http://dbpedia.org/resource/XHZOS-TV http://dbpedia.org/resource/XHMNL-TDT http://dbpedia.org/resource/XHDRC-TV http://dbpedia.org/resource/XHNDA-TV http://dbpedia.org/resource/XHNAN-TV http://dbpedia.org/resource/XHNAR-TV http://dbpedia.org/resource/XHCMP-TV http://dbpedia.org/resource/XHNSA-TV http://dbpedia.org/resource/TVNL http://dbpedia.org/resource/XHHGR-TV http://dbpedia.org/resource/XHMNG-TV http://dbpedia.org/resource/XHLRN-TV http://dbpedia.org/resource/TV_Nuevo_León http://dbpedia.org/resource/XHAEA-TV http://dbpedia.org/resource/XHLCH-TV http://dbpedia.org/resource/XHCLL-TV http://dbpedia.org/resource/XHNAN http://dbpedia.org/resource/XHGBT-TV http://dbpedia.org/resource/XHLNI-TV http://dbpedia.org/resource/XHRNS-TV http://dbpedia.org/resource/XHZRZ-TV http://dbpedia.org/resource/XHPRS-TV http://dbpedia.org/resource/TV_Nuevo_Leon http://dbpedia.org/resource/XHAGL-TV http://dbpedia.org/resource/XHMNL-TV http://dbpedia.org/resource/XHVDB-TV http://dbpedia.org/resource/XHHRR-TV http://dbpedia.org/resource/XHGTR-TV
2,4,XHNAN-TV,http://dbpedia.org/resource/.tv,http://dbpedia.org/resource/XHNLI-TV http://dbpedia.org/resource/XHNAN-TDT http://dbpedia.org/resource/XHTUB-TV http://dbpedia.org/resource/XHZOS-TV http://dbpedia.org/resource/XHMNL-TDT http://dbpedia.org/resource/XHDRC-TV http://dbpedia.org/resource/XHNDA-TV http://dbpedia.org/resource/XHNAN-TV http://dbpedia.org/resource/XHNAR-TV http://dbpedia.org/resource/XHCMP-TV http://dbpedia.org/resource/XHNSA-TV http://dbpedia.org/resource/TVNL http://dbpedia.org/resource/XHHGR-TV http://dbpedia.org/resource/XHMNG-TV http://dbpedia.org/resource/XHLRN-TV http://dbpedia.org/resource/TV_Nuevo_León http://dbpedia.org/resource/XHAEA-TV http://dbpedia.org/resource/XHLCH-TV http://dbpedia.org/resource/XHCLL-TV http://dbpedia.org/resource/XHNAN http://dbpedia.org/resource/XHGBT-TV http://dbpedia.org/resource/XHLNI-TV http://dbpedia.org/resource/XHRNS-TV http://dbpedia.org/resource/XHZRZ-TV http://dbpedia.org/resource/XHPRS-TV http://dbpedia.org/resource/TV_Nuevo_Leon http://dbpedia.org/resource/XHAGL-TV http://dbpedia.org/resource/XHMNL-TV http://dbpedia.org/resource/XHVDB-TV http://dbpedia.org/resource/XHHRR-TV http://dbpedia.org/resource/XHGTR-TV
2,5,XHNDA-TV,http://dbpedia.org/resource/.tv,http://dbpedia.org/resource/XHNLI-TV http://dbpedia.org/resource/XHNAN-TDT http://dbpedia.org/resource/XHTUB-TV http://dbpedia.org/resource/XHZOS-TV http://dbpedia.org/resource/XHMNL-TDT http://dbpedia.org/resource/XHDRC-TV http://dbpedia.org/resource/XHNDA-TV http://dbpedia.org/resource/XHNAN-TV http://dbpedia.org/resource/XHNAR-TV http://dbpedia.org/resource/XHCMP-TV http://dbpedia.org/resource/XHNSA-TV http://dbpedia.org/resource/TVNL http://dbpedia.org/resource/XHHGR-TV http://dbpedia.org/resource/XHMNG-TV http://dbpedia.org/resource/XHLRN-TV http://dbpedia.org/resource/TV_Nuevo_León http://dbpedia.org/resource/XHAEA-TV http://dbpedia.org/resource/XHLCH-TV http://dbpedia.org/resource/XHCLL-TV http://dbpedia.org/resource/XHNAN http://dbpedia.org/resource/XHGBT-TV http://dbpedia.org/resource/XHLNI-TV http://dbpedia.org/resource/XHRNS-TV http://dbpedia.org/resource/XHZRZ-TV http://dbpedia.org/resource/XHPRS-TV http://dbpedia.org/resource/TV_Nuevo_Leon http://dbpedia.org/resource/XHAGL-TV http://dbpedia.org/resource/XHMNL-TV http://dbpedia.org/resource/XHVDB-TV http://dbpedia.org/resource/XHHRR-TV http://dbpedia.org/resource/XHGTR-TV
2,6,XHDRC-TV,http://dbpedia.org/resource/.tv,http://dbpedia.org/resource/XHNLI-TV http://dbpedia.org/resource/XHNAN-TDT http://dbpedia.org/resource/XHTUB-TV http://dbpedia.org/resource/XHZOS-TV http://dbpedia.org/resource/XHMNL-TDT http://dbpedia.org/resource/XHDRC-TV http://dbpedia.org/resource/XHNDA-TV http://dbpedia.org/resource/XHNAN-TV http://dbpedia.org/resource/XHNAR-TV http://dbpedia.org/resource/XHCMP-TV http://dbpedia.org/resource/XHNSA-TV http://dbpedia.org/resource/TVNL http://dbpedia.org/resource/XHHGR-TV http://dbpedia.org/resource/XHMNG-TV http://dbpedia.org/resource/XHLRN-TV http://dbpedia.org/resource/TV_Nuevo_León http://dbpedia.org/resource/XHAEA-TV http://dbpedia.org/resource/XHLCH-TV http://dbpedia.org/resource/XHCLL-TV http://dbpedia.org/resource/XHNAN http://dbpedia.org/resource/XHGBT-TV http://dbpedia.org/resource/XHLNI-TV http://dbpedia.org/resource/XHRNS-TV http://dbpedia.org/resource/XHZRZ-TV http://dbpedia.org/resource/XHPRS-TV http://dbpedia.org/resource/TV_Nuevo_Leon http://dbpedia.org/resource/XHAGL-TV http://dbpedia.org/resource/XHMNL-TV http://dbpedia.org/resource/XHVDB-TV http://dbpedia.org/resource/XHHRR-TV http://dbpedia.org/resource/XHGTR-TV
2,7,XHGBT-TV,http://dbpedia.org/resource/.tv,http://dbpedia.org/resource/XHNLI-TV http://dbpedia.org/resource/XHNAN-TDT http://dbpedia.org/resource/XHTUB-TV http://dbpedia.org/resource/XHZOS-TV http://dbpedia.org/resource/XHMNL-TDT http://dbpedia.org/resource/XHDRC-TV http://dbpedia.org/resource/XHNDA-TV http://dbpedia.org/resource/XHNAN-TV http://dbpedia.org/resource/XHNAR-TV http://dbpedia.org/resource/XHCMP-TV http://dbpedia.org/resource/XHNSA-TV http://dbpedia.org/resource/TVNL http://dbpedia.org/resource/XHHGR-TV http://dbpedia.org/resource/XHMNG-TV http://dbpedia.org/resource/XHLRN-TV http://dbpedia.org/resource/TV_Nuevo_León http://dbpedia.org/resource/XHAEA-TV http://dbpedia.org/resource/XHLCH-TV http://dbpedia.org/resource/XHCLL-TV http://dbpedia.org/resource/XHNAN http://dbpedia.org/resource/XHGBT-TV http://dbpedia.org/resource/XHLNI-TV http://dbpedia.org/resource/XHRNS-TV http://dbpedia.org/resource/XHZRZ-TV http://dbpedia.org/resource/XHPRS-TV http://dbpedia.org/resource/TV_Nuevo_Leon http://dbpedia.org/resource/XHAGL-TV http://dbpedia.org/resource/XHMNL-TV http://dbpedia.org/resource/XHVDB-TV http://dbpedia.org/resource/XHHRR-TV http://dbpedia.org/resource/XHGTR-TV
2,8,XHGTR-TV,http://dbpedia.org/resource/.tv,http://dbpedia.org/resource/XHNLI-TV http://dbpedia.org/resource/XHNAN-TDT http://dbpedia.org/resource/XHTUB-TV http://dbpedia.org/resource/XHZOS-TV http://dbpedia.org/resource/XHMNL-TDT http://dbpedia.org/resource/XHDRC-TV http://dbpedia.org/resource/XHNDA-TV http://dbpedia.org/resource/XHNAN-TV http://dbpedia.org/resource/XHNAR-TV http://dbpedia.org/resource/XHCMP-TV http://dbpedia.org/resource/XHNSA-TV http://dbpedia.org/resource/TVNL http://dbpedia.org/resource/XHHGR-TV http://dbpedia.org/resource/XHMNG-TV http://dbpedia.org/resource/XHLRN-TV http://dbpedia.org/resource/TV_Nuevo_León http://dbpedia.org/resource/XHAEA-TV http://dbpedia.org/resource/XHLCH-TV http://dbpedia.org/resource/XHCLL-TV http://dbpedia.org/resource/XHNAN http://dbpedia.org/resource/XHGBT-TV http://dbpedia.org/resource/XHLNI-TV http://dbpedia.org/resource/XHRNS-TV http://dbpedia.org/resource/XHZRZ-TV http://dbpedia.org/resource/XHPRS-TV http://dbpedia.org/resource/TV_Nuevo_Leon http://dbpedia.org/resource/XHAGL-TV http://dbpedia.org/resource/XHMNL-TV http://dbpedia.org/resource/XHVDB-TV http://dbpedia.org/resource/XHHRR-TV http://dbpedia.org/resource/XHGTR-TV
2,9,XHHGR-TV,http://dbpedia.org/resource/.tv,http://dbpedia.org/resource/XHNLI-TV http://dbpedia.org/resource/XHNAN-TDT http://dbpedia.org/resource/XHTUB-TV http://dbpedia.org/resource/XHZOS-TV http://dbpedia.org/resource/XHMNL-TDT http://dbpedia.org/resource/XHDRC-TV http://dbpedia.org/resource/XHNDA-TV http://dbpedia.org/resource/XHNAN-TV http://dbpedia.org/resource/XHNAR-TV http://dbpedia.org/resource/XHCMP-TV http://dbpedia.org/resource/XHNSA-TV http://dbpedia.org/resource/TVNL http://dbpedia.org/resource/XHHGR-TV http://dbpedia.org/resource/XHMNG-TV http://dbpedia.org/resource/XHLRN-TV http://dbpedia.org/resource/TV_Nuevo_León http://dbpedia.org/resource/XHAEA-TV http://dbpedia.org/resource/XHLCH-TV http://dbpedia.org/resource/XHCLL-TV http://dbpedia.org/resource/XHNAN http://dbpedia.org/resource/XHGBT-TV http://dbpedia.org/resource/XHLNI-TV http://dbpedia.org/resource/XHRNS-TV http://dbpedia.org/resource/XHZRZ-TV http://dbpedia.org/resource/XHPRS-TV http://dbpedia.org/resource/TV_Nuevo_Leon http://dbpedia.org/resource/XHAGL-TV http://dbpedia.org/resource/XHMNL-TV http://dbpedia.org/resource/XHVDB-TV http://dbpedia.org/resource/XHHRR-TV http://dbpedia.org/resource/XHGTR-TV
