F1: 0.09091,Precision: 0.09091,Recall: 0.09091,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,4-4-0,http://dbpedia.org/resource/Android_(operating_system),http://dbpedia.org/resource/4-4-0T http://dbpedia.org/resource/2-2-0_(russian) http://dbpedia.org/resource/American_4-4-0 http://dbpedia.org/resource/4-4-0ST http://dbpedia.org/resource/4-4-0 http://dbpedia.org/resource/4-4-0_American http://dbpedia.org/resource/4-4-0_locomotive
1,2,4-4-0,http://dbpedia.org/resource/Android_(operating_system),http://dbpedia.org/resource/4-4-0T http://dbpedia.org/resource/2-2-0_(russian) http://dbpedia.org/resource/American_4-4-0 http://dbpedia.org/resource/4-4-0ST http://dbpedia.org/resource/4-4-0 http://dbpedia.org/resource/4-4-0_American http://dbpedia.org/resource/4-4-0_locomotive
1,3,4-4-2,http://dbpedia.org/resource/Android_(operating_system),http://dbpedia.org/resource/4-4-2T http://dbpedia.org/resource/4-4-2_locomotive http://dbpedia.org/resource/4-4-2_(locomotive)
1,4,2-4-2T,http://dbpedia.org/resource/Soyuz_T-4,http://dbpedia.org/resource/2-4-2T http://dbpedia.org/resource/2-4-2
1,5,0-4-0ST,,http://dbpedia.org/resource/0-4-0T http://dbpedia.org/resource/0-4-0ST http://dbpedia.org/resource/0-4-0 http://dbpedia.org/resource/Four-coupled http://dbpedia.org/resource/0-4-0WT http://dbpedia.org/resource/0-4-0DH
1,6,0-4-0ST,,http://dbpedia.org/resource/0-4-0T http://dbpedia.org/resource/0-4-0ST http://dbpedia.org/resource/0-4-0 http://dbpedia.org/resource/Four-coupled http://dbpedia.org/resource/0-4-0WT http://dbpedia.org/resource/0-4-0DH
1,8,0-6-0ST,http://dbpedia.org/resource/Hunslet_Austerity_0-6-0ST,http://dbpedia.org/resource/0-6-0DH http://dbpedia.org/resource/0-6-0DM http://dbpedia.org/resource/0-6-0ST http://dbpedia.org/resource/0-3-0_(russian) http://dbpedia.org/resource/0-6-0DE http://dbpedia.org/resource/0-6-0T http://dbpedia.org/resource/0-6-0WT http://dbpedia.org/resource/0-6-0
1,9,0-6-0,http://dbpedia.org/resource/Android_(operating_system),http://dbpedia.org/resource/0-6-0DH http://dbpedia.org/resource/0-6-0DM http://dbpedia.org/resource/0-6-0ST http://dbpedia.org/resource/0-3-0_(russian) http://dbpedia.org/resource/0-6-0DE http://dbpedia.org/resource/0-6-0T http://dbpedia.org/resource/0-6-0WT http://dbpedia.org/resource/0-6-0
1,10,0-6-0T,http://dbpedia.org/resource/LMS_Fowler_Class_3F,http://dbpedia.org/resource/0-6-0DH http://dbpedia.org/resource/0-6-0DM http://dbpedia.org/resource/0-6-0ST http://dbpedia.org/resource/0-3-0_(russian) http://dbpedia.org/resource/0-6-0DE http://dbpedia.org/resource/0-6-0T http://dbpedia.org/resource/0-6-0WT http://dbpedia.org/resource/0-6-0
1,11,0-8-0,http://dbpedia.org/resource/Oxygen,http://dbpedia.org/resource/0-8-0T http://dbpedia.org/resource/0-4-0_(russian) http://dbpedia.org/resource/0-8-0
