F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,Finland (FIN) Sulo Nurmela Klaes Karppinen Matti LÃ¤hde Kalle Jalkanen,,http://dbpedia.org/resource/Finland_at_the_1936_Winter_Olympics
1,2,Sweden (SWE) Nils Ã\u0096stensson Nils TÃ¤pp Gunnar Eriksson Martin LundstrÃ¶m,http://dbpedia.org/resource/Martin_Van_Buren,http://dbpedia.org/resource/Sweden_at_the_1948_Winter_Olympics
1,3,Finland (FIN) Heikki Hasu Paavo Lonkila Urpo Korhonen Tapio MÃ¤kelÃ¤,http://dbpedia.org/resource/Paavo_Lipponen,http://dbpedia.org/resource/Finland_at_the_1952_Winter_Olympics
1,4,Soviet Union (URS) Fyodor Terentyev Pavel Kolchin Nikolay Anikin Vladimir Kuzin,http://dbpedia.org/resource/Fyodor_Tolbukhin,http://dbpedia.org/resource/Soviet_Union_at_the_1956_Winter_Olympics http://dbpedia.org/resource/USSR_at_the_1956_Winter_Olympics
1,5,Finland (FIN) Toimi Alatalo Eero MÃ¤ntyranta VÃ¤inÃ¶ Huhtala Veikko Hakulinen,http://dbpedia.org/resource/Väinö_Huhtala,http://dbpedia.org/resource/Finland_at_the_1960_Winter_Olympics
1,6,Sweden (SWE) Karl-Ã ke Asph Sixten Jernberg Janne Stefansson Assar RÃ¶nnlund,http://dbpedia.org/resource/Åke_Gustafsson,http://dbpedia.org/resource/Sweden_at_the_1964_Winter_Olympics
1,7,Norway (NOR) Odd Martinsen PÃ¥l Tyldum Harald GrÃ¸nningen Ole EllefsÃ¦ter,http://dbpedia.org/resource/Odd_Magnus_Faltinsen,http://dbpedia.org/resource/Norway_at_the_1968_Winter_Olympics
1,8,Soviet Union (URS) Vladimir Voronkov Yuri Skobov Fyodor Simashev Vyacheslav Vedenin,http://dbpedia.org/resource/Fyodor_Tolbukhin,http://dbpedia.org/resource/Soviet_Union_at_the_1972_Winter_Olympics http://dbpedia.org/resource/USSR_at_the_1972_Winter_Olympics
1,9,Finland (FIN) Matti PitkÃ¤nen Juha Mieto Pertti TeurajÃ¤rvi Arto Koivisto,http://dbpedia.org/resource/Arto_Melleri,http://dbpedia.org/resource/Finland_at_the_1976_Winter_Olympics
1,10,Soviet Union (URS) Vasily Rochev Nikolay Bazhukov Yevgeny Belyayev Nikolay Zimyatov,"http://ru.dbpedia.org/resource/Беляев,_Василий_Николаевич",http://dbpedia.org/resource/USSR_at_the_1980_Winter_Olympics http://dbpedia.org/resource/Soviet_Union_at_the_1980_Winter_Olympics
1,11,Sweden (SWE) Thomas Wassberg Benny Kohlberg Jan Ottosson Gunde Svan,http://dbpedia.org/resource/Gunde_Svan,http://dbpedia.org/resource/Sweden_at_the_1984_Winter_Olympics
1,12,Sweden (SWE) Jan Ottosson Thomas Wassberg Gunde Svan Torgny Mogren,http://dbpedia.org/resource/Gunde_Svan,http://dbpedia.org/resource/Sweden_at_the_1988_Winter_Olympics
1,13,Norway (NOR) Terje Langli Vegard Ulvang Kristen Skjeldal BjÃ¸rn DÃ¦hlie,http://de.dbpedia.org/resource/Vegard_Gjermundshaug,http://dbpedia.org/resource/Norway_at_the_1992_Winter_Olympics
1,14,Italy (ITA) Maurilio De Zolt Marco Albarello Giorgio Vanzetta Silvio Fauner,http://dbpedia.org/resource/Scuola_di_San_Giorgio_degli_Schiavoni,http://dbpedia.org/resource/Italy_at_the_1994_Winter_Olympics
1,15,Norway (NOR) Sture Sivertsen Erling Jevne BjÃ¸rn DÃ¦hlie Thomas Alsgaard,http://dbpedia.org/resource/Bjørn_Erling_Ytterhorn,http://dbpedia.org/resource/Norway_at_the_1998_Winter_Olympics
1,16,Norway (NOR) Anders Aukland Frode Estil Kristen Skjeldal Thomas Alsgaard,http://dbpedia.org/resource/Anders_Aukland,http://dbpedia.org/resource/Norway_at_the_2002_Winter_Olympics
1,17,Italy (ITA) Fulvio Valbusa Giorgio Di Centa Pietro Piller Cottrer Cristian Zorzi,http://dbpedia.org/resource/Giorgione,http://dbpedia.org/resource/Italy_at_the_2006_Winter_Olympics
1,18,Sweden (SWE) Daniel Richardsson Johan Olsson Anders SÃ¶dergren Marcus Hellner,http://dbpedia.org/resource/Anders_Olsson_(writer),http://dbpedia.org/resource/Sweden_at_the_2010_Winter_Olympics
1,19,Sweden (SWE) Lars Nelson Daniel Richardsson Johan Olsson Marcus Hellner,http://dbpedia.org/resource/Lars_Olsson_Smith,http://dbpedia.org/resource/Sweden_at_the_2014_Winter_Olympics
