F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
1,0,Azerbaijan,http://dbpedia.org/resource/Azerbaijan,http://dbpedia.org/resource/Azerbaijan_in_the_eurovision_song_contest http://dbpedia.org/resource/Azerbaijan_in_the_Eurovision_Song_Contest
1,1,Ukraine,http://dbpedia.org/resource/Ukraine,http://dbpedia.org/resource/Ukraine_in_the_Eurovision_Song_Contest
1,2,Armenia,http://dbpedia.org/resource/Armenia,http://dbpedia.org/resource/Armenia_in_the_eurovision_song_contest http://dbpedia.org/resource/Armenia_in_the_Eurovision_Song_Contest
1,3,Greece,http://dbpedia.org/resource/Greece,http://dbpedia.org/resource/Greece_at_the_eurovision_song_contest http://dbpedia.org/resource/Greece_in_the_Eurovision_Song_Contest
1,4,Hungary,http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Hungary_in_the_Eurovision_Song_Contest http://dbpedia.org/resource/Hungary_in_the_eurovision_song_contest
1,5,Russia,http://dbpedia.org/resource/Russia,http://dbpedia.org/resource/Russia_in_the_Eurovision_Song_Contest http://dbpedia.org/resource/Russia_in_the_Eurovision_Song_Contest_1996
1,6,Sweden,http://dbpedia.org/resource/Sweden,http://dbpedia.org/resource/Sweden_in_the_Eurovision_Song_Contest
1,7,Moldova,http://dbpedia.org/resource/Moldova,http://dbpedia.org/resource/Moldova_in_the_eurovision_song_contest http://dbpedia.org/resource/Moldova_in_the_Eurovision_Song_Contest
1,8,Denmark,http://dbpedia.org/resource/Denmark,http://dbpedia.org/resource/Denmark_in_the_Eurovision_Song_Contest http://dbpedia.org/resource/Denmark_in_the_eurovision_song_contest
1,9,Norway,http://dbpedia.org/resource/Norway,http://dbpedia.org/resource/Norway_in_the_Eurovision_Song_Contest http://dbpedia.org/resource/Norway_in_the_eurovision_song_contest http://dbpedia.org/resource/Norway_in_ESC
