F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
Col,Row,Value,Submitted URI,Correct URI's
0,1,Cape Bretonâ\u0080\u0094Canso,http://dbpedia.org/resource/Raid_on_Canso,http://dbpedia.org/resource/Cape_Breton—Canso
0,2,Central Nova,http://dbpedia.org/resource/New_York_City,http://dbpedia.org/resource/Central_Nova http://dbpedia.org/resource/Central_Nova_Scotia
0,3,Cumberlandâ\u0080\u0094Colchester,http://dbpedia.org/resource/C0_and_C1_control_codes,http://dbpedia.org/resource/Cumberland—Colchester
0,4,Dartmouthâ\u0080\u0094Cole Harbour,,http://dbpedia.org/resource/Dartmouth—Cole_Harbour
0,5,Halifax,"http://dbpedia.org/resource/Charles_Wood,_1st_Viscount_Halifax",http://dbpedia.org/resource/Halifax_(electoral_district) http://dbpedia.org/resource/Halifax_(riding)
0,6,Halifax West,http://dbpedia.org/resource/Handley_Page_Halifax,http://dbpedia.org/resource/Charles_Cirtwill http://dbpedia.org/resource/Bernard_Gormley http://dbpedia.org/resource/Dennis_Theman http://dbpedia.org/resource/Thomas_Trappenberg http://dbpedia.org/resource/Ken_MacPhee http://dbpedia.org/resource/Hilda_Stevens http://dbpedia.org/resource/Dick_Boyce http://dbpedia.org/resource/Sheila_Richardson http://dbpedia.org/resource/Bob_Fulcher http://dbpedia.org/resource/Ben_Prossin http://dbpedia.org/resource/Kirby_Judge http://dbpedia.org/resource/Halifax_West http://dbpedia.org/resource/Heather_Foley http://dbpedia.org/resource/Arthur_Canning http://dbpedia.org/resource/Trevor_Ennis http://dbpedia.org/resource/Tony_Seed http://dbpedia.org/resource/Lois_Wiseman http://dbpedia.org/resource/Gary_Zatzman http://dbpedia.org/resource/Stephen_Oickle
0,7,Kingsâ\u0080\u0094Hants,,http://dbpedia.org/resource/Kings—Hants
0,8,Sackvilleâ\u0080\u0094Prestonâ\u0080\u0094Chezzetcook,http://dbpedia.org/resource/C0_and_C1_control_codes,http://dbpedia.org/resource/Sackville—Preston—Chezzetcook
0,9,South Shoreâ\u0080\u0094St. Margaret's,,http://dbpedia.org/resource/South_Shore—St._Margaret's
0,10,Sydneyâ\u0080\u0094Victoria,http://dbpedia.org/resource/C0_and_C1_control_codes,http://dbpedia.org/resource/Sydney—Victoria
0,11,West Nova,http://dbpedia.org/resource/New_York_City,http://dbpedia.org/resource/Southwest_Nova http://dbpedia.org/resource/West_Nova http://dbpedia.org/resource/South_West_Nova http://dbpedia.org/resource/South_Western_Nova
