F1: 0.86134,Precision: 0.86134,Recall: 0.86134,,
Col,Row,Value,Submitted URI,Correct URI's
1,15,William Whiteley,http://dbpedia.org/resource/William_G._Whiteley,http://dbpedia.org/resource/William_Whiteley_(politician) http://dbpedia.org/resource/William_whiteley_MP
1,19,John Edwards,http://dbpedia.org/resource/John_Edwards_(Arkansas_politician),http://dbpedia.org/resource/John_Edwards_(Labour_politician) http://dbpedia.org/resource/John_Edwards_(English_politician) http://dbpedia.org/resource/John_Edwards_(English_Labour_politician) http://dbpedia.org/resource/Lewis_John_Edwards
1,21,Joseph Henderson,http://dbpedia.org/resource/Joseph_Henderson_(Pennsylvania),"http://dbpedia.org/resource/Joseph_Henderson,_1st_Baron_Henderson_of_Ardwick http://dbpedia.org/resource/Baron_Henderson_of_Ardwick http://dbpedia.org/resource/Baron_henderson_of_ardwick http://dbpedia.org/resource/Lord_Henderson_of_Ardwick"
1,28,Richard Adams,http://dbpedia.org/resource/Richard_Adams_(U.S._politician),http://dbpedia.org/resource/Richard_Adams_(British_politician) http://dbpedia.org/resource/Harold_Richard_Adams
1,29,William Wilkins,http://dbpedia.org/resource/William_Wilkins_(American_politician),http://dbpedia.org/resource/William_Wilkins_(MP) http://dbpedia.org/resource/William_Albert_Wilkins http://dbpedia.org/resource/William_A._Wilkins
1,31,Charles Royle,http://dbpedia.org/resource/Charles_Royle_(Liberal_politician),"http://dbpedia.org/resource/Charles_Royle,_Baron_Royle http://dbpedia.org/resource/Baron_Royle http://dbpedia.org/resource/Lord_Royle"
1,40,Ernest Davies,http://dbpedia.org/resource/Ernest_Davies_(Stretford_MP),http://dbpedia.org/resource/Ernest_Davies_(Enfield_MP) http://dbpedia.org/resource/Ernest_Albert_John_Davies http://dbpedia.org/resource/Ernest_Davies_(Labour_MP_for_Enfield)
1,42,George Oliver,http://dbpedia.org/resource/George_T._Oliver,http://dbpedia.org/resource/George_Harold_Oliver http://dbpedia.org/resource/George_Oliver_(politician)
1,52,The Earl of Huntingdon,"http://dbpedia.org/resource/John_Holland,_2nd_Duke_of_Exeter","http://dbpedia.org/resource/Francis_John_Clarence_Westenra_Plantagenet_Hastings,_16th_Earl_of_Huntingdon http://dbpedia.org/resource/Francis_Hastings,_16th_Earl_of_Huntingdon http://dbpedia.org/resource/John_Francis_Clarence_Westenra_Plantagenet_Hastings,_16th_Earl_of_Huntingdon"
