F1: 0.84000,Precision: 0.84000,Recall: 0.84000,,
Col,Row,Value,Submitted URI,Correct URI's
1,6,"Ottawaâ\u0080\u0093Gatineau, Ontario\/Quebec",http://dbpedia.org/resource/National_Capital_Region_(Canada),"http://dbpedia.org/resource/Capital_city_of_canada http://dbpedia.org/resource/City_Ottawa http://dbpedia.org/resource/Otawwa http://dbpedia.org/resource/Ottawa,_Ontario http://dbpedia.org/resource/Cedardale,_Ottawa,_Ontario http://dbpedia.org/resource/Capital_of_Canada http://dbpedia.org/resource/Ottawa,_ON http://dbpedia.org/resource/Ville_d'Ottawa http://dbpedia.org/resource/Ottawa_(ON) http://dbpedia.org/resource/Regina_Street_Public_School http://dbpedia.org/resource/UN/LOCODE:CAOTT http://dbpedia.org/resource/Government_of_Ottawa http://dbpedia.org/resource/Antrim,_Ontario http://dbpedia.org/resource/Ottawa,_Ontario,_Canada http://dbpedia.org/resource/Tourism_in_Ottawa http://dbpedia.org/resource/Ottawa_Municipality,_Ontario http://dbpedia.org/resource/Ottawa http://dbpedia.org/resource/Woodridge,_Ottawa_River,_Canada http://dbpedia.org/resource/Ottawa,_Canada http://dbpedia.org/resource/Ottawa,_ontario http://dbpedia.org/resource/Ottowa http://dbpedia.org/resource/The_weather_in_Ottawa http://dbpedia.org/resource/Role_of_Ottawa http://dbpedia.org/resource/Culture_of_Ottawa http://dbpedia.org/resource/Ottawa,_Ont. http://dbpedia.org/resource/Cedardale,_Ottawa"
1,11,"London, Ontario",http://dbpedia.org/resource/City_of_London,"http://dbpedia.org/resource/London,_Canada http://dbpedia.org/resource/History_of_London,_Ontario http://dbpedia.org/resource/London,_ON http://dbpedia.org/resource/Académie_de_la_Tamise http://dbpedia.org/resource/Fanshawe,_Ontario http://dbpedia.org/resource/Londoner_(Ontario) http://dbpedia.org/resource/Ontario_London http://dbpedia.org/resource/London_(Ontario) http://dbpedia.org/resource/London_(ON) http://dbpedia.org/resource/Masonville,_London http://dbpedia.org/resource/London,_Ontario_statistics http://dbpedia.org/resource/London,_Ontario_trivia_to_delete http://dbpedia.org/resource/London,_Ontario,_Canada http://dbpedia.org/resource/London_ontario http://dbpedia.org/resource/London,_Ontario http://dbpedia.org/resource/London_ON http://dbpedia.org/resource/London,_ON,_Canada http://dbpedia.org/resource/London,_Ontario_trivia http://dbpedia.org/resource/London_Canada"
1,13,"St. Catharinesâ\u0080\u0093Niagara, Ontario",http://dbpedia.org/resource/Niagara-on-the-Lake,"http://dbpedia.org/resource/St._Catharine's,_Ontario http://dbpedia.org/resource/Saint_Catharines,_Ontario http://dbpedia.org/resource/Orchard_Park,_St._Catharines http://dbpedia.org/resource/St._Catharine's http://dbpedia.org/resource/École_élémentaire_L'Héritage http://dbpedia.org/resource/Saint_Catharines http://dbpedia.org/resource/St._Catharines,_Ontario http://dbpedia.org/resource/St._Catherine's,_Ontario http://dbpedia.org/resource/Mayor_of_St._Catharines http://dbpedia.org/resource/Catharines http://dbpedia.org/resource/St_Catharines http://dbpedia.org/resource/St_Catharines,_Ontario http://dbpedia.org/resource/St._Catherines,_Ontario http://dbpedia.org/resource/St_Catherines,_Ontario http://dbpedia.org/resource/Saint_Catharines-Niagara http://dbpedia.org/resource/Shipman's_corner http://dbpedia.org/resource/St._Catharines_(ON) http://dbpedia.org/resource/Orchard_Park,_Ontario http://dbpedia.org/resource/St_Catharine's http://dbpedia.org/resource/City_of_St._Catharines http://dbpedia.org/resource/Saint_Catharines,_ON http://dbpedia.org/resource/St._Catharines,_ON http://dbpedia.org/resource/Saint_Catharine's http://dbpedia.org/resource/Ecole_elementaire_L'Heritage http://dbpedia.org/resource/St._Catharines"
1,29,"Chicoutimi-JonquiÃ¨re, Quebec","http://dbpedia.org/resource/Saguenay,_Quebec","http://dbpedia.org/resource/Chicoutimi,_Quebec http://dbpedia.org/resource/Chicoutimi-Nord,_Quebec http://dbpedia.org/resource/Chicoutimi,_QC http://dbpedia.org/resource/Chicoutimi-Nord http://dbpedia.org/resource/Rivière-du-Moulin http://dbpedia.org/resource/Chicoutimi,_Québec http://dbpedia.org/resource/Chicoutimi http://dbpedia.org/resource/Rivière-du-Moulin,_Quebec http://dbpedia.org/resource/Laterriere,_Quebec"
1,31,"Kanata, Ontario",http://dbpedia.org/resource/Canada,"http://dbpedia.org/resource/Kanata,_Ottawa http://dbpedia.org/resource/Kanata_ontario http://dbpedia.org/resource/Kanata,_ON http://dbpedia.org/resource/John_Young_Elementary_School http://dbpedia.org/resource/Kanata,_Ottawa,_Ontario http://dbpedia.org/resource/Kanata,_Ont. http://dbpedia.org/resource/Katimavik_Elementary http://dbpedia.org/resource/Kanata,_Ontario"
1,39,"Peterborough, Ontario",http://dbpedia.org/resource/Peterborough,"http://dbpedia.org/resource/Peterborough,_Ont. http://dbpedia.org/resource/Peterborough_ontario http://dbpedia.org/resource/Peterborough_on http://dbpedia.org/resource/Peterborough_,ON http://dbpedia.org/resource/Peterborough,_Ontario http://dbpedia.org/resource/History_of_Peterborough,_Ontario http://dbpedia.org/resource/Peterborough,_Canada http://dbpedia.org/resource/Peterborough,_On http://dbpedia.org/resource/Peterborough,_ON http://dbpedia.org/resource/PTBO http://dbpedia.org/resource/Peterborough_Ontario http://dbpedia.org/resource/Peterborough,_Ontario_railway_station http://dbpedia.org/resource/Peterborough_(ON)"
1,63,"Bowmanville\/Newcastle, Ontario",http://dbpedia.org/resource/Bowmanville,"http://dbpedia.org/resource/Solina,_Ontario http://dbpedia.org/resource/Clarington_ont http://dbpedia.org/resource/Clarke,_Ontario http://dbpedia.org/resource/Clarington_(ON) http://dbpedia.org/resource/Clarke_Township,_Ontario http://dbpedia.org/resource/Clarke_Township http://dbpedia.org/resource/Crooked_Creek,_Ontario http://dbpedia.org/resource/Darlington_township http://dbpedia.org/resource/Clarington http://dbpedia.org/resource/Port_Darlington,_Ontario http://dbpedia.org/resource/Clarke,_Durham_Region http://dbpedia.org/resource/Darlington_Township,_Ontario http://dbpedia.org/resource/Kendal,_Ontario http://dbpedia.org/resource/Clarington,_Ontario http://dbpedia.org/resource/Darlington,_Ontario http://dbpedia.org/resource/Clarington_ontario"
1,70,"Georgetown, Ontario","http://dbpedia.org/resource/Georgetown,_Guyana","http://dbpedia.org/resource/Arbor_Glen,_Georgetown,_Ontario http://dbpedia.org/resource/Georgetown,_ON http://dbpedia.org/resource/Georgetown,_Ontario http://dbpedia.org/resource/Arbor_Glen http://dbpedia.org/resource/Arbor_Glen_(Halton_Hills) http://dbpedia.org/resource/Georgetown_(ON)"
1,79,"Cape Breton-Sydney, Nova Scotia","http://dbpedia.org/resource/Sydney,_Nova_Scotia","http://dbpedia.org/resource/Tompkins_Elementary http://dbpedia.org/resource/Cape_Breton_Regional_Municipality http://dbpedia.org/resource/Tower_Road,_Nova_Scotia http://dbpedia.org/resource/Cape_Breton_Regional_Municipality,_Nova_Scotia"
