F1: 0.81481,Precision: 0.81481,Recall: 0.81481,,
Col,Row,Value,Submitted URI,Correct URI's
2,3,Hemsbach,http://dbpedia.org/resource/Osterburken,http://dbpedia.org/resource/Hemsbach
2,10,SchÃ¶nau,http://dbpedia.org/resource/Schönau_im_Schwarzwald,http://dbpedia.org/resource/Schönau_(Odenwald)
2,15,Walldorf,http://dbpedia.org/resource/Mörfelden-Walldorf,http://dbpedia.org/resource/Walldorf http://dbpedia.org/resource/Walldorf_(Baden)
2,19,AltluÃ\u009Fheim,http://dbpedia.org/resource/National_Route_A009_(Argentina),http://dbpedia.org/resource/Altlußheim
2,36,Laudenbach,http://dbpedia.org/resource/Laudenbach_(Rhein-Neckar),http://dbpedia.org/resource/Laudenbach_(Bergstraße)
2,41,MÃ¼hlhausen (Kraichgau),http://dbpedia.org/resource/Mühlacker,http://dbpedia.org/resource/Mühlhausen_(Kraichgau)
2,43,NeuluÃ\u009Fheim,http://dbpedia.org/resource/European_route_E009,http://dbpedia.org/resource/Neulußheim
2,44,NuÃ\u009Floch,http://fr.dbpedia.org/resource/Guillaume_Floch,http://dbpedia.org/resource/Nußloch
2,51,Spechbach,"http://dbpedia.org/resource/Spechbach,_Baden-Württemberg",http://dbpedia.org/resource/Spechbach_(disambiguation) http://dbpedia.org/resource/Spechbach
2,53,Wiesenbach,http://dbpedia.org/resource/Blaufelden,http://dbpedia.org/resource/Wiesenbach_(Baden) http://dbpedia.org/resource/Wiesenbach_(Rhein-Neckar)
