F1: 0.50000,Precision: 0.50000,Recall: 0.50000,,
Col,Row,Value,Submitted URI,Correct URI's
0,2,Antalyaspor A.Å\u009E.,http://dbpedia.org/resource/C0_and_C1_control_codes,http://dbpedia.org/resource/Antalyaspor_SFTSAŞ http://dbpedia.org/resource/Antalyaspor_SFTSAS http://dbpedia.org/resource/Medical_Park_Antalyaspor http://dbpedia.org/resource/MP_Antalyaspor http://dbpedia.org/resource/Antalyaspor http://dbpedia.org/resource/Antalya_S.K.
0,3,BeÅ\u009FiktaÅ\u009F,,http://dbpedia.org/resource/Beşiktaş_J.K.
0,5,ElazÄ±Ä\u009Fspor,http://dbpedia.org/resource/European_route_E009,http://dbpedia.org/resource/Elazığspor
0,6,EskiÅ\u009Fehirspor,http://dbpedia.org/resource/European_route_E009,http://dbpedia.org/resource/Eskişehirspor
0,10,GenÃ§lerbirliÄ\u009Fi,http://dbpedia.org/resource/.fi,http://dbpedia.org/resource/Gençlerbirliği_S.K.
0,11,Ä°stanbul B.B.,http://dbpedia.org/resource/Blies,http://dbpedia.org/resource/İstanbul_Büyükşehir_Belediyespor_(football_team)
0,12,KarabÃ¼kspor,http://dbpedia.org/resource/Kardemir_Karabükspor,http://dbpedia.org/resource/Karabükspor
0,13,KasÄ±mpaÅ\u009Fa,http://dbpedia.org/resource/European_route_E009,http://dbpedia.org/resource/Kasımpaşa_S.K.
0,15,Mersin Ä°dmanyurdu,http://dbpedia.org/resource/Mersin_İdman_Yurdu,http://dbpedia.org/resource/Mersin_İdmanyurdu
