F1: 0.28571,Precision: 0.28571,Recall: 0.28571,,
Col,Row,Value,Submitted URI,Correct URI's
10,1,Martin ObÅ¡itnÃ­k (14),http://fr.dbpedia.org/resource/Martin_(prénom),http://dbpedia.org/resource/Martin_Obšitník
10,4,Rolf Landerl (10),http://dbpedia.org/resource/Rolf_Oesterreich,http://dbpedia.org/resource/Rolf_Martin_Landerl http://dbpedia.org/resource/Rolf_Landerl
10,5,Peter BabniÄ\u008D (9),http://dbpedia.org/resource/Alice's_Adventures_in_Wonderland,http://dbpedia.org/resource/Peter_Babnič
10,6,Peter BabniÄ\u008D (13),http://dbpedia.org/resource/Alice's_Adventures_in_Wonderland,http://dbpedia.org/resource/Peter_Babnič
10,7,SzilÃ¡rd NÃ©meth (16),http://dbpedia.org/resource/Szilárd_Németh_(politician),http://dbpedia.org/resource/Szilárd_Németh
10,8,SzilÃ¡rd NÃ©meth (23),http://dbpedia.org/resource/Szilárd_Németh_(politician),http://dbpedia.org/resource/Szilárd_Németh
10,9,Miroslav DrobÅ\u0088Ã¡k (9),http://dbpedia.org/resource/South_Korea,http://dbpedia.org/resource/Miroslav_Drobňák
10,10,Miroslav DrobÅ\u0088Ã¡k (10) Juraj HalenÃ¡r (10),http://dbpedia.org/resource/South_Korea,http://dbpedia.org/resource/Miroslav_Drobňák
10,13,MariÃ¡n TomÄ\u008DÃ¡k (6),http://dbpedia.org/resource/Tom_van_Vollenhoven,http://dbpedia.org/resource/Marián_Tomčák
10,14,Radoslav Kunzo (6),http://dbpedia.org/resource/Radoslav_Lorković,http://dbpedia.org/resource/Radoslav_Kunzo
