F1: 0.38462,Precision: 0.38462,Recall: 0.38462,,
Col,Row,Value,Submitted URI,Correct URI's
1,1,Bexleyheath,http://dbpedia.org/resource/Bexleyheath_railway_station,"http://dbpedia.org/resource/Bexly_Heath http://dbpedia.org/resource/Bexley_Heath http://dbpedia.org/resource/Bexleyheath http://dbpedia.org/resource/Bexleyheath,_Kent http://dbpedia.org/resource/Bexleyheath,_London,_England http://dbpedia.org/resource/Bexlyheath"
1,2,Warlingham,http://dbpedia.org/resource/Upper_Warlingham_railway_station,http://dbpedia.org/resource/Warlingham
1,5,Epsom,"http://dbpedia.org/resource/Epsom_railway_station,_Victoria","http://dbpedia.org/resource/Epsom,_Surrey http://dbpedia.org/resource/Southfield_Park_Primary_School http://dbpedia.org/resource/Epsom http://dbpedia.org/resource/List_of_leisure_activities_in_Epsom http://dbpedia.org/resource/Epsom,_England"
1,7,Crystal Palace,http://dbpedia.org/resource/Crystal_Palace_railway_station,"http://dbpedia.org/resource/Crystal_Palace_Triangle http://dbpedia.org/resource/Crystal_Palace,_London http://dbpedia.org/resource/Crystal_Palace,_London,_England http://dbpedia.org/resource/Sydenham_Crystal_Palace"
1,13,Clapham Common,http://dbpedia.org/resource/Clapham_Common_tube_station,http://dbpedia.org/resource/Clapham_common http://dbpedia.org/resource/Clapham_Common
1,15,Hammersmith,http://dbpedia.org/resource/Hammersmith_tube_station_(Circle_and_Hammersmith_&_City_lines),"http://dbpedia.org/resource/Hammersmith_Mall http://dbpedia.org/resource/Hammersmith,_London http://dbpedia.org/resource/H'smith http://dbpedia.org/resource/Hammersmith http://dbpedia.org/resource/Hammersmith_Council http://dbpedia.org/resource/Hamemrsmith http://dbpedia.org/resource/HammersmithLondon_BID http://dbpedia.org/resource/Hammersmith_Road"
1,17,"Heathrow Airport, Terminal 5",http://dbpedia.org/resource/Heathrow_Terminal_5_station,"http://dbpedia.org/resource/London_Heathrow_Airport_Terminal_5 http://dbpedia.org/resource/Terminal_5,_Heathrow http://dbpedia.org/resource/Heathrow_Terminal_5 http://dbpedia.org/resource/Twin_Rivers_Diversion_Scheme http://dbpedia.org/resource/London_Heathrow_Terminal_5 http://dbpedia.org/resource/Heathrow_Terminal_5_building http://dbpedia.org/resource/LHR_Terminal_5"
1,18,Putney Heath,http://dbpedia.org/resource/Putney,http://dbpedia.org/resource/Rushmere_Pond http://dbpedia.org/resource/Wimbledon_Common http://dbpedia.org/resource/Putney_Heath http://dbpedia.org/resource/Wimbledon_and_Putney_Commons http://dbpedia.org/resource/Putney_Lower_Commons http://dbpedia.org/resource/Putney_Commons
1,20,Acton Old Town Hall,"http://dbpedia.org/resource/Old_Town_Hall_(Fairfax,_Virginia)","http://dbpedia.org/resource/Acton,_Greater_London http://dbpedia.org/resource/アクトン http://dbpedia.org/resource/Acton,_London,_England http://dbpedia.org/resource/Acton_(London) http://dbpedia.org/resource/Acton,_Middlesex http://dbpedia.org/resource/Acton,_England http://dbpedia.org/resource/Acton,_London"
1,21,Erith,http://dbpedia.org/resource/Erith_railway_station,"http://dbpedia.org/resource/Erith http://dbpedia.org/resource/Erith_(London) http://dbpedia.org/resource/Erith,_London,_England http://dbpedia.org/resource/Erith,_London http://dbpedia.org/resource/Erith_Riverside_Shopping_Centre"
1,22,South Kensington,http://dbpedia.org/resource/South_Kensington_tube_station,http://dbpedia.org/resource/South_Kensington http://dbpedia.org/resource/Brompton_Row http://dbpedia.org/resource/South_Ken
1,23,Brixton,http://dbpedia.org/resource/Brixton_tube_station,"http://dbpedia.org/resource/Brixton's_Jamaican_community http://dbpedia.org/resource/Brixton http://dbpedia.org/resource/Brixton_pound http://dbpedia.org/resource/Brixton_Pound http://dbpedia.org/resource/Brixton,_London,_England http://dbpedia.org/resource/Brixton,_London http://dbpedia.org/resource/JayDay"
1,26,Paddington,http://dbpedia.org/resource/London_Paddington_station,"http://dbpedia.org/resource/Tyburnia http://dbpedia.org/resource/Paddington,_London http://dbpedia.org/resource/Paddington http://dbpedia.org/resource/Paddington,_London,_England"
1,28,Turnpike Lane,http://dbpedia.org/resource/Turnpike_Lane_tube_station,http://dbpedia.org/resource/Turnpike_Lane http://dbpedia.org/resource/Turnpike_Lane_(disambiguation)
